Praznik;Mjesec;Temperatura;ProsjekU24h;Potrosnja
1;1;-4.2;NaN;171.25
1;1;-3.2;160.375;162.0
0;1;-4.0;169.541666667;169.5
0;1;-4.6;284.541666667;178.75
0;1;-3.2;294.614583333;174.0
1;1;-3.9;291.305263158;168.75
0;1;5.0;179.979166667;176.0
1;1;11.0;203.645833333;173.75
1;1;9.2;179.822916667;167.75
0;1;5.5;174.239583333;166.0
0;1;3.7;301.083333333;182.5
0;1;4.1;313.770833333;NaN
0;1;3.7;327.872340426;182.25
0;1;5.9;299.610526316;176.75
1;1;2.6;292.958333333;185.5
1;1;3.0;182.1875;160.0
0;1;0.7;162.552083333;159.5
0;1;1.1;296.239583333;180.25
0;1;-0.8;290.34375;178.75
0;1;3.1;303.197916667;183.0
0;1;2.5;304.5625;175.5
1;1;0.6;304.489583333;175.0
1;1;-1.1;189.552083333;175.25
0;1;-2.5;179.520833333;169.0
0;1;-2.1;294.760416667;178.0
0;1;-0.4;297.329787234;191.25
0;1;1.0;298.21875;179.5
0;1;0.0;292.9375;185.75
1;1;-0.6;303.875;188.0
1;1;-1.2;185.614583333;182.75
0;1;-1.0;176.583333333;167.0
0;2;-2.0;290.927083333;197.75
0;2;-3.7;288.489583333;181.5
0;2;-2.0;282.96875;184.5
0;2;-5.3;278.697916667;186.75
1;2;-2.1;257.84375;175.0
1;2;-1.4;179.875;173.25
0;2;0.0;175.90625;166.0
0;2;0.4;263.75;181.0
0;2;4.5;262.729166667;181.5
0;2;0.7;272.822916667;183.75
0;2;0.0;267.572916667;195.75
1;2;8.8;261.916666667;181.0
1;2;2.6;186.427083333;187.75
0;2;1.2;184.364583333;185.5
0;2;0.8;316.5625;198.0
0;2;0.3;326.385416667;202.25
0;2;4.8;316.489583333;192.75
0;2;4.0;321.375;190.0
1;2;3.8;309.395833333;186.0
1;2;3.8;166.385416667;152.5
0;2;1.8;172.21875;189.5
0;2;-2.2;314.895833333;198.5
0;2;-1.9;307.552083333;186.25
0;2;-6.4;286.625;182.25
0;2;-6.6;289.770833333;189.0
1;2;-1.4;284.916666667;192.25
1;2;-2.6;188.822916667;182.25
0;2;-1.2;188.395833333;184.75
0;3;0.1;319.145833333;195.5
0;3;1.0;322.604166667;200.0
0;3;-1.8;314.666666667;188.5
0;3;0.1;313.333333333;187.5
1;3;-0.4;296.729166667;179.0
1;3;-2.3;194.282516636;181.076642336
0;3;2.5;177.42937109;172.344322344
0;3;-4.5;296.666056166;191.03649635
0;3;-3.3;295.268914213;197.019455253
0;3;-1.3;304.261846605;197.765625
0;3;6.2;298.950154748;195.435797665
1;3;7.2;294.206021155;193.276264591
1;3;7.3;194.418175885;189.84375
0;3;11.4;192.381542475;188.32421875
0;3;10.1;324.161581921;199.25
0;3;8.7;301.708333333;193.75
0;3;11.1;319.416666667;199.0
0;3;5.9;311.354166667;197.5
1;3;6.5;312.1875;190.0
1;3;6.3;191.895833333;188.0
0;3;5.3;188.21875;181.0
0;3;0.7;291.458333333;190.25
0;3;2.9;288.489583333;194.5
0;3;4.9;285.729166667;201.75
0;3;5.5;296.073684211;199.75
1;3;12.4;285.760416667;190.75
1;3;10.8;203.90625;192.75
0;3;7.5;194.597826087;NaN
0;3;9.4;NaN;NaN
0;3;4.9;314.821428571;191.25
0;3;5.7;281.147368421;206.0
0;4;7.4;298.979166667;NaN
1;4;10.0;NaN;NaN
1;4;10.3;NaN;NaN
0;4;11.7;NaN;NaN
0;4;10.6;NaN;NaN
0;4;6.5;NaN;NaN
0;4;8.9;NaN;NaN
0;4;18.8;NaN;NaN
1;4;13.1;NaN;NaN
1;4;7.7;NaN;NaN
0;4;7.8;NaN;NaN
0;4;9.9;NaN;NaN
0;4;7.4;NaN;NaN
0;4;4.7;NaN;NaN
0;4;7.6;NaN;NaN
1;4;7.3;NaN;NaN
1;4;9.4;168.692307692;151.0
0;4;5.9;153.854166667;146.25
0;4;9.0;257.885416667;158.75
0;4;7.4;267.125;168.0
0;4;8.7;266.09375;162.75
0;4;9.1;263.614583333;160.25
1;4;10.0;220.375;151.75
1;4;15.5;151.645833333;143.25
1;4;13.2;145.354166667;148.75
0;4;13.9;152.583333333;153.0
0;4;12.6;270.46875;158.5
0;4;13.3;269.260416667;155.5
0;4;10.9;283.368421053;169.25
1;4;12.2;269.34375;161.25
1;5;11.9;172.802083333;188.0
0;5;12.0;160.8125;159.75
0;5;11.7;246.010416667;153.25
0;5;8.1;254.177083333;174.25
0;5;4.3;269.75;165.25
0;5;5.5;286.214107677;161.270072993
1;5;7.7;247.870787414;164.452674897
1;5;8.6;163.593959156;160.172131148
0;5;8.1;162.733478577;160.25
0;5;11.5;248.46875;154.0
0;5;11.4;246.760416667;166.75
0;5;12.1;257.28125;174.5
0;5;19.5;256.25;NaN
1;5;15.0;NaN;NaN
1;5;14.3;222.230769231;196.8
0;5;9.9;204.637159032;186.187755102
0;5;12.5;277.614314479;164.068181818
0;5;14.6;268.103435673;157.226086957
0;5;12.9;271.878322926;155.0
0;5;15.0;270.803401006;164.175438596
1;5;15.7;260.935690694;159.963800905
1;5;13.2;175.03782089;153.584745763
0;5;15.8;157.375047402;154.251184834
0;5;17.7;288.671980495;167.793859649
0;5;17.7;290.77894935;171.017699115
0;5;15.2;213.106354214;166.5
0;5;15.7;311.874519557;176.770562771
1;5;16.3;313.562936437;169.575757576
1;5;12.3;179.875201432;155.551724138
0;5;12.7;167.071989996;154.628820961
0;5;15.7;293.305699482;174.811158798
