Praznik;Mjesec;Temperatura;ProsjekU24h;Potrosnja
1;1;-4.5;171.25;171.0
1;1;-3.0;159.989583333;162.75
0;1;-4.2;169.854166667;167.5
0;1;-4.2;284.927083333;178.0
0;1;-3.0;294.416666667;172.25
1;1;-3.5;291.084210526;168.5
0;1;5.0;180.28125;175.25
1;1;10.9;203.552083333;172.0
1;1;9.7;179.572916667;165.0
0;1;5.4;174.166666667;168.0
0;1;3.8;301.770833333;174.75
0;1;4.2;319.47826087;NaN
0;1;3.6;316.450980392;177.5
0;1;5.8;299.378947368;172.0
1;1;2.0;293.322916667;182.25
1;1;1.8;181.125;160.5
0;1;0.6;162.53125;158.75
0;1;0.6;297.104166667;177.25
0;1;-0.8;290.28125;174.75
0;1;3.1;303.375;174.25
0;1;2.1;304.25;173.0
1;1;0.5;304.46875;172.75
1;1;-1.6;189.5625;177.5
0;1;-3.2;179.260416667;164.5
0;1;-3.6;296.368421053;173.0
0;1;-0.7;296.631578947;181.5
0;1;1.2;297.729166667;174.75
0;1;-0.1;293.197916667;174.75
1;1;-1.0;303.96875;183.5
1;1;-1.2;185.395833333;177.75
0;1;-1.0;175.927083333;167.75
0;2;-2.2;292.208333333;189.25
0;2;-3.7;287.8125;181.0
0;2;-2.0;283.09375;183.0
0;2;-4.8;278.791666667;183.0
1;2;-2.2;257.354166667;173.25
1;2;-2.1;179.802083333;174.75
0;2;-0.7;175.604166667;168.25
0;2;-0.8;264.375;178.0
0;2;2.4;262.75;179.0
0;2;0.0;272.916666667;179.5
0;2;-1.0;268.072916667;186.75
1;2;8.2;261.302083333;179.0
1;2;2.7;186.708333333;188.0
0;2;1.2;184.270833333;181.5
0;2;0.6;317.083333333;192.0
0;2;0.4;326.5625;199.75
0;2;4.3;316.09375;191.25
0;2;3.8;321.260416667;184.0
1;2;4.1;309.229166667;186.75
1;2;1.9;164.989583333;151.75
0;2;0.7;173.760416667;185.5
0;2;-2.2;315.270833333;191.25
0;2;-2.3;307.041666667;180.5
0;2;-7.0;286.458333333;176.0
0;2;-6.8;290.052083333;184.0
1;2;-1.6;285.052083333;190.25
1;2;-2.2;188.40625;184.5
0;2;-1.0;188.5;182.25
0;3;0.1;319.59375;188.5
0;3;1.0;322.791666667;193.25
0;3;-1.8;314.1875;182.25
0;3;0.1;313.291666667;184.0
1;3;-0.2;296.375;182.5
1;3;-2.7;193.602218397;178.073260073
0;3;1.9;177.036225918;172.286764706
0;3;-4.6;297.42865863;187.018050542
0;3;-4.4;295.794159657;188.80859375
0;3;-2.0;304.310423453;195.73151751
0;3;2.4;298.836156352;188.031128405
1;3;6.1;294.115703824;191.984375
1;3;7.0;194.274967363;189.128404669
0;3;11.0;192.318115115;185.7265625
0;3;9.8;332.375029954;190.75
0;3;8.6;301.479166667;190.25
0;3;11.0;319.635416667;192.0
0;3;5.0;311.291666667;191.5
1;3;6.5;311.875;192.25
1;3;6.0;191.8125;188.5
0;3;5.0;187.927083333;182.0
0;3;0.6;291.84375;184.0
0;3;1.8;288.666666667;186.5
0;3;4.2;286.03125;199.25
0;3;4.8;295.989473684;193.5
1;3;12.5;285.385416667;193.75
1;3;10.8;203.989583333;195.0
0;3;6.4;194.681818182;NaN
0;3;9.0;NaN;NaN
0;3;4.7;306.583333333;190.75
0;3;5.8;281.768421053;196.75
0;4;7.1;303.02173913;NaN
1;4;8.6;NaN;NaN
1;4;9.8;NaN;NaN
0;4;10.0;NaN;NaN
0;4;10.5;NaN;NaN
0;4;6.3;NaN;NaN
0;4;8.2;NaN;NaN
0;4;15.8;NaN;NaN
1;4;14.2;NaN;NaN
1;4;8.0;NaN;NaN
0;4;7.0;NaN;NaN
0;4;9.2;NaN;NaN
0;4;6.7;NaN;NaN
0;4;6.4;NaN;NaN
0;4;7.0;NaN;NaN
1;4;8.4;NaN;NaN
1;4;9.1;167.046511628;144.25
0;4;5.8;153.65625;143.75
0;4;8.6;258.40625;154.25
0;4;6.6;267.510416667;160.5
0;4;7.8;265.875;158.25
0;4;8.6;263.510416667;153.5
1;4;10.0;220.020833333;152.5
1;4;14.6;151.291666667;142.0
1;4;11.8;145.583333333;148.0
0;4;14.1;152.760416667;143.25
0;4;12.5;270.697916667;149.5
0;4;11.8;269.135416667;153.0
0;4;11.1;283.947368421;159.75
1;4;12.0;269.010416667;163.0
1;5;11.1;173.916666667;183.75
0;5;10.1;159.635416667;158.25
0;5;11.2;245.739583333;152.0
0;5;7.2;255.052083333;168.75
0;5;4.2;269.220588235;155.75
0;5;4.9;278.332087809;157.644688645
1;5;6.9;248.425842697;158.765432099
1;5;7.8;163.414893617;159.057142857
0;5;6.8;162.85022779;157.0
0;5;11.0;248.208333333;153.25
0;5;10.7;247.291666667;160.5
0;5;11.5;257.604166667;166.75
0;5;19.6;259.804347826;NaN
1;5;14.1;NaN;NaN
1;5;14.2;220.0;192.0
0;5;10.0;203.551139118;182.482071713
0;5;13.3;278.062106044;158.233050847
0;5;14.6;266.802026782;151.431718062
0;5;12.4;271.39242532;149.807228916
0;5;14.8;272.66824978;156.844262295
1;5;15.6;259.825668655;155.493150685
1;5;12.8;174.699491989;146.732142857
0;5;15.1;157.419889503;148.236363636
0;5;16.9;288.822022808;162.236607143
0;5;16.6;290.962516481;161.165938865
0;5;15.4;217.776164246;160.5
0;5;15.4;305.287956989;172.538793103
1;5;14.1;313.265353626;169.037815126
1;5;10.9;179.290905836;155.098712446
0;5;12.0;167.040393208;154.68487395
0;5;15.8;294.046241743;163.360515021
