Praznik;Mjesec;Temperatura;ProsjekU24h;Potrosnja
1;1;-4.6;171.25;171.5
1;1;-3.2;159.21875;159.75
0;1;-7.2;170.260416667;165.5
0;1;-3.6;285.895833333;178.75
0;1;-3.2;294.010416667;176.0
1;1;-4.1;290.631578947;167.75
0;1;5.9;180.854166667;173.5
1;1;11.1;203.28125;170.25
1;1;9.4;179.0625;166.25
0;1;4.8;174.25;165.25
0;1;4.1;302.5;178.0
0;1;4.2;333.19047619;NaN
0;1;3.3;297.593220339;179.5
0;1;5.5;298.926315789;173.25
1;1;1.4;294.104166667;179.0
1;1;2.1;179.395833333;159.5
0;1;-0.2;162.25;155.0
0;1;0.0;298.802083333;174.0
0;1;-2.0;289.96875;171.75
0;1;2.2;303.3125;170.5
0;1;1.6;304.09375;171.5
1;1;-0.3;304.520833333;168.5
1;1;-2.3;189.979166667;175.75
0;1;-3.2;178.177083333;163.5
0;1;-5.1;298.35106383;171.0
0;1;-1.2;296.104166667;176.25
0;1;1.1;297.052083333;169.75
0;1;-0.1;293.28125;175.0
1;1;-2.0;304.510416667;177.5
1;1;-1.4;185.041666667;170.75
0;1;-1.0;175.197916667;165.0
0;2;-2.2;293.9375;188.0
0;2;-3.5;287.1875;181.0
0;2;-2.7;283.28125;186.25
0;2;-4.5;278.645833333;177.75
1;2;-2.2;256.677083333;170.75
1;2;-2.2;179.739583333;170.25
0;2;-1.6;175.25;166.75
0;2;-1.9;265.1875;179.0
0;2;2.4;262.760416667;176.0
0;2;-0.5;273.052083333;179.0
0;2;-1.9;268.677083333;186.0
1;2;8.9;260.604166667;175.75
1;2;2.1;187.5;188.75
0;2;1.1;183.635416667;179.75
0;2;0.1;317.875;187.0
0;2;0.2;327.166666667;193.75
0;2;3.7;315.53125;190.25
0;2;3.4;320.729166667;182.5
1;2;3.5;309.416666667;177.25
1;2;0.6;162.135416667;151.75
0;2;0.3;176.520833333;184.25
0;2;-3.1;315.78125;187.25
0;2;-2.6;306.197916667;181.25
0;2;-7.2;285.96875;174.75
0;2;-7.4;290.614583333;180.5
1;2;-1.4;285.510416667;181.25
1;2;-2.0;188.208333333;182.0
0;2;-1.3;188.25;179.75
0;3;0.1;320.135416667;188.5
0;3;1.0;323.03125;187.25
0;3;-1.9;313.375;181.5
0;3;-0.1;313.197916667;177.25
1;3;-0.2;296.40625;176.25
1;3;-3.5;192.212898752;176.47810219
0;3;0.9;176.426218709;172.315018315
0;3;-4.7;298.416247523;183.329710145
0;3;-5.1;296.814518708;186.86770428
0;3;-2.7;304.850146437;194.1875
0;3;-0.5;298.101449275;184.6875
1;3;4.9;294.610821382;183.49609375
1;3;7.1;194.087616251;187.490272374
0;3;11.0;192.001628664;185.106299213
0;3;8.8;352.645856052;187.0
0;3;7.7;301.385416667;185.0
0;3;11.1;319.739583333;184.75
0;3;5.0;311.3125;187.75
1;3;5.8;311.84375;184.0
1;3;4.9;191.645833333;185.5
0;3;4.4;187.458333333;180.0
0;3;0.0;292.0625;185.75
0;3;1.2;288.875;187.0
0;3;4.6;286.854166667;193.666666667
0;3;3.8;295.536842105;188.0
1;3;11.3;285.333333333;184.0
1;3;10.7;204.75;196.75
0;3;6.5;194.666666667;NaN
0;3;8.0;NaN;NaN
0;3;3.0;293.0;190.666666667
0;3;5.0;282.094736842;193.0
0;4;6.0;313.30952381;NaN
1;4;7.9;NaN;NaN
1;4;9.2;NaN;NaN
0;4;9.0;NaN;NaN
0;4;9.9;NaN;NaN
0;4;5.6;NaN;NaN
0;4;8.0;NaN;NaN
0;4;15.7;NaN;NaN
1;4;11.0;NaN;NaN
1;4;5.7;NaN;NaN
0;4;6.5;NaN;NaN
0;4;7.7;NaN;NaN
0;4;6.8;NaN;NaN
0;4;5.9;NaN;NaN
0;4;5.6;NaN;NaN
1;4;8.7;NaN;NaN
1;4;7.0;163.745098039;147.75
0;4;4.1;153.375;142.5
0;4;7.0;259.270833333;151.25
0;4;5.3;267.989583333;156.25
0;4;6.8;265.59375;150.5
0;4;7.4;263.270833333;151.75
1;4;8.3;219.760416667;145.5
1;4;14.1;150.71875;141.0
1;4;11.3;145.84375;142.5
0;4;13.1;152.5;140.25
0;4;12.3;271.3125;150.25
0;4;13.1;269.375;151.25
0;4;11.5;284.494736842;158.5
1;4;12.0;269.1875;158.5
1;5;11.6;175.583333333;176.25
0;5;8.6;157.479166667;153.5
0;5;11.5;245.395833333;150.25
0;5;6.0;257.368421053;NaN
0;5;4.4;266.275362319;153.75
0;5;4.2;264.671022609;155.382352941
1;5;6.1;249.427529183;153.157676349
1;5;7.8;163.473494596;155.265560166
0;5;5.8;163.349060543;152.0
0;5;10.6;248.114583333;152.5
0;5;9.3;247.854166667;158.0
0;5;9.9;258.135416667;163.0
0;5;17.5;268.75;NaN
1;5;12.6;NaN;NaN
1;5;13.7;216.261538462;182.75
0;5;9.8;201.175335934;175.079497908
0;5;13.5;276.054812337;154.421052632
0;5;13.8;266.9463246;148.055319149
0;5;12.2;270.177518969;145.457831325
0;5;13.8;277.179226439;153.805194805
1;5;14.4;257.538432555;150.413636364
1;5;12.1;173.988516933;146.163090129
0;5;14.6;157.520610687;146.938596491
0;5;15.4;289.48852826;157.627705628
0;5;16.0;291.034651601;159.107758621
0;5;14.3;234.156673114;156.25
0;5;14.6;292.894541186;161.679487179
1;5;13.1;313.090795129;157.151515152
1;5;9.8;178.472854327;154.200854701
0;5;11.0;166.78645461;150.449152542
0;5;14.5;294.825187299;160.225531915
