6;1;-4.0;167.0
7;1;-0.7;184.25
1;1;-2.0;271.0
2;1;-2.8;263.0
3;1;-2.2;267.5
4;1;2.3;195.25
5;1;11.0;206.25
6;1;12.0;198.25
7;1;12.4;192.75
1;1;6.4;254.0
2;1;4.1;281.0
3;1;1.0;284.75
4;1;7.0;291.25
5;1;4.7;264.5
6;1;4.0;182.5
7;1;2.9;179.75
1;1;3.4;256.5
2;1;0.4;257.0
3;1;3.2;283.75
4;1;3.5;264.25
5;1;1.3;242.25
6;1;-0.6;196.75
7;1;0.6;201.75
1;1;-2.3;290.0
2;1;-0.4;296.0
3;1;1.5;279.25
4;1;0.9;268.0
5;1;-0.3;242.5
6;1;-0.4;190.0
7;1;-0.8;182.5
1;1;-1.4;257.5
2;2;-3.9;249.25
3;2;-5.0;246.25
4;2;-2.7;242.5
5;2;-0.2;222.75
6;2;1.4;185.25
7;2;2.5;188.25
1;2;3.6;238.0
2;2;6.4;233.0
3;2;3.3;243.75
4;2;3.0;244.5
5;2;9.0;228.0
6;2;3.7;199.0
7;2;1.9;188.75
1;2;1.0;276.5
2;2;0.4;281.5
3;2;4.5;282.5
4;2;3.8;317.25
5;2;3.6;271.25
6;2;5.4;171.5
7;2;3.3;209.5
1;2;-1.4;303.5
2;2;-1.1;275.5
3;2;-2.4;257.75
4;2;-2.9;295.0
5;2;-0.5;248.0
6;2;-2.6;194.25
7;2;-1.1;213.25
1;2;0.0;283.5
2;3;0.9;282.75
3;3;-1.4;270.25
4;3;0.4;277.0
5;3;-1.1;247.0
6;3;1.8;203.642335766
7;3;4.6;182.795620438
1;3;-1.0;300.379562044
2;3;-1.4;266.708
3;3;1.3;276.04296875
4;3;5.4;302.57421875
5;3;11.8;275.25
6;3;13.7;208.1640625
7;3;12.8;209.822834646
1;3;15.0;287.25
2;3;15.8;301.0
3;3;11.1;291.75
4;3;13.5;301.75
5;3;8.1;276.25
6;3;5.9;208.5
7;3;7.0;206.0
1;3;3.8;261.5
2;3;5.9;276.5
3;3;12.5;254.5
4;3;11.4;280.0
5;3;16.2;273.75
6;3;14.9;207.0
7;3;13.2;205.25
1;3;9.8;NaN
2;3;8.8;245.0
3;3;9.3;249.25
4;3;11.7;243.0
5;4;14.3;NaN
6;4;14.0;NaN
7;4;14.6;NaN
1;4;12.9;NaN
2;4;9.7;NaN
3;4;12.1;NaN
4;4;21.6;NaN
5;4;14.5;NaN
6;4;14.2;NaN
7;4;11.9;0.0
1;4;13.0;0.0
2;4;8.9;0.0
3;4;6.7;0.0
4;4;9.9;0.0
5;4;9.6;0.0
6;4;10.4;174.25
7;4;8.8;158.75
1;4;9.6;215.75
2;4;10.7;214.75
3;4;13.6;227.5
4;4;14.8;235.75
5;4;15.0;164.5
6;4;19.9;150.75
7;4;18.0;151.25
1;4;15.9;161.75
2;4;14.2;248.5
3;4;15.5;254.75
4;4;13.6;260.5
5;4;12.7;203.5
6;4;15.9;175.25
7;5;12.9;166.25
1;5;13.8;201.25
2;5;11.0;222.75
3;5;9.7;190.5
4;5;10.4;198.156934307
5;5;12.4;209.738589212
6;5;15.6;163.433884298
7;5;9.5;161.327659574
1;5;14.7;198.5
2;5;16.3;200.75
3;5;17.4;209.25
4;5;19.0;206.5
5;5;19.4;NaN
6;5;22.5;205.0
7;5;10.6;207.502242152
1;5;13.8;229.693023256
2;5;16.5;245.654867257
3;5;18.3;237.445945946
4;5;19.4;243.601851852
5;5;21.1;186.670995671
6;5;18.0;179.823529412
7;5;17.7;171.0
1;5;19.9;262.793577982
2;5;21.2;233.034632035
3;5;20.8;239.5
4;5;20.5;216.688596491
5;5;25.3;208.215859031
6;5;14.7;168.439130435
7;5;16.8;161.483050847
1;5;20.3;228.415584416
2;5;22.2;231.356223176
