Praznik;Mjesec;PrijasnjaPotrosnja;Potrosnja
1;12;148.25;147.75
0;12;144.5;143.0
0;12;153.0;150.75
1;12;153.75;152.25
1;12;156.5;155.5
0;12;162.25;160.5
1;1;171.5;171.5
0;1;161.25;159.75
0;1;166.25;165.5
0;1;179.0;178.75
0;1;175.0;176.0
1;1;168.0;167.75
1;1;175.0;173.5
1;1;171.75;170.25
0;1;166.5;166.25
0;1;165.5;165.25
0;1;176.25;178.0
0;1;NaN;NaN
0;1;177.25;179.5
1;1;172.0;173.25
1;1;180.5;179.0
0;1;160.75;159.5
0;1;155.75;155.0
0;1;178.0;174.0
0;1;173.0;171.75
0;1;172.0;170.5
1;1;169.5;171.5
1;1;171.0;168.5
0;1;176.25;175.75
0;1;163.25;163.5
0;1;170.5;171.0
0;1;180.25;176.25
0;1;170.75;169.75
1;1;172.75;175.0
1;1;177.0;177.5
0;1;174.25;170.75
0;1;166.75;165.0
0;2;186.75;188.0
0;2;180.0;181.0
0;2;182.5;186.25
1;2;179.0;177.75
1;2;172.5;170.75
0;2;169.5;170.25
0;2;167.5;166.75
0;2;177.25;179.0
0;2;176.5;176.0
0;2;179.25;179.0
1;2;186.5;186.0
1;2;177.5;175.75
0;2;187.5;188.75
0;2;178.75;179.75
0;2;187.25;187.0
0;2;194.0;193.75
0;2;189.0;190.25
1;2;183.5;182.5
1;2;185.25;177.25
0;2;151.75;151.75
0;2;184.25;184.25
0;2;190.75;187.25
0;2;181.25;181.25
0;2;174.0;174.75
1;2;179.5;180.5
1;2;184.25;181.25
0;2;185.25;182.0
0;2;181.5;179.75
0;3;188.25;188.5
0;3;189.25;187.25
0;3;180.75;181.5
1;3;176.75;177.25
1;3;179.0;176.25
0;3;179.452554745;176.47810219
0;3;171.682481752;172.315018315
0;3;183.963898917;183.329710145
0;3;186.876494024;186.86770428
0;3;195.62890625;194.1875
1;3;186.175097276;184.6875
1;3;190.417670683;183.49609375
0;3;188.763052209;187.490272374
0;3;184.688715953;185.106299213
0;3;188.0;187.0
0;3;186.25;185.0
0;3;187.0;184.75
1;3;188.0;187.75
1;3;186.5;184.0
0;3;186.25;185.5
0;3;181.5;180.0
0;3;184.75;185.75
0;3;187.25;187.0
0;3;194.25;193.666666667
1;3;189.25;188.0
1;3;187.75;184.0
0;3;NaN;196.75
0;3;NaN;NaN
0;3;NaN;NaN
0;3;191.5;190.666666667
0;3;193.25;193.0
1;4;NaN;NaN
1;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
1;4;NaN;NaN
1;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
1;4;NaN;NaN
1;4;NaN;NaN
0;4;147.75;147.75
0;4;141.5;142.5
0;4;151.75;151.25
0;4;157.0;156.25
0;4;152.5;150.5
1;4;151.5;151.75
1;4;146.25;145.5
1;4;143.0;141.0
1;4;143.25;142.5
0;4;141.75;140.25
0;4;150.25;150.25
0;4;152.5;151.25
1;4;158.75;158.5
1;4;159.75;158.5
1;5;179.0;176.25
0;5;152.75;153.5
0;5;150.75;150.25
0;5;167.0;NaN
0;5;154.75;153.75
1;5;154.620437956;155.382352941
1;5;155.367768595;153.157676349
0;5;156.493775934;155.265560166
0;5;150.75;152.0
0;5;152.25;152.5
0;5;158.5;158.0
0;5;165.0;163.0
1;5;NaN;NaN
1;5;NaN;NaN
0;5;187.25;182.75
0;5;179.93877551;175.079497908
0;5;154.858870968;154.421052632
0;5;150.49339207;148.055319149
0;5;145.241935484;145.457831325
1;5;154.791878173;153.805194805
1;5;152.966824645;150.413636364
0;5;147.353982301;146.163090129
0;5;147.823529412;146.938596491
0;5;157.113537118;157.627705628
0;5;160.386666667;159.107758621
0;5;157.5;156.25
1;5;163.029535865;161.679487179
1;5;161.513043478;157.151515152
0;5;155.560869565;154.200854701
0;5;149.769911504;150.449152542
0;5;162.868644068;160.225531915
0;6;170.324675325;168.929460581
0;6;161.456521739;159.285714286
1;6;168.647321429;163.873873874
1;6;162.530701754;159.8
0;6;160.52;156.837719298
0;6;152.371179039;153.058558559
0;6;175.3632287;168.044247788
0;6;170.22173913;172.448888889
0;6;167.004310345;166.968325792
1;6;166.544642857;163.182222222
1;6;173.317180617;171.404444444
0;6;156.544303797;151.294372294
0;6;157.253218884;157.587982833
0;6;159.343347639;158.243478261
0;6;163.843478261;160.27510917
0;6;166.0;165.0
1;6;156.5;157.25
1;6;154.995633188;152.965517241
0;6;162.621621622;157.635964912
0;6;153.195652174;152.579646018
0;6;162.986956522;162.653508772
1;6;147.75;154.0
1;6;139.578358209;140.547445255
1;6;158.048507463;161.058823529
1;6;159.676470588;160.688644689
0;6;153.885608856;152.411764706
0;6;156.45620438;159.2
0;6;158.787735849;161.15
0;6;163.103603604;165.495495495
0;6;164.795454545;163.281938326
