Datum;Sat;Temp;Potrosnja
8.2.2006;19;29;19479
8.2.2006;20;27;19107
8.2.2006;21;26;18315
8.2.2006;22;25;17192
8.2.2006;23;24;15541
8.2.2006;24;23;14110
9.2.2006;1;23;13254
9.2.2006;2;21;12839
9.2.2006;3;21;12668
9.2.2006;4;21;12723
9.2.2006;5;20;13087
9.2.2006;6;19;14271
9.2.2006;7;18;16600
9.2.2006;8;17;17914
9.2.2006;9;18;17993
9.2.2006;10;20;17875
9.2.2006;11;23;17799
9.2.2006;12;25;17598
9.2.2006;13;28;17246
9.2.2006;14;30;17045
9.2.2006;15;31;16786
9.2.2006;16;31;16794
9.2.2006;17;31;17274
9.2.2006;18;29;18757
9.2.2006;19;28;19340
9.2.2006;20;27;19070
9.2.2006;21;26;18423
9.2.2006;22;26;17354
9.2.2006;23;25;15740
9.2.2006;24;24;14354
10.2.2006;1;23;13480
10.2.2006;2;21;13078
10.2.2006;3;19;12925
10.2.2006;4;18;12933
10.2.2006;5;17;13290
10.2.2006;6;16;14505
10.2.2006;7;15;16843
10.2.2006;8;15;18022
10.2.2006;9;17;18173
10.2.2006;10;19;18216
10.2.2006;11;21;18242
10.2.2006;12;22;18104
10.2.2006;13;24;17755
10.2.2006;14;26;17511
10.2.2006;15;27;17206
10.2.2006;16;28;17072
10.2.2006;17;27;17405
10.2.2006;18;26;18624
10.2.2006;19;24;18988
10.2.2006;20;23;18508
10.2.2006;21;22;17882
10.2.2006;22;21;17028
10.2.2006;23;21;15787
10.2.2006;24;19;14498
11.2.2006;1;19;13553
11.2.2006;2;20;12956
11.2.2006;3;19;12676
11.2.2006;4;18;12569
11.2.2006;5;19;12704
11.2.2006;6;18;13187
11.2.2006;7;16;14091
11.2.2006;8;17;15060
11.2.2006;9;17;16101
11.2.2006;10;20;16641
11.2.2006;11;23;16681
11.2.2006;12;25;16445
11.2.2006;13;27;16111
11.2.2006;14;28;15700
11.2.2006;15;28;15400
11.2.2006;16;29;15481
11.2.2006;17;29;16068
11.2.2006;18;28;17465
11.2.2006;19;27;17875
11.2.2006;20;27;17462
11.2.2006;21;26;16905
11.2.2006;22;26;16151
11.2.2006;23;25;15071
11.2.2006;24;25;14013
12.2.2006;1;24;13138
12.2.2006;2;23;12592
12.2.2006;3;22;12363
12.2.2006;4;22;12277
12.2.2006;5;22;12348
12.2.2006;6;21;12653
12.2.2006;7;21;13173
12.2.2006;8;20;13799
12.2.2006;9;20;14941
12.2.2006;10;18;16041
12.2.2006;11;18;16848
12.2.2006;12;18;17373
12.2.2006;13;18;17564
12.2.2006;14;18;17415
12.2.2006;15;18;17192
12.2.2006;16;18;17152
12.2.2006;17;18;17576
12.2.2006;18;19;18934
12.2.2006;19;20;19393
12.2.2006;20;20;18810
12.2.2006;21;19;17899
12.2.2006;22;19;16712
12.2.2006;23;18;15298
12.2.2006;24;18;14133
13.2.2006;1;18;13347
13.2.2006;2;17;13002
13.2.2006;3;17;12845
13.2.2006;4;16;12913
13.2.2006;5;14;13347
13.2.2006;6;13;14562
13.2.2006;7;12;16562
13.2.2006;8;11;17733
13.2.2006;9;14;18115
13.2.2006;10;18;18167
13.2.2006;11;21;18150
13.2.2006;12;24;17987
13.2.2006;13;27;17655
13.2.2006;14;29;17414
13.2.2006;15;30;17244
13.2.2006;16;31;17225
13.2.2006;17;31;18045
13.2.2006;18;30;18966
13.2.2006;19;29;19578
13.2.2006;20;28;19190
13.2.2006;21;27;18492
13.2.2006;22;27;17280
13.2.2006;23;26;15630
13.2.2006;24;27;14212
14.2.2006;1;28;13207
14.2.2006;2;28;12736
14.2.2006;3;28;12562
14.2.2006;4;27;12550
14.2.2006;5;27;12918
14.2.2006;6;26;14122
14.2.2006;7;26;16362
14.2.2006;8;25;17353
14.2.2006;9;26;17401
14.2.2006;10;29;17318
14.2.2006;11;31;17247
14.2.2006;12;33;17061
14.2.2006;13;35;16730
14.2.2006;14;36;16558
14.2.2006;15;38;16334
14.2.2006;16;38;16265
14.2.2006;17;38;16644
14.2.2006;18;38;18005
14.2.2006;19;36;18698
14.2.2006;20;34;18293
14.2.2006;21;33;17582
14.2.2006;22;33;16483
14.2.2006;23;33;14911
14.2.2006;24;33;13519
15.2.2006;1;33;12627
15.2.2006;2;33;12166
15.2.2006;3;32;12019
15.2.2006;4;31;12017
15.2.2006;5;32;12371
15.2.2006;6;31;13589
15.2.2006;7;30;15773
15.2.2006;8;30;16827
15.2.2006;9;32;16915
15.2.2006;10;36;16803
15.2.2006;11;40;16723
15.2.2006;12;42;16541
15.2.2006;13;47;16267
15.2.2006;14;50;16118
15.2.2006;15;50;15898
15.2.2006;16;51;15791
15.2.2006;17;51;16161
15.2.2006;18;50;17490
15.2.2006;19;46;18175
15.2.2006;20;44;17831
15.2.2006;21;43;17117
15.2.2006;22;42;15982
15.2.2006;23;41;14395
15.2.2006;24;40;12937
16.2.2006;1;39;12004
16.2.2006;2;38;11550
16.2.2006;3;36;11396
16.2.2006;4;35;11413
16.2.2006;5;34;11796
16.2.2006;6;33;13035
16.2.2006;7;34;15348
16.2.2006;8;32;16503
16.2.2006;9;35;16620
16.2.2006;10;40;16516
16.2.2006;11;43;16477
16.2.2006;12;45;16311
16.2.2006;13;49;16050
16.2.2006;14;49;15907
16.2.2006;15;51;15679
16.2.2006;16;51;15583
16.2.2006;17;51;15889
16.2.2006;18;49;17110
16.2.2006;19;47;17806
16.2.2006;20;44;17446
16.2.2006;21;43;16767
16.2.2006;22;42;15687
16.2.2006;23;41;14114
16.2.2006;24;42;12703
17.2.2006;1;42;11765
17.2.2006;2;42;11309
17.2.2006;3;43;11049
17.2.2006;4;43;11004
17.2.2006;5;46;11273
17.2.2006;6;47;12384
17.2.2006;7;47;14544
17.2.2006;8;48;15740
17.2.2006;9;49;16189
17.2.2006;10;49;16443
17.2.2006;11;50;16640
17.2.2006;12;50;16616
17.2.2006;13;49;16335
17.2.2006;14;46;16081
17.2.2006;15;47;15679
17.2.2006;16;45;15473
17.2.2006;17;42;15747
17.2.2006;18;38;16887
17.2.2006;19;34;17577
17.2.2006;20;31;17244
17.2.2006;21;30;16707
17.2.2006;22;28;15951
17.2.2006;23;27;14809
17.2.2006;24;27;13609
18.2.2006;1;26;12712
18.2.2006;2;25;12232
18.2.2006;3;24;12000
18.2.2006;4;24;11912
18.2.2006;5;23;12019
18.2.2006;6;24;12454
18.2.2006;7;23;13267
18.2.2006;8;23;14231
18.2.2006;9;25;15447
18.2.2006;10;25;16265
18.2.2006;11;25;16557
18.2.2006;12;26;16544
18.2.2006;13;24;16370
18.2.2006;14;23;16078
18.2.2006;15;22;15802
18.2.2006;16;21;15734
18.2.2006;17;19;16171
18.2.2006;18;17;17524
18.2.2006;19;15;18396
18.2.2006;20;14;18093
18.2.2006;21;13;17665
18.2.2006;22;12;16993
18.2.2006;23;11;16004
18.2.2006;24;10;14977
19.2.2006;1;9;14159
19.2.2006;2;9;13655
19.2.2006;3;9;13423
19.2.2006;4;8;13337
19.2.2006;5;8;13375
19.2.2006;6;8;13641
19.2.2006;7;8;14097
19.2.2006;8;8;14728
19.2.2006;9;11;15582
19.2.2006;10;13;16221
19.2.2006;11;16;16454
19.2.2006;12;20;16495
19.2.2006;13;23;16296
19.2.2006;14;24;15913
19.2.2006;15;26;15564
19.2.2006;16;26;15473
19.2.2006;17;26;15892
19.2.2006;18;25;17179
19.2.2006;19;23;18023
19.2.2006;20;22;17790
19.2.2006;21;20;17210
19.2.2006;22;20;16334
19.2.2006;23;20;15236
19.2.2006;24;19;14186
20.2.2006;1;18;13429
20.2.2006;2;17;13052
20.2.2006;3;16;12924
20.2.2006;4;16;12942
20.2.2006;5;16;13204
20.2.2006;6;16;14009
20.2.2006;7;15;15257
20.2.2006;8;15;16228
20.2.2006;9;18;16973
20.2.2006;10;21;17412
20.2.2006;11;25;17549
20.2.2006;12;27;17431
20.2.2006;13;29;17050
20.2.2006;14;30;16681
20.2.2006;15;31;16351
20.2.2006;16;32;16240
20.2.2006;17;32;16669
20.2.2006;18;31;17969
20.2.2006;19;29;18769
20.2.2006;20;28;18373
20.2.2006;21;26;17698
20.2.2006;22;25;16653
20.2.2006;23;25;15268
20.2.2006;24;24;14035
21.2.2006;1;23;13199
21.2.2006;2;22;12776
21.2.2006;3;22;12635
21.2.2006;4;21;12681
21.2.2006;5;21;13038
21.2.2006;6;20;14152
21.2.2006;7;20;15897
21.2.2006;8;21;17117
21.2.2006;9;23;17643
21.2.2006;10;27;17760
21.2.2006;11;31;17720
21.2.2006;12;34;17568
21.2.2006;13;36;17309
21.2.2006;14;37;17117
21.2.2006;15;38;16825
21.2.2006;16;37;16678
21.2.2006;17;36;17047
21.2.2006;18;35;18153
21.2.2006;19;33;18896
21.2.2006;20;32;18494
21.2.2006;21;31;17763
21.2.2006;22;31;16712
21.2.2006;23;30;15298
21.2.2006;24;29;13993
22.2.2006;1;28;13045
22.2.2006;2;27;12515
22.2.2006;3;25;12286
22.2.2006;4;25;12342
22.2.2006;5;24;12739
22.2.2006;6;24;13838
22.2.2006;7;23;15585
22.2.2006;8;22;16698
22.2.2006;9;26;17100
22.2.2006;10;30;17145
22.2.2006;11;33;17110
22.2.2006;12;35;16974
22.2.2006;13;37;16697
22.2.2006;14;38;16445
22.2.2006;15;39;16155
22.2.2006;16;39;16022
22.2.2006;17;39;16350
22.2.2006;18;37;17527
22.2.2006;19;35;18259
22.2.2006;20;34;17885
22.2.2006;21;33;17177
22.2.2006;22;32;16164
22.2.2006;23;31;14755
22.2.2006;24;31;13379
23.2.2006;1;30;12551
23.2.2006;2;30;12200
23.2.2006;3;30;12008
23.2.2006;4;30;11976
23.2.2006;5;29;12282
23.2.2006;6;30;13352
23.2.2006;7;30;15084
23.2.2006;8;30;16348
23.2.2006;9;32;16964
23.2.2006;10;35;17181
23.2.2006;11;36;17301
23.2.2006;12;37;17243
23.2.2006;13;38;17086
23.2.2006;14;38;16970
23.2.2006;15;38;16848
23.2.2006;16;37;16810
23.2.2006;17;37;17128
23.2.2006;18;35;17996
23.2.2006;19;35;18442
23.2.2006;20;34;18043
23.2.2006;21;34;17296
23.2.2006;22;33;16283
23.2.2006;23;32;14912
23.2.2006;24;32;13626
24.2.2006;1;31;12710
24.2.2006;2;30;12187
24.2.2006;3;31;11917
24.2.2006;4;31;11884
24.2.2006;5;31;12188
24.2.2006;6;31;13244
24.2.2006;7;31;14940
24.2.2006;8;30;16195
24.2.2006;9;30;16851
24.2.2006;10;31;17135
24.2.2006;11;32;17291
24.2.2006;12;33;17336
24.2.2006;13;34;17135
24.2.2006;14;34;17014
24.2.2006;15;34;16779
24.2.2006;16;33;16583
24.2.2006;17;32;16842
24.2.2006;18;31;17790
24.2.2006;19;28;18568
24.2.2006;20;27;18189
24.2.2006;21;25;17602
24.2.2006;22;25;16761
24.2.2006;23;23;15568
24.2.2006;24;22;14347
25.2.2006;1;22;13444
25.2.2006;2;21;12930
25.2.2006;3;20;12701
25.2.2006;4;19;12661
25.2.2006;5;19;12796
25.2.2006;6;17;13255
25.2.2006;7;17;13966
25.2.2006;8;19;14863
25.2.2006;9;20;15900
25.2.2006;10;22;16564
25.2.2006;11;23;16938
25.2.2006;12;24;17009
25.2.2006;13;24;16848
25.2.2006;14;25;16566
25.2.2006;15;25;16266
25.2.2006;16;26;16148
25.2.2006;17;27;16339
25.2.2006;18;27;17280
25.2.2006;19;26;17878
25.2.2006;20;25;17439
25.2.2006;21;25;16811
25.2.2006;22;24;16045
25.2.2006;23;25;14958
25.2.2006;24;23;13989
26.2.2006;1;20;13226
26.2.2006;2;18;12799
26.2.2006;3;17;12598
26.2.2006;4;16;12588
26.2.2006;5;15;12687
26.2.2006;6;13;13032
26.2.2006;7;12;13457
26.2.2006;8;12;14136
26.2.2006;9;13;14998
26.2.2006;10;15;15621
26.2.2006;11;17;15994
26.2.2006;12;20;16156
26.2.2006;13;20;16115
26.2.2006;14;21;15905
26.2.2006;15;21;15760
26.2.2006;16;19;15850
26.2.2006;17;19;16408
26.2.2006;18;17;17757
26.2.2006;19;16;18938
26.2.2006;20;15;18731
26.2.2006;21;14;18166
26.2.2006;22;13;17094
26.2.2006;23;13;15759
26.2.2006;24;12;14601
27.2.2006;1;11;13849
27.2.2006;2;11;13555
27.2.2006;3;10;13475
27.2.2006;4;9;13561
27.2.2006;5;8;13975
27.2.2006;6;7;15286
27.2.2006;7;7;17381
27.2.2006;8;6;18627
27.2.2006;9;7;18964
27.2.2006;10;10;19061
27.2.2006;11;12;18935
27.2.2006;12;15;18745
27.2.2006;13;17;18514
27.2.2006;14;19;18410
27.2.2006;15;20;18115
27.2.2006;16;21;18011
27.2.2006;17;22;18280
27.2.2006;18;21;19485
27.2.2006;19;20;20469
27.2.2006;20;19;20238
27.2.2006;21;18;19411
27.2.2006;22;18;18149
27.2.2006;23;16;16540
27.2.2006;24;15;15160
28.2.2006;1;14;14283
28.2.2006;2;14;13904
28.2.2006;3;13;13756
28.2.2006;4;12;13790
28.2.2006;5;13;14138
28.2.2006;6;13;15296
28.2.2006;7;13;17300
28.2.2006;8;13;18378
28.2.2006;9;17;18486
28.2.2006;10;19;18460
28.2.2006;11;20;18430
28.2.2006;12;23;18301
28.2.2006;13;24;17993
28.2.2006;14;25;17816
28.2.2006;15;26;17558
28.2.2006;16;26;17498
28.2.2006;17;26;17786
28.2.2006;18;26;18943
28.2.2006;19;24;19997
28.2.2006;20;23;19690
28.2.2006;21;22;18951
28.2.2006;22;22;17789
28.2.2006;23;20;16115
28.2.2006;24;20;14710
1.3.2006;1;20;13766
1.3.2006;2;20;13296
1.3.2006;3;19;13135
1.3.2006;4;19;13167
1.3.2006;5;17;13576
1.3.2006;6;16;14808
1.3.2006;7;15;16816
1.3.2006;8;15;17935
1.3.2006;9;17;18067
1.3.2006;10;20;18045
1.3.2006;11;21;18016
1.3.2006;12;23;17860
1.3.2006;13;26;17543
1.3.2006;14;28;17314
1.3.2006;15;29;17030
1.3.2006;16;31;16877
1.3.2006;17;31;17163
1.3.2006;18;31;18162
1.3.2006;19;29;19231
1.3.2006;20;28;18975
1.3.2006;21;27;18320
1.3.2006;22;27;17196
1.3.2006;23;26;15614
1.3.2006;24;26;14209
2.3.2006;1;25;13334
2.3.2006;2;24;12903
2.3.2006;3;22;12719
2.3.2006;4;21;12763
2.3.2006;5;21;13079
2.3.2006;6;21;14396
2.3.2006;7;20;16393
2.3.2006;8;20;17550
2.3.2006;9;24;17898
2.3.2006;10;26;18034
2.3.2006;11;28;18137
2.3.2006;12;28;18103
2.3.2006;13;29;17957
2.3.2006;14;29;17890
2.3.2006;15;30;17790
2.3.2006;16;29;17862
2.3.2006;17;29;18267
2.3.2006;18;29;19043
2.3.2006;19;29;19598
2.3.2006;20;28;19164
2.3.2006;21;29;18261
2.3.2006;22;28;17042
2.3.2006;23;28;15454
2.3.2006;24;27;14107
3.3.2006;1;27;13285
3.3.2006;2;25;12837
3.3.2006;3;23;12720
3.3.2006;4;22;12821
3.3.2006;5;20;13194
3.3.2006;6;18;14406
3.3.2006;7;17;16288
3.3.2006;8;17;17476
3.3.2006;9;19;17836
3.3.2006;10;20;17913
3.3.2006;11;21;17933
3.3.2006;12;22;17795
3.3.2006;13;24;17515
3.3.2006;14;25;17357
3.3.2006;15;25;17153
3.3.2006;16;25;17031
3.3.2006;17;25;17320
3.3.2006;18;23;18188
3.3.2006;19;21;19204
3.3.2006;20;21;18850
3.3.2006;21;20;18271
3.3.2006;22;19;17407
3.3.2006;23;18;16112
3.3.2006;24;18;14861
4.3.2006;1;19;13888
4.3.2006;2;19;13371
4.3.2006;3;20;13101
4.3.2006;4;21;12995
4.3.2006;5;21;13073
4.3.2006;6;21;13515
4.3.2006;7;21;14097
4.3.2006;8;22;15048
4.3.2006;9;24;15968
4.3.2006;10;27;16449
4.3.2006;11;29;16518
4.3.2006;12;32;16332
4.3.2006;13;34;15917
4.3.2006;14;35;15524
4.3.2006;15;35;15206
4.3.2006;16;35;15078
4.3.2006;17;35;15302
4.3.2006;18;33;16238
4.3.2006;19;32;17325
4.3.2006;20;30;17010
4.3.2006;21;30;16487
4.3.2006;22;29;15785
4.3.2006;23;29;14680
4.3.2006;24;28;13617
5.3.2006;1;27;12778
5.3.2006;2;27;12305
5.3.2006;3;26;12085
5.3.2006;4;27;11969
5.3.2006;5;26;12045
5.3.2006;6;25;12358
5.3.2006;7;25;12744
5.3.2006;8;25;13378
5.3.2006;9;29;14256
5.3.2006;10;31;14802
5.3.2006;11;33;15033
5.3.2006;12;35;15109
5.3.2006;13;39;14911
5.3.2006;14;40;14616
5.3.2006;15;41;14339
5.3.2006;16;42;14268
5.3.2006;17;42;14640
5.3.2006;18;40;15743
5.3.2006;19;37;17223
5.3.2006;20;35;17063
5.3.2006;21;34;16390
5.3.2006;22;32;15380
5.3.2006;23;31;14088
5.3.2006;24;30;13026
6.3.2006;1;28;12289
6.3.2006;2;28;11939
6.3.2006;3;27;11869
6.3.2006;4;26;11956
6.3.2006;5;25;12386
6.3.2006;6;24;13650
6.3.2006;7;23;15700
6.3.2006;8;24;16888
6.3.2006;9;28;17125
6.3.2006;10;30;17126
6.3.2006;11;32;17141
6.3.2006;12;34;16987
6.3.2006;13;35;16742
6.3.2006;14;37;16534
6.3.2006;15;38;16247
6.3.2006;16;39;16111
6.3.2006;17;38;16407
6.3.2006;18;37;17470
6.3.2006;19;34;18694
6.3.2006;20;33;18443
6.3.2006;21;31;17687
6.3.2006;22;30;16431
6.3.2006;23;29;14888
6.3.2006;24;27;13586
7.3.2006;1;27;12736
7.3.2006;2;26;12324
7.3.2006;3;26;12195
7.3.2006;4;25;12219
7.3.2006;5;24;12595
7.3.2006;6;24;13879
7.3.2006;7;23;15920
7.3.2006;8;24;17056
7.3.2006;9;28;17154
7.3.2006;10;31;17088
7.3.2006;11;34;17029
7.3.2006;12;36;16812
7.3.2006;13;38;16533
7.3.2006;14;39;16360
7.3.2006;15;40;16144
7.3.2006;16;40;16062
7.3.2006;17;40;16308
7.3.2006;18;39;17192
7.3.2006;19;36;18443
7.3.2006;20;34;18279
7.3.2006;21;33;17571
7.3.2006;22;32;16422
7.3.2006;23;31;14831
7.3.2006;24;30;13500
8.3.2006;1;29;12680
8.3.2006;2;27;12040
8.3.2006;3;27;11910
8.3.2006;4;25;12200
8.3.2006;5;25;12599
8.3.2006;6;24;13884
8.3.2006;7;24;15904
8.3.2006;8;24;16968
8.3.2006;9;28;17072
8.3.2006;10;31;16997
8.3.2006;11;34;16911
8.3.2006;12;36;16729
8.3.2006;13;38;16411
8.3.2006;14;40;16253
8.3.2006;15;41;15987
8.3.2006;16;42;15855
8.3.2006;17;42;16084
8.3.2006;18;40;17012
8.3.2006;19;38;18221
8.3.2006;20;37;18017
8.3.2006;21;36;17279
8.3.2006;22;36;16109
8.3.2006;23;36;14465
8.3.2006;24;35;13065
9.3.2006;1;34;12180
9.3.2006;2;33;11728
9.3.2006;3;34;11540
9.3.2006;4;34;11529
9.3.2006;5;34;11835
9.3.2006;6;34;13069
9.3.2006;7;35;15102
9.3.2006;8;35;16421
9.3.2006;9;37;16770
9.3.2006;10;39;16897
9.3.2006;11;40;17084
9.3.2006;12;40;17049
9.3.2006;13;40;16919
9.3.2006;14;40;16854
9.3.2006;15;40;16632
9.3.2006;16;41;16698
9.3.2006;17;40;17036
9.3.2006;18;40;17839
9.3.2006;19;40;18431
9.3.2006;20;40;18030
9.3.2006;21;40;17188
9.3.2006;22;40;15999
9.3.2006;23;40;14361
9.3.2006;24;40;12919
10.3.2006;1;40;12030
10.3.2006;2;40;11502
10.3.2006;3;39;11313
10.3.2006;4;39;11257
10.3.2006;5;41;11521
10.3.2006;6;42;12630
10.3.2006;7;42;14632
10.3.2006;8;45;15975
10.3.2006;9;48;16366
10.3.2006;10;49;16578
10.3.2006;11;51;16660
10.3.2006;12;54;16484
10.3.2006;13;56;16178
10.3.2006;14;60;16011
10.3.2006;15;61;15770
10.3.2006;16;61;15575
10.3.2006;17;60;15629
10.3.2006;18;61;16050
10.3.2006;19;59;16784
10.3.2006;20;57;16376
10.3.2006;21;57;15677
10.3.2006;22;58;14770
10.3.2006;23;55;13495
10.3.2006;24;53;12227
11.3.2006;1;49;11283
11.3.2006;2;48;10757
11.3.2006;3;46;10481
11.3.2006;4;44;10394
11.3.2006;5;43;10495
11.3.2006;6;42;10970
11.3.2006;7;42;11592
11.3.2006;8;42;12738
11.3.2006;9;44;13836
11.3.2006;10;46;14414
11.3.2006;11;49;14597
11.3.2006;12;50;14434
11.3.2006;13;53;14047
11.3.2006;14;54;13673
11.3.2006;15;55;13364
11.3.2006;16;56;13250
11.3.2006;17;56;13410
11.3.2006;18;54;14161
11.3.2006;19;51;15354
11.3.2006;20;48;15140
11.3.2006;21;47;14627
11.3.2006;22;44;13912
11.3.2006;23;42;12918
11.3.2006;24;39;11948
12.3.2006;1;38;11139
12.3.2006;2;38;10697
12.3.2006;3;37;10476
12.3.2006;4;35;10394
12.3.2006;5;34;10458
12.3.2006;6;36;10720
12.3.2006;7;35;11023
12.3.2006;8;38;11841
12.3.2006;9;41;12909
12.3.2006;10;45;13633
12.3.2006;11;49;14071
12.3.2006;12;52;14359
12.3.2006;13;51;14445
12.3.2006;14;50;14359
12.3.2006;15;49;14349
12.3.2006;16;48;14437
12.3.2006;17;47;14878
12.3.2006;18;47;15527
12.3.2006;19;47;16265
12.3.2006;20;45;15982
12.3.2006;21;46;15305
12.3.2006;22;44;14143
12.3.2006;23;45;12872
12.3.2006;24;44;11738
13.3.2006;1;43;10992
13.3.2006;2;43;10570
13.3.2006;3;43;10384
13.3.2006;4;44;10389
13.3.2006;5;42;10778
13.3.2006;6;42;12026
13.3.2006;7;41;14018
13.3.2006;8;41;15407
13.3.2006;9;44;15926
13.3.2006;10;46;16217
13.3.2006;11;47;16408
13.3.2006;12;49;16410
13.3.2006;13;49;16294
13.3.2006;14;49;16244
13.3.2006;15;50;16042
13.3.2006;16;52;15986
13.3.2006;17;51;16229
13.3.2006;18;51;16948
13.3.2006;19;50;17710
13.3.2006;20;52;17321
13.3.2006;21;49;16423
13.3.2006;22;49;15074
13.3.2006;23;48;13519
13.3.2006;24;48;12099
14.3.2006;1;47;11256
14.3.2006;2;46;10755
14.3.2006;3;47;10519
14.3.2006;4;47;10515
14.3.2006;5;48;10849
14.3.2006;6;47;12017
14.3.2006;7;47;14010
14.3.2006;8;47;15530
14.3.2006;9;48;15985
14.3.2006;10;50;16126
14.3.2006;11;52;16287
14.3.2006;12;52;16260
14.3.2006;13;52;16015
14.3.2006;14;54;15878
14.3.2006;15;54;15565
14.3.2006;16;53;15416
14.3.2006;17;51;15589
14.3.2006;18;49;16272
14.3.2006;19;46;17416
14.3.2006;20;43;17325
14.3.2006;21;40;16608
14.3.2006;22;38;15512
14.3.2006;23;37;14026
14.3.2006;24;36;12663
15.3.2006;1;35;11817
15.3.2006;2;35;11392
15.3.2006;3;34;11223
15.3.2006;4;34;11227
15.3.2006;5;34;11588
15.3.2006;6;33;12821
15.3.2006;7;33;14715
15.3.2006;8;34;16000
15.3.2006;9;34;16378
15.3.2006;10;36;16542
15.3.2006;11;38;16676
15.3.2006;12;37;16658
15.3.2006;13;38;16510
15.3.2006;14;38;16442
15.3.2006;15;38;16298
15.3.2006;16;38;16263
15.3.2006;17;37;16640
15.3.2006;18;34;17465
15.3.2006;19;34;18530
15.3.2006;20;33;18322
15.3.2006;21;32;17620
15.3.2006;22;32;16382
15.3.2006;23;31;14758
15.3.2006;24;31;13326
16.3.2006;1;30;12443
16.3.2006;2;30;12033
16.3.2006;3;30;11843
16.3.2006;4;30;11826
16.3.2006;5;30;12159
16.3.2006;6;30;13316
16.3.2006;7;29;15220
16.3.2006;8;30;16404
16.3.2006;9;32;16685
16.3.2006;10;33;16736
16.3.2006;11;35;16750
16.3.2006;12;37;16635
16.3.2006;13;38;16361
16.3.2006;14;39;16217
16.3.2006;15;41;16014
16.3.2006;16;40;15930
16.3.2006;17;39;16187
16.3.2006;18;38;16790
16.3.2006;19;36;17976
16.3.2006;20;35;17906
16.3.2006;21;33;17318
16.3.2006;22;32;16253
16.3.2006;23;32;14687
16.3.2006;24;31;13319
17.3.2006;1;29;12456
17.3.2006;2;28;12026
17.3.2006;3;27;11841
17.3.2006;4;26;11868
17.3.2006;5;26;12249
17.3.2006;6;25;13368
17.3.2006;7;24;15230
17.3.2006;8;26;16428
17.3.2006;9;28;16810
17.3.2006;10;30;16916
17.3.2006;11;32;16929
17.3.2006;12;34;16722
17.3.2006;13;35;16398
17.3.2006;14;37;16219
17.3.2006;15;38;15914
17.3.2006;16;38;15698
17.3.2006;17;37;15780
17.3.2006;18;35;16230
17.3.2006;19;33;17359
17.3.2006;20;31;17263
17.3.2006;21;29;16737
17.3.2006;22;27;15983
17.3.2006;23;26;14868
17.3.2006;24;24;13661
18.3.2006;1;24;12763
18.3.2006;2;23;12238
18.3.2006;3;22;12046
18.3.2006;4;22;11975
18.3.2006;5;21;12075
18.3.2006;6;21;12534
18.3.2006;7;20;13143
18.3.2006;8;22;14162
18.3.2006;9;24;15126
18.3.2006;10;27;15704
18.3.2006;11;29;15839
18.3.2006;12;31;15666
18.3.2006;13;33;15287
18.3.2006;14;34;14868
18.3.2006;15;35;14537
18.3.2006;16;36;14460
18.3.2006;17;35;14661
18.3.2006;18;33;15336
18.3.2006;19;32;16492
18.3.2006;20;30;16433
18.3.2006;21;29;15956
18.3.2006;22;28;15225
18.3.2006;23;28;14202
18.3.2006;24;27;13166
19.3.2006;1;27;12364
19.3.2006;2;26;11867
19.3.2006;3;25;11659
19.3.2006;4;24;11582
19.3.2006;5;23;11651
19.3.2006;6;23;11894
19.3.2006;7;22;12243
19.3.2006;8;24;13056
19.3.2006;9;25;13992
19.3.2006;10;27;14639
19.3.2006;11;29;14939
19.3.2006;12;31;15059
19.3.2006;13;32;15031
19.3.2006;14;32;14876
19.3.2006;15;33;14708
19.3.2006;16;32;14709
19.3.2006;17;32;15027
19.3.2006;18;31;15818
19.3.2006;19;29;17092
19.3.2006;20;29;17065
19.3.2006;21;28;16496
19.3.2006;22;28;15332
19.3.2006;23;27;14062
19.3.2006;24;26;12913
20.3.2006;1;25;12202
20.3.2006;2;25;11871
20.3.2006;3;23;11794
20.3.2006;4;23;11836
20.3.2006;5;22;12310
20.3.2006;6;22;13541
20.3.2006;7;22;15514
20.3.2006;8;23;16817
20.3.2006;9;24;17254
20.3.2006;10;26;17354
20.3.2006;11;28;17459
20.3.2006;12;30;17361
20.3.2006;13;31;17151
20.3.2006;14;32;16931
20.3.2006;15;33;16613
20.3.2006;16;33;16494
20.3.2006;17;33;16729
20.3.2006;18;32;17458
20.3.2006;19;29;18824
20.3.2006;20;28;18793
20.3.2006;21;27;18058
20.3.2006;22;26;16843
20.3.2006;23;25;15168
20.3.2006;24;24;13770
21.3.2006;1;23;12961
21.3.2006;2;23;12541
21.3.2006;3;22;12373
21.3.2006;4;21;12410
21.3.2006;5;21;12777
21.3.2006;6;20;14000
21.3.2006;7;21;15892
21.3.2006;8;23;17027
21.3.2006;9;26;17212
21.3.2006;10;30;17144
21.3.2006;11;33;17126
21.3.2006;12;35;16921
21.3.2006;13;39;16510
21.3.2006;14;40;16281
21.3.2006;15;43;15999
21.3.2006;16;43;15908
21.3.2006;17;43;16148
21.3.2006;18;42;16865
21.3.2006;19;40;18020
21.3.2006;20;38;17921
21.3.2006;21;37;17212
21.3.2006;22;36;16013
21.3.2006;23;35;14410
21.3.2006;24;34;12987
22.3.2006;1;33;12124
22.3.2006;2;31;11783
22.3.2006;3;30;11658
22.3.2006;4;30;11669
22.3.2006;5;29;12042
22.3.2006;6;29;13201
22.3.2006;7;29;15152
22.3.2006;8;30;16484
