Datum;Sat;Temp;Potrosnja
30.5.2005;20;63;14023
30.5.2005;21;60;14542
30.5.2005;22;58;14060
30.5.2005;23;58;12522
30.5.2005;24;56;11174
31.5.2005;1;56;10259
31.5.2005;2;55;9804
31.5.2005;3;54;9594
31.5.2005;4;54;9561
31.5.2005;5;53;9828
31.5.2005;6;52;10725
31.5.2005;7;52;12795
31.5.2005;8;53;14698
31.5.2005;9;55;15517
31.5.2005;10;56;16003
31.5.2005;11;57;16313
31.5.2005;12;58;16487
31.5.2005;13;59;16465
31.5.2005;14;61;16440
31.5.2005;15;62;16349
31.5.2005;16;60;16187
31.5.2005;17;60;16162
31.5.2005;18;61;16053
31.5.2005;19;60;15807
31.5.2005;20;59;15753
31.5.2005;21;57;16078
31.5.2005;22;57;15386
31.5.2005;23;56;13603
31.5.2005;24;55;11909
1.6.2005;1;54;10934
1.6.2005;2;53;10383
1.6.2005;3;53;10132
1.6.2005;4;52;10043
1.6.2005;5;52;10262
1.6.2005;6;52;11145
1.6.2005;7;52;13188
1.6.2005;8;54;14954
1.6.2005;9;55;15624
1.6.2005;10;56;15955
1.6.2005;11;58;16208
1.6.2005;12;60;16277
1.6.2005;13;61;16273
1.6.2005;14;63;16395
1.6.2005;15;64;16318
1.6.2005;16;65;16244
1.6.2005;17;65;16185
1.6.2005;18;66;15944
1.6.2005;19;65;15597
1.6.2005;20;63;15506
1.6.2005;21;61;16014
1.6.2005;22;59;15584
1.6.2005;23;57;13795
1.6.2005;24;55;12144
2.6.2005;1;54;11016
2.6.2005;2;53;10457
2.6.2005;3;52;10151
2.6.2005;4;53;10068
2.6.2005;5;52;10286
2.6.2005;6;51;11142
2.6.2005;7;52;13216
2.6.2005;8;53;15071
2.6.2005;9;54;15695
2.6.2005;10;56;16033
2.6.2005;11;58;16348
2.6.2005;12;62;16530
2.6.2005;13;65;16619
2.6.2005;14;66;16768
2.6.2005;15;68;16688
2.6.2005;16;70;16654
2.6.2005;17;71;16590
2.6.2005;18;71;16345
2.6.2005;19;71;16015
2.6.2005;20;70;15782
2.6.2005;21;66;16243
2.6.2005;22;62;15852
2.6.2005;23;60;14121
2.6.2005;24;58;12218
3.6.2005;1;56;11155
3.6.2005;2;55;10572
3.6.2005;3;54;10250
3.6.2005;4;53;10127
3.6.2005;5;53;10306
3.6.2005;6;53;11125
3.6.2005;7;53;13090
3.6.2005;8;55;14907
3.6.2005;9;57;15766
3.6.2005;10;61;16259
3.6.2005;11;65;16655
3.6.2005;12;68;16916
3.6.2005;13;71;16964
3.6.2005;14;73;17126
3.6.2005;15;75;17014
3.6.2005;16;75;16839
3.6.2005;17;74;16577
3.6.2005;18;73;16148
3.6.2005;19;71;15721
3.6.2005;20;69;15536
3.6.2005;21;67;15891
3.6.2005;22;65;15497
3.6.2005;23;64;14142
3.6.2005;24;64;12534
4.6.2005;1;62;11384
4.6.2005;2;62;10754
4.6.2005;3;61;10408
4.6.2005;4;60;10227
4.6.2005;5;60;10190
4.6.2005;6;59;10289
4.6.2005;7;59;11032
4.6.2005;8;62;12371
4.6.2005;9;65;13790
4.6.2005;10;68;14770
4.6.2005;11;71;15269
4.6.2005;12;73;15548
4.6.2005;13;75;15617
4.6.2005;14;77;15536
4.6.2005;15;79;15512
4.6.2005;16;80;15584
4.6.2005;17;81;15742
4.6.2005;18;80;15819
4.6.2005;19;79;15688
4.6.2005;20;77;15512
4.6.2005;21;73;15840
4.6.2005;22;72;15715
4.6.2005;23;70;14469
4.6.2005;24;69;13063
5.6.2005;1;67;11908
5.6.2005;2;66;11171
5.6.2005;3;65;10722
5.6.2005;4;65;10451
5.6.2005;5;63;10332
5.6.2005;6;62;10183
5.6.2005;7;64;10650
5.6.2005;8;68;11836
5.6.2005;9;72;13323
5.6.2005;10;77;14600
5.6.2005;11;78;15575
5.6.2005;12;81;16247
5.6.2005;13;82;16666
5.6.2005;14;82;16776
5.6.2005;15;82;16831
5.6.2005;16;82;16939
5.6.2005;17;83;17184
5.6.2005;18;83;17367
5.6.2005;19;81;17381
5.6.2005;20;79;17333
5.6.2005;21;75;17723
5.6.2005;22;72;17285
5.6.2005;23;69;15389
5.6.2005;24;68;13567
6.6.2005;1;66;12387
6.6.2005;2;64;11763
6.6.2005;3;62;11360
6.6.2005;4;60;11129
6.6.2005;5;60;11288
6.6.2005;6;59;12037
6.6.2005;7;58;13935
6.6.2005;8;58;15801
6.6.2005;9;59;16703
6.6.2005;10;59;17231
6.6.2005;11;61;17810
6.6.2005;12;63;18009
6.6.2005;13;65;18228
6.6.2005;14;67;18435
6.6.2005;15;68;18535
6.6.2005;16;70;18613
6.6.2005;17;70;18597
6.6.2005;18;69;18324
6.6.2005;19;68;18003
6.6.2005;20;66;17705
6.6.2005;21;65;17744
6.6.2005;22;64;16915
6.6.2005;23;63;15026
6.6.2005;24;64;13326
7.6.2005;1;65;12264
7.6.2005;2;65;11673
7.6.2005;3;65;11362
7.6.2005;4;66;11226
7.6.2005;5;65;11447
7.6.2005;6;63;12299
7.6.2005;7;64;14366
7.6.2005;8;67;16433
7.6.2005;9;67;17521
7.6.2005;10;72;18429
7.6.2005;11;76;19255
7.6.2005;12;79;19874
7.6.2005;13;81;20194
7.6.2005;14;83;20573
7.6.2005;15;86;20776
7.6.2005;16;86;20989
7.6.2005;17;86;21088
7.6.2005;18;85;20913
7.6.2005;19;85;20364
7.6.2005;20;84;19869
7.6.2005;21;81;19857
7.6.2005;22;76;19232
7.6.2005;23;75;17002
7.6.2005;24;72;14862
8.6.2005;1;70;13420
8.6.2005;2;69;12570
8.6.2005;3;68;12062
8.6.2005;4;66;11837
8.6.2005;5;65;11911
8.6.2005;6;65;12611
8.6.2005;7;64;14686
8.6.2005;8;69;16819
8.6.2005;9;73;18031
8.6.2005;10;75;18900
8.6.2005;11;77;19655
8.6.2005;12;79;20220
8.6.2005;13;81;20652
8.6.2005;14;82;21185
8.6.2005;15;84;21626
8.6.2005;16;85;22021
8.6.2005;17;84;22202
8.6.2005;18;83;21972
8.6.2005;19;83;21350
8.6.2005;20;82;20819
8.6.2005;21;79;20771
8.6.2005;22;75;19882
8.6.2005;23;72;17676
8.6.2005;24;71;15491
9.6.2005;1;71;14092
9.6.2005;2;68;13237
9.6.2005;3;67;12736
9.6.2005;4;67;12536
9.6.2005;5;67;12665
9.6.2005;6;66;13371
9.6.2005;7;66;15532
9.6.2005;8;67;17705
9.6.2005;9;69;18833
9.6.2005;10;70;19790
9.6.2005;11;72;20651
9.6.2005;12;75;21171
9.6.2005;13;76;21382
9.6.2005;14;77;21708
9.6.2005;15;79;21925
9.6.2005;16;80;22142
9.6.2005;17;80;22202
9.6.2005;18;80;21888
9.6.2005;19;79;21253
9.6.2005;20;77;20567
9.6.2005;21;74;20511
9.6.2005;22;72;19841
9.6.2005;23;71;17723
9.6.2005;24;69;15465
10.6.2005;1;68;14075
10.6.2005;2;68;13312
10.6.2005;3;67;12857
10.6.2005;4;68;12688
10.6.2005;5;69;12896
10.6.2005;6;68;13714
10.6.2005;7;69;15775
10.6.2005;8;70;17824
10.6.2005;9;71;18895
10.6.2005;10;73;19672
10.6.2005;11;75;20291
10.6.2005;12;77;20721
10.6.2005;13;78;21013
10.6.2005;14;79;21378
10.6.2005;15;81;21597
10.6.2005;16;81;21799
10.6.2005;17;82;21797
10.6.2005;18;81;21232
10.6.2005;19;79;20484
10.6.2005;20;77;19836
10.6.2005;21;75;19752
10.6.2005;22;74;19260
10.6.2005;23;73;17600
10.6.2005;24;71;15675
11.6.2005;1;71;14189
11.6.2005;2;71;13404
11.6.2005;3;70;12878
11.6.2005;4;69;12552
11.6.2005;5;70;12468
11.6.2005;6;69;12578
11.6.2005;7;70;13386
11.6.2005;8;70;14920
11.6.2005;9;73;16710
11.6.2005;10;75;18268
11.6.2005;11;79;19488
11.6.2005;12;81;20277
11.6.2005;13;83;20789
11.6.2005;14;85;21014
11.6.2005;15;85;21059
11.6.2005;16;84;20945
11.6.2005;17;82;20816
11.6.2005;18;82;20649
11.6.2005;19;83;20191
11.6.2005;20;80;19690
11.6.2005;21;77;19741
11.6.2005;22;75;19439
11.6.2005;23;74;17975
11.6.2005;24;73;16168
12.6.2005;1;72;14838
12.6.2005;2;71;13864
12.6.2005;3;70;13269
12.6.2005;4;70;12910
12.6.2005;5;70;12707
12.6.2005;6;69;12531
12.6.2005;7;70;13016
12.6.2005;8;72;14184
12.6.2005;9;73;15864
12.6.2005;10;75;17488
12.6.2005;11;78;18860
12.6.2005;12;81;19788
12.6.2005;13;82;20374
12.6.2005;14;84;20603
12.6.2005;15;85;20713
12.6.2005;16;86;20840
12.6.2005;17;84;20866
12.6.2005;18;80;20752
12.6.2005;19;79;20529
12.6.2005;20;78;20407
12.6.2005;21;78;20663
12.6.2005;22;77;20026
12.6.2005;23;76;18189
12.6.2005;24;76;16189
13.6.2005;1;75;14983
13.6.2005;2;75;14296
13.6.2005;3;74;13899
13.6.2005;4;73;13732
13.6.2005;5;73;13915
13.6.2005;6;73;14765
13.6.2005;7;73;16997
13.6.2005;8;74;19273
13.6.2005;9;76;20692
13.6.2005;10;78;21754
13.6.2005;11;80;22754
13.6.2005;12;83;23594
13.6.2005;13;85;24128
13.6.2005;14;86;24590
13.6.2005;15;87;24905
13.6.2005;16;88;25143
13.6.2005;17;88;25231
13.6.2005;18;87;24817
13.6.2005;19;85;24384
13.6.2005;20;85;23830
13.6.2005;21;83;23731
13.6.2005;22;81;22874
13.6.2005;23;79;20427
13.6.2005;24;78;18029
14.6.2005;1;77;16517
14.6.2005;2;76;15659
14.6.2005;3;76;15142
14.6.2005;4;75;14840
14.6.2005;5;73;14870
14.6.2005;6;72;15578
14.6.2005;7;72;17711
14.6.2005;8;73;19857
14.6.2005;9;76;21097
14.6.2005;10;75;21951
14.6.2005;11;77;22589
14.6.2005;12;78;22910
14.6.2005;13;77;22837
14.6.2005;14;75;22777
14.6.2005;15;76;22313
14.6.2005;16;75;21881
14.6.2005;17;73;21572
14.6.2005;18;70;21041
14.6.2005;19;68;20371
14.6.2005;20;67;19748
14.6.2005;21;66;19539
14.6.2005;22;64;18679
14.6.2005;23;63;16633
14.6.2005;24;63;14593
15.6.2005;1;62;13261
15.6.2005;2;58;12498
15.6.2005;3;57;12040
15.6.2005;4;56;11814
15.6.2005;5;55;11913
15.6.2005;6;54;12571
15.6.2005;7;54;14321
15.6.2005;8;54;15941
15.6.2005;9;54;16589
15.6.2005;10;53;16959
15.6.2005;11;54;17195
15.6.2005;12;54;17220
15.6.2005;13;54;17049
15.6.2005;14;54;16997
15.6.2005;15;54;16801
15.6.2005;16;54;16669
15.6.2005;17;54;16710
15.6.2005;18;53;16666
15.6.2005;19;53;16449
15.6.2005;20;53;16352
15.6.2005;21;52;16435
15.6.2005;22;51;15733
15.6.2005;23;51;14068
15.6.2005;24;51;12499
16.6.2005;1;51;11394
16.6.2005;2;51;10874
16.6.2005;3;51;10593
16.6.2005;4;51;10505
16.6.2005;5;51;10736
16.6.2005;6;51;11592
16.6.2005;7;51;13481
16.6.2005;8;52;15258
16.6.2005;9;52;15977
16.6.2005;10;53;16371
16.6.2005;11;54;16647
16.6.2005;12;55;16750
16.6.2005;13;55;16654
16.6.2005;14;58;16689
16.6.2005;15;59;16590
16.6.2005;16;59;16480
16.6.2005;17;59;16463
16.6.2005;18;59;16415
16.6.2005;19;58;16276
16.6.2005;20;57;16303
16.6.2005;21;57;16370
16.6.2005;22;55;15650
16.6.2005;23;56;14026
16.6.2005;24;55;12449
17.6.2005;1;55;11446
17.6.2005;2;54;10887
17.6.2005;3;54;10607
17.6.2005;4;54;10498
17.6.2005;5;54;10681
17.6.2005;6;54;11403
17.6.2005;7;54;13276
17.6.2005;8;56;15046
17.6.2005;9;57;15970
17.6.2005;10;59;16542
17.6.2005;11;60;16921
17.6.2005;12;62;17100
17.6.2005;13;65;17086
17.6.2005;14;66;17199
17.6.2005;15;66;17078
17.6.2005;16;68;16890
17.6.2005;17;67;16746
17.6.2005;18;67;16423
17.6.2005;19;65;15903
17.6.2005;20;64;15634
17.6.2005;21;61;15803
17.6.2005;22;60;15421
17.6.2005;23;58;14134
17.6.2005;24;57;12572
18.6.2005;1;56;11429
18.6.2005;2;55;10839
18.6.2005;3;55;10434
18.6.2005;4;55;10279
18.6.2005;5;56;10248
18.6.2005;6;56;10433
18.6.2005;7;55;11074
18.6.2005;8;56;12310
18.6.2005;9;58;13683
18.6.2005;10;59;14597
18.6.2005;11;60;15002
18.6.2005;12;62;15082
18.6.2005;13;62;14955
18.6.2005;14;63;14775
18.6.2005;15;65;14563
18.6.2005;16;65;14464
18.6.2005;17;65;14436
18.6.2005;18;64;14470
18.6.2005;19;64;14371
18.6.2005;20;64;14291
18.6.2005;21;62;14541
18.6.2005;22;60;14399
18.6.2005;23;59;13390
18.6.2005;24;58;12169
19.6.2005;1;57;11122
19.6.2005;2;57;10510
19.6.2005;3;56;10140
19.6.2005;4;56;9957
19.6.2005;5;56;9900
19.6.2005;6;56;9801
19.6.2005;7;56;10245
19.6.2005;8;57;11192
19.6.2005;9;59;12400
19.6.2005;10;61;13290
19.6.2005;11;61;13787
19.6.2005;12;62;14008
19.6.2005;13;63;14001
19.6.2005;14;65;13849
19.6.2005;15;64;13663
19.6.2005;16;65;13594
19.6.2005;17;65;13686
19.6.2005;18;65;13821
19.6.2005;19;65;13834
19.6.2005;20;63;13911
19.6.2005;21;62;14451
19.6.2005;22;60;14425
19.6.2005;23;58;13126
19.6.2005;24;57;11746
20.6.2005;1;56;10768
20.6.2005;2;54;10301
20.6.2005;3;54;10038
20.6.2005;4;52;9965
20.6.2005;5;52;10271
20.6.2005;6;51;10996
20.6.2005;7;53;12964
20.6.2005;8;56;14885
20.6.2005;9;60;16034
20.6.2005;10;64;16753
20.6.2005;11;66;17339
20.6.2005;12;68;17674
20.6.2005;13;71;17667
20.6.2005;14;71;17921
20.6.2005;15;72;17982
20.6.2005;16;74;18031
20.6.2005;17;74;18040
20.6.2005;18;73;17848
20.6.2005;19;73;17415
20.6.2005;20;72;16951
20.6.2005;21;69;16878
20.6.2005;22;64;16530
20.6.2005;23;62;14687
20.6.2005;24;60;12920
21.6.2005;1;59;11717
21.6.2005;2;58;11098
21.6.2005;3;57;10749
21.6.2005;4;56;10604
21.6.2005;5;56;10762
21.6.2005;6;55;11468
21.6.2005;7;56;13400
21.6.2005;8;59;15426
21.6.2005;9;63;16657
21.6.2005;10;68;17462
21.6.2005;11;72;18208
21.6.2005;12;74;18672
21.6.2005;13;76;18968
21.6.2005;14;79;19315
21.6.2005;15;81;19525
21.6.2005;16;82;19692
21.6.2005;17;82;19840
21.6.2005;18;82;19660
21.6.2005;19;80;19147
21.6.2005;20;79;18597
21.6.2005;21;76;18583
21.6.2005;22;73;18163
21.6.2005;23;70;16234
21.6.2005;24;68;14230
22.6.2005;1;67;12832
22.6.2005;2;65;12072
22.6.2005;3;64;11658
22.6.2005;4;65;11471
22.6.2005;5;64;11597
22.6.2005;6;64;12275
22.6.2005;7;64;14139
22.6.2005;8;67;16230
22.6.2005;9;69;17373
22.6.2005;10;69;17935
22.6.2005;11;68;18294
22.6.2005;12;66;18437
22.6.2005;13;68;18494
22.6.2005;14;70;18619
22.6.2005;15;70;18417
22.6.2005;16;70;18329
22.6.2005;17;71;18414
22.6.2005;18;71;18152
22.6.2005;19;70;17632
22.6.2005;20;71;17232
22.6.2005;21;68;17225
22.6.2005;22;65;16834
22.6.2005;23;65;15100
22.6.2005;24;63;13227
23.6.2005;1;61;11972
23.6.2005;2;59;11229
23.6.2005;3;57;10783
23.6.2005;4;55;10648
23.6.2005;5;54;10768
23.6.2005;6;53;11443
23.6.2005;7;53;13213
23.6.2005;8;56;15067
23.6.2005;9;60;16200
23.6.2005;10;63;16910
23.6.2005;11;65;17397
23.6.2005;12;67;17676
23.6.2005;13;68;17625
23.6.2005;14;70;18634
23.6.2005;15;72;18110
23.6.2005;16;73;18095
23.6.2005;17;73;18004
23.6.2005;18;73;17853
23.6.2005;19;74;17345
23.6.2005;20;72;16894
23.6.2005;21;69;16962
23.6.2005;22;66;16695
23.6.2005;23;64;15007
23.6.2005;24;62;13274
24.6.2005;1;63;12072
24.6.2005;2;61;11343
24.6.2005;3;60;10979
24.6.2005;4;59;10846
24.6.2005;5;59;11018
24.6.2005;6;58;11690
24.6.2005;7;58;13382
24.6.2005;8;61;15403
24.6.2005;9;65;16859
24.6.2005;10;69;17869
24.6.2005;11;73;18663
24.6.2005;12;77;19200
24.6.2005;13;79;19526
24.6.2005;14;81;19957
24.6.2005;15;82;20234
24.6.2005;16;84;20322
24.6.2005;17;84;20349
24.6.2005;18;82;20090
24.6.2005;19;82;19578
24.6.2005;20;81;18904
24.6.2005;21;78;18743
24.6.2005;22;75;18457
24.6.2005;23;73;16913
24.6.2005;24;71;14975
25.6.2005;1;70;13581
25.6.2005;2;69;12735
25.6.2005;3;69;12213
25.6.2005;4;68;11930
25.6.2005;5;67;11820
25.6.2005;6;67;11886
25.6.2005;7;66;12746
25.6.2005;8;68;14380
25.6.2005;9;72;16283
25.6.2005;10;76;18005
25.6.2005;11;80;19286
25.6.2005;12;83;20216
25.6.2005;13;86;20826
25.6.2005;14;89;21262
25.6.2005;15;91;21597
25.6.2005;16;92;21811
25.6.2005;17;92;21945
25.6.2005;18;91;21851
25.6.2005;19;90;21371
25.6.2005;20;88;20701
25.6.2005;21;85;20411
25.6.2005;22;81;20090
25.6.2005;23;79;18491
25.6.2005;24;77;16678
26.6.2005;1;75;15201
26.6.2005;2;74;14175
26.6.2005;3;73;13542
26.6.2005;4;71;13109
26.6.2005;5;71;12892
26.6.2005;6;71;12701
26.6.2005;7;72;13222
26.6.2005;8;74;14623
26.6.2005;9;77;16466
26.6.2005;10;80;18345
26.6.2005;11;84;19940
26.6.2005;12;87;21191
26.6.2005;13;88;21975
26.6.2005;14;90;22287
26.6.2005;15;90;22393
26.6.2005;16;89;22363
26.6.2005;17;89;22385
26.6.2005;18;85;22231
26.6.2005;19;84;21658
26.6.2005;20;81;21119
26.6.2005;21;80;21059
26.6.2005;22;78;20639
26.6.2005;23;76;18783
26.6.2005;24;74;16797
27.6.2005;1;73;15346
27.6.2005;2;71;14485
27.6.2005;3;70;13992
27.6.2005;4;69;13686
27.6.2005;5;68;13792
27.6.2005;6;70;14492
27.6.2005;7;70;16337
27.6.2005;8;71;18478
27.6.2005;9;73;20084
27.6.2005;10;75;21386
27.6.2005;11;77;22631
27.6.2005;12;79;23453
27.6.2005;13;79;23899
27.6.2005;14;80;24282
27.6.2005;15;81;24352
27.6.2005;16;81;24287
27.6.2005;17;80;24094
27.6.2005;18;79;23641
27.6.2005;19;77;22983
27.6.2005;20;76;22303
27.6.2005;21;73;22067
27.6.2005;22;73;21438
27.6.2005;23;73;19322
27.6.2005;24;72;17154
28.6.2005;1;72;15880
28.6.2005;2;72;14935
28.6.2005;3;71;14461
28.6.2005;4;72;14216
28.6.2005;5;71;14340
28.6.2005;6;71;15067
28.6.2005;7;71;16771
28.6.2005;8;72;18745
28.6.2005;9;72;19933
28.6.2005;10;73;20858
28.6.2005;11;74;21553
28.6.2005;12;74;21830
28.6.2005;13;75;21993
28.6.2005;14;75;22112
28.6.2005;15;76;22081
28.6.2005;16;75;21903
28.6.2005;17;76;21849
28.6.2005;18;76;21679
28.6.2005;19;75;21253
28.6.2005;20;74;20984
28.6.2005;21;74;20854
28.6.2005;22;74;20247
28.6.2005;23;74;18428
28.6.2005;24;73;16456
29.6.2005;1;73;15116
29.6.2005;2;72;14299
29.6.2005;3;72;13891
29.6.2005;4;72;13652
29.6.2005;5;72;13796
29.6.2005;6;72;14570
29.6.2005;7;72;16468
29.6.2005;8;73;18563
29.6.2005;9;75;20269
29.6.2005;10;77;21553
29.6.2005;11;79;22452
29.6.2005;12;80;22963
29.6.2005;13;83;23384
29.6.2005;14;80;23558
29.6.2005;15;79;23085
29.6.2005;16;75;22309
29.6.2005;17;73;21703
29.6.2005;18;73;21265
29.6.2005;19;72;20725
29.6.2005;20;72;20295
29.6.2005;21;72;20254
29.6.2005;22;72;19675
29.6.2005;23;71;17896
29.6.2005;24;71;15981
30.6.2005;1;67;14704
30.6.2005;2;66;13920
30.6.2005;3;67;13474
30.6.2005;4;67;13317
30.6.2005;5;66;13469
30.6.2005;6;66;14222
30.6.2005;7;66;15904
30.6.2005;8;66;17842
30.6.2005;9;67;19068
30.6.2005;10;68;19928
30.6.2005;11;69;20595
30.6.2005;12;70;21001
30.6.2005;13;70;21255
30.6.2005;14;75;21615
30.6.2005;15;77;21742
30.6.2005;16;78;21715
30.6.2005;17;77;21585
30.6.2005;18;76;21168
30.6.2005;19;75;20508
30.6.2005;20;72;20012
30.6.2005;21;72;19859
30.6.2005;22;70;19197
30.6.2005;23;68;17372
30.6.2005;24;67;15358
1.7.2005;1;67;13981
1.7.2005;2;66;13162
1.7.2005;3;66;12699
1.7.2005;4;66;12464
1.7.2005;5;65;12599
1.7.2005;6;65;13242
1.7.2005;7;65;14740
1.7.2005;8;66;16502
1.7.2005;9;66;17689
1.7.2005;10;67;18548
1.7.2005;11;69;19188
1.7.2005;12;70;19599
1.7.2005;13;71;19763
1.7.2005;14;72;19972
1.7.2005;15;73;20037
1.7.2005;16;74;20018
1.7.2005;17;75;19937
1.7.2005;18;75;19765
1.7.2005;19;74;19355
1.7.2005;20;73;18844
1.7.2005;21;70;18638
1.7.2005;22;69;18131
1.7.2005;23;69;16759
1.7.2005;24;69;15059
2.7.2005;1;69;13886
2.7.2005;2;70;13080
2.7.2005;3;69;12466
2.7.2005;4;69;12182
2.7.2005;5;68;12062
2.7.2005;6;68;12063
2.7.2005;7;68;12646
2.7.2005;8;69;13993
2.7.2005;9;71;15465
2.7.2005;10;72;16513
2.7.2005;11;74;17121
2.7.2005;12;75;17353
2.7.2005;13;76;17362
2.7.2005;14;77;17320
2.7.2005;15;78;17259
2.7.2005;16;78;17260
2.7.2005;17;78;17345
2.7.2005;18;79;17371
2.7.2005;19;78;17100
2.7.2005;20;77;16582
2.7.2005;21;74;16335
2.7.2005;22;70;16120
2.7.2005;23;69;14884
2.7.2005;24;66;13515
3.7.2005;1;64;12232
3.7.2005;2;63;11407
3.7.2005;3;61;10907
3.7.2005;4;60;10603
3.7.2005;5;59;10434
3.7.2005;6;58;10252
3.7.2005;7;58;10678
3.7.2005;8;61;11711
3.7.2005;9;66;13034
3.7.2005;10;69;14117
3.7.2005;11;71;14886
3.7.2005;12;74;15305
3.7.2005;13;75;15494
3.7.2005;14;76;15515
3.7.2005;15;76;15503
3.7.2005;16;77;15575
3.7.2005;17;77;15677
3.7.2005;18;77;15694
3.7.2005;19;76;15393
3.7.2005;20;74;14880
3.7.2005;21;71;14823
3.7.2005;22;68;14718
3.7.2005;23;66;13855
3.7.2005;24;65;12754
4.7.2005;1;63;11629
4.7.2005;2;62;10931
4.7.2005;3;61;10543
4.7.2005;4;60;10305
4.7.2005;5;58;10297
4.7.2005;6;58;10286
4.7.2005;7;58;10699
4.7.2005;8;60;11615
4.7.2005;9;64;12898
4.7.2005;10;67;14122
4.7.2005;11;70;14978
4.7.2005;12;74;15511
4.7.2005;13;74;15774
4.7.2005;14;76;15832
4.7.2005;15;77;15894
4.7.2005;16;77;16032
4.7.2005;17;78;16265
4.7.2005;18;78;16428
4.7.2005;19;77;16143
4.7.2005;20;75;15692
4.7.2005;21;73;15608
4.7.2005;22;70;15392
4.7.2005;23;68;14416
4.7.2005;24;66;13146
5.7.2005;1;65;11943
5.7.2005;2;64;11285
5.7.2005;3;63;10946
5.7.2005;4;62;10763
5.7.2005;5;61;10901
5.7.2005;6;61;11462
5.7.2005;7;61;12999
5.7.2005;8;64;15036
5.7.2005;9;67;16488
5.7.2005;10;71;17758
5.7.2005;11;73;18746
5.7.2005;12;77;19652
5.7.2005;13;79;20266
5.7.2005;14;80;20901
5.7.2005;15;82;21218
5.7.2005;16;82;21438
5.7.2005;17;81;21568
5.7.2005;18;81;21387
5.7.2005;19;79;20869
5.7.2005;20;77;20300
5.7.2005;21;75;20285
5.7.2005;22;73;19622
5.7.2005;23;72;17734
5.7.2005;24;72;15743
6.7.2005;1;71;14346
6.7.2005;2;70;13588
6.7.2005;3;69;13153
6.7.2005;4;69;12973
6.7.2005;5;69;13133
6.7.2005;6;69;13843
6.7.2005;7;70;15312
6.7.2005;8;71;17095
6.7.2005;9;71;18304
6.7.2005;10;71;19126
6.7.2005;11;72;19798
6.7.2005;12;72;20106
6.7.2005;13;71;20108
6.7.2005;14;71;20183
6.7.2005;15;72;19972
6.7.2005;16;71;19596
6.7.2005;17;70;19396
6.7.2005;18;68;19223
6.7.2005;19;67;18836
6.7.2005;20;66;18362
6.7.2005;21;65;18207
6.7.2005;22;65;17393
6.7.2005;23;64;15687
6.7.2005;24;64;13855
7.7.2005;1;63;12642
7.7.2005;2;62;11952
7.7.2005;3;62;11507
7.7.2005;4;61;11320
7.7.2005;5;61;11508
7.7.2005;6;61;12212
7.7.2005;7;61;13542
7.7.2005;8;61;15189
7.7.2005;9;61;16234
7.7.2005;10;62;16923
7.7.2005;11;63;17343
7.7.2005;12;64;17521
7.7.2005;13;65;17500
7.7.2005;14;65;17525
7.7.2005;15;66;17440
7.7.2005;16;66;17314
7.7.2005;17;66;17206
7.7.2005;18;66;17039
7.7.2005;19;66;16784
7.7.2005;20;65;16523
7.7.2005;21;65;16561
7.7.2005;22;64;16175
7.7.2005;23;64;14733
7.7.2005;24;63;13085
8.7.2005;1;62;11953
8.7.2005;2;62;11333
8.7.2005;3;61;10975
8.7.2005;4;61;10842
8.7.2005;5;60;11014
8.7.2005;6;60;11663
8.7.2005;7;60;13157
8.7.2005;8;60;14850
8.7.2005;9;60;16019
8.7.2005;10;61;16748
8.7.2005;11;61;17198
8.7.2005;12;62;17411
8.7.2005;13;61;17295
8.7.2005;14;61;17160
8.7.2005;15;60;16893
8.7.2005;16;60;16613
8.7.2005;17;60;16508
8.7.2005;18;59;16417
8.7.2005;19;59;16202
8.7.2005;20;59;15871
8.7.2005;21;58;15747
8.7.2005;22;57;15156
8.7.2005;23;57;13872
8.7.2005;24;57;12447
9.7.2005;1;57;11389
9.7.2005;2;57;10769
9.7.2005;3;57;10416
9.7.2005;4;57;10222
9.7.2005;5;57;10264
9.7.2005;6;57;10439
9.7.2005;7;57;10963
9.7.2005;8;58;12060
9.7.2005;9;59;13380
9.7.2005;10;61;14484
9.7.2005;11;63;15195
9.7.2005;12;65;15539
9.7.2005;13;68;15576
9.7.2005;14;71;15540
9.7.2005;15;74;15492
9.7.2005;16;75;15533
9.7.2005;17;75;15700
9.7.2005;18;75;15828
9.7.2005;19;72;15697
9.7.2005;20;70;15396
9.7.2005;21;67;15485
9.7.2005;22;67;15276
9.7.2005;23;65;14173
9.7.2005;24;65;12887
10.7.2005;1;65;11853
10.7.2005;2;65;11142
10.7.2005;3;65;10733
10.7.2005;4;64;10483
10.7.2005;5;65;10419
10.7.2005;6;65;10367
10.7.2005;7;65;10804
10.7.2005;8;67;11846
10.7.2005;9;70;13148
10.7.2005;10;72;14337
10.7.2005;11;74;15329
10.7.2005;12;78;16145
10.7.2005;13;81;16754
10.7.2005;14;84;17168
10.7.2005;15;86;17488
10.7.2005;16;87;17910
10.7.2005;17;88;18441
10.7.2005;18;88;18827
10.7.2005;19;87;18757
10.7.2005;20;85;18445
10.7.2005;21;82;18537
10.7.2005;22;79;18437
10.7.2005;23;77;16911
10.7.2005;24;76;15165
11.7.2005;1;75;13909
11.7.2005;2;75;13126
11.7.2005;3;74;12675
11.7.2005;4;74;12471
11.7.2005;5;73;12605
11.7.2005;6;72;13316
11.7.2005;7;72;14991
11.7.2005;8;74;17222
11.7.2005;9;75;18943
