Sat;RadniDan;Mjesec;PrijasnjaPotrosnja;Potrosnja
12;1;7;20061;20533
13;1;7;20533;20819
14;1;7;20819;20990
15;1;7;20990;21048
16;1;7;21048;21050
17;0;7;21050;20807
18;0;7;20807;20083
19;1;7;20083;19239
20;1;7;19239;18900
21;1;7;18900;18341
22;1;7;18341;16972
23;1;7;16972;15471
0;0;7;15471;14128
1;0;7;14128;13310
2;1;7;13310;12686
3;1;7;12686;12321
4;1;7;12321;12231
5;1;7;12231;12239
6;1;7;12239;12694
7;0;7;12694;13802
8;0;7;13802;15426
9;1;7;15426;17043
10;1;7;17043;18308
11;1;7;18308;19208
12;1;7;19208;19486
13;1;7;19486;19429
14;0;7;19429;19055
15;0;7;19055;18823
16;1;7;18823;18803
17;1;7;18803;18735
18;1;7;18735;18418
19;1;7;18418;18108
20;1;7;18108;18150
21;0;7;18150;17767
22;0;7;17767;16693
23;1;7;16693;15316
0;1;7;15316;14146
1;1;7;14146;13379
2;1;7;13379;12934
3;1;7;12934;12697
4;0;7;12697;12862
5;0;7;12862;13491
6;1;7;13491;15080
7;1;7;15080;17040
8;1;7;17040;18380
9;1;7;18380;19279
10;1;7;19279;19898
11;0;7;19898;20096
12;0;7;20096;20058
13;1;7;20058;20062
14;1;7;20062;20124
15;1;7;20124;20149
16;1;7;20149;20187
17;1;7;20187;19953
18;0;7;19953;19352
19;0;7;19352;18874
20;1;7;18874;18801
21;1;7;18801;18345
22;1;7;18345;16660
23;1;7;16660;14829
0;1;7;14829;13619
1;0;7;13619;12863
2;0;7;12863;12351
3;1;7;12351;12085
4;1;7;12085;12141
5;1;7;12141;12824
6;1;7;12824;14178
7;1;7;14178;15791
8;0;7;15791;16794
9;0;7;16794;17495
10;1;7;17495;18084
11;1;7;18084;18512
12;1;7;18512;18779
13;1;7;18779;19019
14;1;7;19019;19080
15;0;7;19080;19030
16;0;7;19030;18965
17;1;7;18965;18641
18;1;7;18641;18208
19;1;7;18208;17692
20;1;7;17692;17648
21;1;7;17648;17332
22;0;7;17332;15762
23;0;7;15762;13965
0;1;7;13965;12630
1;1;7;12630;11858
2;1;7;11858;11341
3;1;7;11341;11088
4;1;7;11088;11188
5;0;7;11188;11697
6;0;7;11697;13172
7;1;7;13172;15099
8;1;7;15099;16495
9;1;7;16495;17450
10;1;7;17450;18197
11;1;7;18197;18639
12;0;7;18639;18918
13;0;7;18918;19220
14;1;7;19220;19401
15;1;7;19401;19434
16;1;7;19434;19448
17;1;7;19448;19242
18;1;7;19242;18659
19;0;7;18659;18085
20;0;7;18085;18021
21;1;7;18021;17693
22;1;7;17693;16261
23;1;7;16261;14668
0;1;7;14668;13295
1;1;7;13295;12434
2;0;7;12434;11890
3;0;7;11890;11533
4;1;7;11533;11413
5;1;7;11413;11456
6;1;7;11456;12014
7;1;7;12014;13247
8;1;7;13247;14778
9;0;7;14778;16107
10;0;7;16107;17054
11;1;7;17054;17628
12;1;7;17628;17875
13;1;7;17875;17955
14;1;7;17955;17965
15;1;7;17965;18049
16;0;7;18049;18158
17;0;7;18158;18120
18;1;7;18120;17710
19;1;7;17710;17208
20;1;7;17208;17148
21;1;7;17148;16863
22;1;7;16863;15647
23;0;7;15647;14176
0;0;7;14176;13093
1;1;7;13093;12236
2;1;7;12236;11715
3;1;7;11715;11415
4;1;7;11415;11354
5;1;7;11354;11249
6;0;7;11249;11574
7;0;7;11574;12667
8;1;7;12667;14115
9;1;7;14115;15528
10;1;7;15528;16750
11;1;7;16750;17703
12;1;7;17703;18325
13;0;7;18325;18662
14;0;7;18662;18777
15;1;7;18777;18913
16;1;7;18913;19059
17;1;7;19059;19226
18;1;7;19226;18922
19;1;7;18922;18431
20;0;7;18431;18431
21;0;7;18431;18139
22;1;7;18139;16577
23;1;7;16577;14816
0;1;7;14816;13615
1;1;7;13615;12841
2;1;7;12841;12382
3;0;7;12382;12137
4;0;7;12137;12342
5;1;7;12342;13061
6;1;7;13061;14680
7;1;7;14680;16666
8;1;7;16666;18023
9;1;7;18023;19106
10;0;7;19106;20120
11;0;7;20120;20859
12;1;7;20859;21342
13;1;7;21342;21797
14;1;7;21797;22048
15;1;7;22048;22130
16;1;7;22130;22160
17;0;7;22160;21966
18;0;7;21966;21357
19;1;7;21357;20633
20;1;7;20633;20496
21;1;7;20496;19883
22;1;7;19883;17990
23;1;7;17990;15981
0;0;7;15981;14567
1;0;7;14567;13757
2;1;7;13757;13216
3;1;7;13216;12948
4;1;7;12948;13069
5;1;7;13069;13757
6;1;7;13757;15479
7;0;7;15479;17448
8;0;7;17448;18770
9;1;7;18770;19912
10;1;7;19912;20845
11;1;7;20845;21525
12;1;7;21525;22037
13;1;7;22037;22434
14;0;7;22434;22085
15;0;7;22085;21605
16;1;7;21605;21487
17;1;7;21487;21433
18;1;7;21433;21054
19;1;7;21054;20536
20;1;7;20536;20472
21;0;7;20472;19875
22;0;7;19875;18042
23;1;7;18042;16129
0;1;7;16129;14714
1;1;7;14714;13893
2;1;7;13893;13362
3;1;7;13362;13111
4;0;7;13111;13202
5;0;7;13202;13943
6;1;7;13943;15687
7;1;7;15687;17521
8;1;7;17521;18845
9;1;7;18845;19854
10;1;7;19854;20681
11;0;7;20681;21266
12;0;7;21266;21417
13;1;7;21417;21420
14;1;7;21420;21249
15;1;7;21249;20986
16;1;7;20986;20759
17;1;7;20759;20611
18;0;7;20611;20257
19;0;7;20257;19932
20;1;7;19932;19892
21;1;7;19892;19102
22;1;7;19102;17439
23;1;7;17439;15782
0;1;7;15782;14542
1;0;7;14542;13858
2;0;7;13858;13412
3;1;7;13412;13226
4;1;7;13226;13385
5;1;7;13385;14240
6;1;7;14240;15923
7;1;7;15923;17759
8;0;7;17759;18939
9;0;7;18939;19692
10;1;7;19692;20296
11;1;7;20296;20554
12;1;7;20554;20551
13;1;7;20551;20569
14;1;7;20569;20424
15;0;7;20424;20161
16;0;7;20161;20000
17;1;7;20000;19808
18;1;7;19808;19382
19;1;7;19382;18915
20;1;7;18915;18875
21;1;7;18875;18532
22;0;7;18532;16903
23;0;7;16903;15034
0;1;7;15034;13673
1;1;7;13673;12887
2;1;7;12887;12442
3;1;7;12442;12183
4;1;7;12183;12318
5;0;7;12318;12957
6;0;7;12957;14610
7;1;7;14610;16729
8;1;7;16729;18515
9;1;7;18515;19995
10;1;7;19995;21309
11;1;7;21309;22181
12;0;7;22181;22768
13;0;7;22768;23365
14;1;7;23365;23701
15;1;7;23701;23855
16;1;7;23855;23939
17;1;7;23939;23649
18;1;7;23649;22917
19;0;7;22917;22038
20;0;7;22038;21670
21;1;7;21670;21102
22;1;7;21102;19317
23;1;7;19317;17304
0;1;7;17304;15660
1;1;7;15660;14656
2;0;7;14656;13917
3;0;7;13917;13458
4;1;7;13458;13235
5;1;7;13235;13187
6;1;7;13187;13893
7;1;7;13893;15409
8;1;7;15409;17136
9;0;7;17136;18663
10;0;7;18663;19831
11;1;7;19831;20584
12;1;7;20584;20903
13;1;7;20903;20945
14;1;7;20945;20689
15;1;7;20689;20445
16;0;7;20445;20190
17;0;7;20190;19890
18;1;7;19890;19524
19;1;7;19524;19075
20;1;7;19075;19021
21;1;7;19021;18810
22;1;7;18810;17499
23;0;7;17499;15940
0;0;7;15940;14685
1;1;7;14685;13923
2;1;7;13923;13354
3;1;7;13354;12973
4;1;7;12973;12832
5;1;7;12832;12706
6;0;7;12706;13076
7;0;7;13076;14399
8;1;7;14399;16230
9;1;7;16230;18012
10;1;7;18012;19427
11;1;7;19427;20407
12;1;7;20407;21062
13;0;7;21062;21419
14;0;7;21419;21689
15;1;7;21689;21928
16;1;7;21928;22227
17;1;7;22227;22373
18;1;7;22373;22089
19;1;7;22089;21517
20;0;7;21517;21524
21;0;7;21524;21140
22;1;7;21140;19319
23;1;7;19319;17363
0;1;7;17363;15920
1;1;7;15920;15134
2;1;7;15134;14511
3;0;7;14511;14182
4;0;7;14182;14246
5;1;7;14246;14868
6;1;7;14868;16552
7;1;7;16552;18950
8;1;7;18950;20916
9;1;7;20916;22567
10;0;7;22567;24100
11;0;7;24100;25090
12;1;7;25090;25675
13;1;7;25675;26291
14;1;7;26291;26543
15;1;7;26543;26652
16;1;7;26652;26721
17;0;7;26721;26544
18;0;7;26544;26031
19;1;7;26031;25321
20;1;7;25321;25075
21;1;7;25075;24243
22;1;7;24243;21878
23;1;7;21878;19461
0;0;7;19461;17835
1;0;7;17835;16785
2;1;7;16785;16085
3;1;7;16085;15687
4;1;7;15687;15655
5;1;7;15655;16273
6;1;7;16273;17917
7;0;7;17917;20204
8;0;7;20204;22108
9;1;7;22108;23747
10;1;7;23747;25166
11;1;7;25166;26127
12;1;7;26127;26686
13;1;7;26686;27172
14;0;7;27172;27329
15;0;7;27329;27231
16;1;7;27231;27083
17;1;7;27083;26704
18;1;7;26704;26018
19;1;7;26018;25153
20;1;7;25153;24543
21;0;7;24543;23316
22;0;7;23316;20621
23;1;7;20621;18241
0;1;7;18241;16590
1;1;7;16590;15680
2;1;7;15680;15135
3;1;7;15135;14773
4;0;7;14773;14781
5;0;7;14781;15366
6;1;7;15366;16810
7;1;7;16810;18583
8;1;7;18583;19850
9;1;7;19850;20733
10;1;7;20733;21492
11;0;7;21492;22044
12;0;7;22044;22347
13;1;7;22347;22752
14;1;7;22752;22880
15;1;7;22880;22913
16;1;7;22913;22869
17;1;7;22869;22454
18;0;7;22454;21632
19;0;7;21632;20834
20;1;7;20834;20590
21;1;7;20590;19997
22;1;7;19997;17981
23;1;7;17981;15947
0;1;7;15947;14500
1;0;7;14500;13666
2;0;7;13666;13152
3;1;7;13152;12887
4;1;7;12887;12961
5;1;7;12961;13673
6;1;7;13673;15089
7;1;7;15089;16856
8;0;7;16856;18109
9;0;7;18109;18925
10;1;7;18925;19573
11;1;7;19573;20089
12;1;7;20089;20377
13;1;7;20377;20847
14;1;7;20847;21065
15;0;7;21065;21105
16;0;7;21105;21023
17;1;7;21023;20702
18;1;7;20702;20228
19;1;7;20228;19866
20;1;7;19866;20027
21;1;7;20027;19489
22;0;7;19489;17850
23;0;7;17850;16100
0;1;7;16100;14773
1;1;7;14773;13998
2;1;7;13998;13585
3;1;7;13585;13353
4;1;7;13353;13466
5;0;7;13466;14226
6;0;7;14226;15744
7;1;7;15744;17655
8;1;7;17655;19086
9;1;7;19086;20127
10;1;7;20127;21174
11;1;7;21174;22000
12;0;7;22000;22587
13;0;7;22587;23107
14;1;7;23107;23369
15;1;7;23369;23378
16;1;7;23378;23274
17;1;7;23274;22752
18;1;7;22752;21702
19;0;7;21702;21005
20;0;7;21005;20753
21;1;7;20753;20039
22;1;7;20039;18432
23;1;7;18432;16686
0;1;7;16686;15400
1;1;7;15400;14580
2;0;7;14580;14038
3;0;7;14038;13688
4;1;7;13688;13576
5;1;7;13576;13724
6;1;7;13724;14275
7;1;7;14275;15446
8;1;7;15446;16827
9;0;7;16827;17969
10;0;7;17969;18744
11;1;7;18744;19079
12;1;7;19079;19144
13;1;7;19144;18996
14;1;7;18996;18702
15;1;7;18702;18500
16;0;7;18500;18457
17;0;7;18457;18483
18;1;7;18483;18383
19;1;7;18383;18321
20;1;7;18321;18440
21;1;7;18440;18001
22;1;7;18001;16891
23;0;7;16891;15625
0;0;7;15625;14571
1;1;7;14571;13855
2;1;7;13855;13349
3;1;7;13349;13053
4;1;7;13053;12881
5;1;7;12881;12781
6;0;7;12781;12918
7;0;7;12918;13679
8;1;7;13679;14777
9;1;7;14777;15862
10;1;7;15862;16724
11;1;7;16724;17211
12;1;7;17211;17375
13;0;7;17375;17297
14;0;7;17297;17134
15;1;7;17134;17054
16;1;7;17054;17152
17;1;7;17152;17302
18;1;7;17302;17165
19;1;7;17165;16880
20;0;7;16880;17110
21;0;7;17110;16889
22;1;7;16889;15492
23;1;7;15492;13934
0;1;7;13934;12756
1;1;7;12756;12073
2;1;7;12073;11670
3;0;7;11670;11487
4;0;7;11487;11669
5;1;7;11669;12346
6;1;7;12346;13815
7;1;7;13815;15822
8;1;7;15822;17311
9;1;7;17311;18410
10;0;7;18410;19299
11;0;7;19299;19857
12;1;7;19857;20228
13;1;7;20228;20669
14;1;7;20669;20890
15;1;7;20890;21011
16;1;7;21011;21127
17;0;7;21127;20987
18;0;7;20987;20400
19;1;7;20400;19785
20;1;7;19785;19794
21;1;7;19794;19202
22;1;7;19202;17281
23;1;7;17281;15355
0;0;7;15355;13966
1;0;7;13966;13142
2;1;7;13142;12666
3;1;7;12666;12477
4;1;7;12477;12635
5;1;7;12635;13300
6;1;7;13300;14869
7;0;7;14869;16954
8;0;7;16954;18532
9;1;7;18532;19828
10;1;7;19828;20977
11;1;7;20977;21725
12;1;7;21725;22171
13;1;7;22171;22707
14;0;7;22707;22934
15;0;7;22934;23034
16;1;7;23034;22941
17;1;7;22941;22471
18;1;7;22471;21674
19;1;7;21674;20960
20;1;7;20960;20913
21;0;7;20913;20220
22;0;7;20220;18192
23;1;7;18192;16236
0;1;7;16236;14798
1;1;7;14798;13995
2;1;7;13995;13545
3;1;7;13545;13279
4;0;7;13279;13363
5;0;7;13363;14065
6;1;7;14065;15557
7;1;7;15557;17617
8;1;7;17617;19255
9;1;7;19255;20579
10;1;7;20579;21823
11;0;7;21823;22771
12;0;7;22771;23406
13;1;7;23406;23974
14;1;7;23974;24178
15;1;7;24178;24279
16;1;7;24279;24322
17;1;7;24322;24043
18;0;7;24043;23243
19;0;7;23243;22390
20;1;7;22390;22239
21;1;7;22239;21420
22;1;7;21420;19264
23;1;7;19264;17181
0;1;7;17181;15751
1;0;7;15751;14923
2;0;7;14923;14290
3;1;7;14290;13934
4;1;7;13934;14006
5;1;7;14006;14811
6;1;7;14811;16435
7;1;7;16435;18482
8;0;7;18482;20143
9;0;7;20143;21581
10;1;7;21581;22930
11;1;7;22930;23859
12;1;7;23859;24456
13;1;7;24456;24974
14;1;7;24974;25231
15;0;7;25231;25318
16;0;7;25318;25277
17;1;7;25277;24890
18;1;7;24890;24092
19;1;7;24092;23340
20;1;7;23340;23293
21;1;7;23293;22493
22;0;7;22493;20414
23;0;7;20414;18379
0;1;7;18379;17084
1;1;7;17084;16179
2;1;7;16179;15532
3;1;7;15532;15195
4;1;7;15195;15270
5;0;7;15270;16065
6;0;7;16065;17506
7;1;7;17506;19402
8;1;7;19402;20954
9;1;7;20954;22108
10;1;7;22108;23331
11;1;7;23331;24185
12;0;7;24185;24667
13;0;7;24667;25142
14;1;7;25142;25349
15;1;7;25349;25302
16;1;7;25302;24828
17;1;7;24828;23648
18;1;7;23648;22320
19;0;7;22320;21402
20;0;7;21402;21130
21;1;7;21130;20381
22;1;7;20381;18674
23;1;7;18674;16896
0;1;7;16896;15434
1;1;7;15434;14424
2;0;7;14424;13789
3;0;7;13789;13348
4;1;7;13348;13190
5;1;7;13190;13286
6;1;7;13286;13912
7;1;7;13912;15454
8;1;7;15454;17313
9;0;7;17313;19002
10;0;7;19002;20263
11;1;7;20263;21133
12;1;7;21133;21638
13;1;7;21638;21969
14;1;7;21969;22229
15;1;7;22229;22431
16;0;7;22431;22507
17;0;7;22507;22260
18;1;7;22260;21651
19;1;7;21651;21100
20;1;7;21100;21133
21;1;7;21133;20533
22;1;7;20533;18999
23;0;7;18999;17364
0;0;7;17364;15942
1;1;7;15942;15032
2;1;7;15032;14392
3;1;7;14392;13959
4;1;7;13959;13753
5;1;7;13753;13655
6;0;7;13655;13901
7;0;7;13901;15042
8;1;7;15042;16563
9;1;7;16563;18016
10;1;7;18016;19157
11;1;7;19157;19933
12;1;7;19933;20350
13;0;7;20350;20544
14;0;7;20544;20632
15;1;7;20632;20707
16;1;7;20707;20865
17;1;7;20865;20837
18;1;7;20837;20367
19;1;7;20367;19728
20;0;7;19728;19810
21;0;7;19810;19258
22;1;7;19258;17471
23;1;7;17471;15702
0;1;7;15702;14417
1;1;7;14417;13560
2;1;7;13560;13043
3;0;7;13043;12797
4;0;7;12797;12877
5;1;7;12877;13540
6;1;7;13540;15030
7;1;7;15030;16982
8;1;7;16982;18550
9;1;7;18550;19707
10;0;7;19707;20830
11;0;7;20830;21646
12;1;7;21646;22240
13;1;7;22240;22815
14;1;7;22815;23202
15;1;7;23202;23513
16;1;7;23513;23748
17;0;7;23748;23681
18;0;7;23681;23250
19;1;7;23250;22599
20;1;7;22599;22633
21;1;7;22633;21777
22;1;7;21777;19697
23;1;7;19697;17676
0;0;8;17676;16326
1;0;8;16326;15526
2;1;8;15526;14978
3;1;8;14978;14677
4;1;8;14677;14792
5;1;8;14792;15544
6;1;8;15544;17300
7;0;8;17300;19471
8;0;8;19471;21071
9;1;8;21071;22406
10;1;8;22406;23725
11;1;8;23725;24730
12;1;8;24730;25567
13;1;8;25567;26435
14;0;8;26435;26955
15;0;8;26955;27319
16;1;8;27319;27467
17;1;8;27467;27144
18;1;8;27144;26488
19;1;8;26488;25873
20;1;8;25873;25955
21;0;8;25955;25033
22;0;8;25033;22793
23;1;8;22793;20576
0;1;8;20576;19155
1;1;8;19155;18129
2;1;8;18129;17433
3;1;8;17433;16986
4;0;8;16986;16922
5;0;8;16922;17658
6;1;8;17658;19231
7;1;8;19231;21381
8;1;8;21381;23346
9;1;8;23346;24994
10;1;8;24994;26421
11;0;8;26421;27436
12;0;8;27436;27961
13;1;8;27961;28122
14;1;8;28122;28130
15;1;8;28130;28101
16;1;8;28101;27951
17;1;8;27951;27432
18;0;8;27432;26211
19;0;8;26211;25194
20;1;8;25194;25160
21;1;8;25160;24221
22;1;8;24221;22181
23;1;8;22181;20206
0;1;8;20206;18605
1;0;8;18605;17816
2;0;8;17816;17127
3;1;8;17127;16844
4;1;8;16844;16931
5;1;8;16931;17615
6;1;8;17615;19063
7;1;8;19063;21256
8;0;8;21256;23121
9;0;8;23121;24589
10;1;8;24589;25699
11;1;8;25699;26519
12;1;8;26519;26814
13;1;8;26814;27118
14;1;8;27118;27048
15;0;8;27048;26611
16;0;8;26611;26138
17;1;8;26138;25350
18;1;8;25350;24159
19;1;8;24159;23047
20;1;8;23047;22707
21;1;8;22707;21656
22;0;8;21656;19629
23;0;8;19629;17700
0;1;8;17700;16252
1;1;8;16252;15281
2;1;8;15281;14714
3;1;8;14714;14443
4;1;8;14443;14476
5;0;8;14476;15220
6;0;8;15220;16599
7;1;8;16599;18208
8;1;8;18208;19400
9;1;8;19400;20306
10;1;8;20306;21050
11;1;8;21050;21385
12;0;8;21385;21427
13;0;8;21427;21647
14;1;8;21647;21674
15;1;8;21674;21715
16;1;8;21715;21686
17;1;8;21686;21539
18;1;8;21539;20941
19;0;8;20941;20229
20;0;8;20229;20162
21;1;8;20162;19516
22;1;8;19516;17908
23;1;8;17908;16231
0;1;8;16231;14845
1;1;8;14845;13976
2;0;8;13976;13319
3;0;8;13319;12940
4;1;8;12940;12818
5;1;8;12818;12959
6;1;8;12959;13438
7;1;8;13438;14848
8;1;8;14848;16566
9;0;8;16566;17912
10;0;8;17912;18750
11;1;8;18750;19353
12;1;8;19353;19649
13;1;8;19649;19684
14;1;8;19684;19696
15;1;8;19696;19742
16;0;8;19742;19655
17;0;8;19655;19563
18;1;8;19563;19044
19;1;8;19044;18361
20;1;8;18361;18409
21;1;8;18409;17823
22;1;8;17823;16395
23;0;8;16395;14875
0;0;8;14875;13672
1;1;8;13672;12768
2;1;8;12768;12213
3;1;8;12213;11850
4;1;8;11850;11601
5;1;8;11601;11463
6;0;8;11463;11594
7;0;8;11594;12559
8;1;8;12559;13935
9;1;8;13935;15122
10;1;8;15122;15972
11;1;8;15972;16646
12;1;8;16646;17092
13;0;8;17092;17328
14;0;8;17328;17526
15;1;8;17526;17701
16;1;8;17701;18030
17;1;8;18030;18220
18;1;8;18220;17896
19;1;8;17896;17431
20;0;8;17431;17825
21;0;8;17825;17275
22;1;8;17275;15881
23;1;8;15881;14479
0;1;8;14479;13523
1;1;8;13523;12978
2;1;8;12978;12693
3;0;8;12693;12659
4;0;8;12659;12952
5;1;8;12952;13902
6;1;8;13902;15518
7;1;8;15518;17413
8;1;8;17413;18750
9;1;8;18750;19603
10;0;8;19603;20539
11;0;8;20539;21299
12;1;8;21299;21767
13;1;8;21767;22265
14;1;8;22265;22666
15;1;8;22666;22926
16;1;8;22926;23090
17;0;8;23090;22993
18;0;8;22993;22501
19;1;8;22501;22084
20;1;8;22084;22369
21;1;8;22369;21438
22;1;8;21438;19579
23;1;8;19579;17641
0;0;8;17641;16238
1;0;8;16238;15332
2;1;8;15332;14711
3;1;8;14711;14297
4;1;8;14297;14330
5;1;8;14330;14955
6;1;8;14955;16182
7;0;8;16182;17972
8;0;8;17972;19333
9;1;8;19333;20291
10;1;8;20291;21044
11;1;8;21044;21464
12;1;8;21464;21636
13;1;8;21636;21821
14;0;8;21821;21840
15;0;8;21840;21714
16;1;8;21714;21553
17;1;8;21553;21096
18;1;8;21096;20241
19;1;8;20241;19397
20;1;8;19397;19423
21;0;8;19423;18506
22;0;8;18506;16535
23;1;8;16535;14763
0;1;8;14763;13521
1;1;8;13521;12694
2;1;8;12694;12176
3;1;8;12176;11890
4;0;8;11890;11954
5;0;8;11954;12605
6;1;8;12605;13867
7;1;8;13867;15713
8;1;8;15713;17007
9;1;8;17007;17951
10;1;8;17951;18696
11;0;8;18696;19177
12;0;8;19177;19470
13;1;8;19470;19881
14;1;8;19881;20096
15;1;8;20096;20248
16;1;8;20248;20341
17;1;8;20341;20127
18;0;8;20127;19473
19;0;8;19473;18838
20;1;8;18838;18969
21;1;8;18969;18098
22;1;8;18098;16342
23;1;8;16342;14573
0;1;8;14573;13301
1;0;8;13301;12559
2;0;8;12559;12131
3;1;8;12131;11957
4;1;8;11957;12096
5;1;8;12096;12919
6;1;8;12919;14219
7;1;8;14219;16037
8;0;8;16037;17289
9;0;8;17289;18254
10;1;8;18254;19153
11;1;8;19153;19873
12;1;8;19873;20302
13;1;8;20302;20798
14;1;8;20798;20975
15;0;8;20975;20997
16;0;8;20997;20883
17;1;8;20883;20488
18;1;8;20488;19888
19;1;8;19888;19504
20;1;8;19504;19633
21;1;8;19633;18667
22;0;8;18667;16814
23;0;8;16814;14960
0;1;8;14960;13657
1;1;8;13657;12802
2;1;8;12802;12263
3;1;8;12263;11954
4;1;8;11954;11966
5;0;8;11966;12635
6;0;8;12635;13819
7;1;8;13819;15493
8;1;8;15493;16735
9;1;8;16735;17516
10;1;8;17516;18045
11;1;8;18045;18248
12;0;8;18248;18254
13;0;8;18254;18417
14;1;8;18417;18367
15;1;8;18367;18164
16;1;8;18164;18009
17;1;8;18009;17711
18;1;8;17711;17053
19;0;8;17053;16480
20;0;8;16480;16739
21;1;8;16739;15924
22;1;8;15924;14588
23;1;8;14588;13125
0;1;8;13125;11956
1;1;8;11956;11330
2;0;8;11330;10836
3;0;8;10836;10603
4;1;8;10603;10586
5;1;8;10586;10777
6;1;8;10777;11208
7;1;8;11208;12391
8;1;8;12391;13710
9;0;8;13710;14676
10;0;8;14676;15162
11;1;8;15162;15278
12;1;8;15278;15201
13;1;8;15201;15050
14;1;8;15050;14932
15;1;8;14932;14924
16;0;8;14924;15019
17;0;8;15019;15083
18;1;8;15083;14833
19;1;8;14833;14634
20;1;8;14634;15073
21;1;8;15073;14570
22;1;8;14570;13468
23;0;8;13468;12274
0;0;8;12274;11304
1;1;8;11304;10639
2;1;8;10639;10249
3;1;8;10249;10068
4;1;8;10068;10009
5;1;8;10009;10085
6;0;8;10085;10234
7;0;8;10234;11140
8;1;8;11140;12345
9;1;8;12345;13324
10;1;8;13324;13931
11;1;8;13931;14316
12;1;8;14316;14510
13;0;8;14510;14539
14;0;8;14539;14570
15;1;8;14570;14673
16;1;8;14673;14884
17;1;8;14884;15046
18;1;8;15046;14997
19;1;8;14997;14968
20;0;8;14968;15543
21;0;8;15543;14901
22;1;8;14901;13650
23;1;8;13650;12346
0;1;8;12346;11444
1;1;8;11444;10885
2;1;8;10885;10567
3;0;8;10567;10477
4;0;8;10477;10724
5;1;8;10724;11495
6;1;8;11495;12783
7;1;8;12783;14518
8;1;8;14518;15868
9;1;8;15868;16953
10;0;8;16953;17792
11;0;8;17792;18308
12;1;8;18308;18651
13;1;8;18651;19132
14;1;8;19132;19394
15;1;8;19394;19524
16;1;8;19524;19594
17;0;8;19594;19424
18;0;8;19424;19014
19;1;8;19014;18874
20;1;8;18874;19238
21;1;8;19238;18330
22;1;8;18330;16646
23;1;8;16646;15005
0;0;8;15005;13938
1;0;8;13938;13274
2;1;8;13274;12913
3;1;8;12913;12761
4;1;8;12761;12955
5;1;8;12955;13892
6;1;8;13892;15457
7;0;8;15457;17113
8;0;8;17113;18268
9;1;8;18268;18921
10;1;8;18921;19326
11;1;8;19326;19504
12;1;8;19504;19633
13;1;8;19633;19845
14;0;8;19845;19910
15;0;8;19910;19849
16;1;8;19849;19869
17;1;8;19869;19771
18;1;8;19771;19336
19;1;8;19336;18865
20;1;8;18865;19120
21;0;8;19120;18149
22;0;8;18149;16326
23;1;8;16326;14598
0;1;8;14598;13354
1;1;8;13354;12587
2;1;8;12587;12107
3;1;8;12107;11881
4;0;8;11881;11983
5;0;8;11983;12733
6;1;8;12733;14042
7;1;8;14042;15815
8;1;8;15815;17185
9;1;8;17185;18221
10;1;8;18221;19123
11;0;8;19123;19656
12;0;8;19656;20009
13;1;8;20009;20361
14;1;8;20361;20482
15;1;8;20482;20501
16;1;8;20501;20523
17;1;8;20523;20275
18;0;8;20275;19701
19;0;8;19701;19166
20;1;8;19166;19391
21;1;8;19391;18294
22;1;8;18294;16532
23;1;8;16532;14741
0;1;8;14741;13518
1;0;8;13518;12724
2;0;8;12724;12267
3;1;8;12267;12025
4;1;8;12025;12131
5;1;8;12131;12913
6;1;8;12913;14194
7;1;8;14194;15897
8;0;8;15897;17316
9;0;8;17316;18358
10;1;8;18358;19285
11;1;8;19285;19803
12;1;8;19803;20073
13;1;8;20073;20382
14;1;8;20382;20522
15;0;8;20522;20532
16;0;8;20532;20493
17;1;8;20493;20201
18;1;8;20201;19572
19;1;8;19572;19106
20;1;8;19106;19300
21;1;8;19300;18313
22;0;8;18313;16564
23;0;8;16564;14874
0;1;8;14874;13656
1;1;8;13656;12853
2;1;8;12853;12381
3;1;8;12381;12156
4;1;8;12156;12275
5;0;8;12275;13058
6;0;8;13058;14353
7;1;8;14353;16006
8;1;8;16006;17263
9;1;8;17263;18228
10;1;8;18228;18925
11;1;8;18925;19466
12;0;8;19466;19778
13;0;8;19778;20187
14;1;8;20187;20363
15;1;8;20363;20333
16;1;8;20333;20236
17;1;8;20236;19830
18;1;8;19830;19118
19;0;8;19118;18581
20;0;8;18581;18784
21;1;8;18784;17845
22;1;8;17845;16374
23;1;8;16374;14813
0;1;8;14813;13488
1;1;8;13488;12645
2;0;8;12645;12121
3;0;8;12121;11784
4;1;8;11784;11659
5;1;8;11659;11870
6;1;8;11870;12324
7;1;8;12324;13555
8;1;8;13555;14985
9;0;8;14985;16222
10;0;8;16222;17044
11;1;8;17044;17575
12;1;8;17575;17862
13;1;8;17862;17941
14;1;8;17941;17970
15;1;8;17970;17983
16;0;8;17983;17907
17;0;8;17907;17657
18;1;8;17657;17467
19;1;8;17467;17622
20;1;8;17622;17740
21;1;8;17740;17014
22;1;8;17014;15792
23;0;8;15792;14569
0;0;8;14569;13500
1;1;8;13500;12802
2;1;8;12802;12369
3;1;8;12369;12101
4;1;8;12101;12030
5;1;8;12030;12151
6;0;8;12151;12484
7;0;8;12484;13179
8;1;8;13179;14398
9;1;8;14398;15590
10;1;8;15590;16659
11;1;8;16659;17593
12;1;8;17593;18173
13;0;8;18173;18453
14;0;8;18453;18546
15;1;8;18546;18613
16;1;8;18613;18865
17;1;8;18865;18944
18;1;8;18944;18649
19;1;8;18649;18509
20;0;8;18509;18649
21;0;8;18649;17564
22;1;8;17564;16024
