Praznik;Mjesec;Temperatura;PotrosnjaPrije1h;PotrosnjaPrije2h;PotrosnjaPrije3h;Potrosnja
1;4;21.7;162.25;157.0;155.0;160.75
0;4;14.7;428.0;434.75;434.5;420.75
0;4;16.4;418.5;416.0;413.75;409.5
0;4;15.9;454.25;472.333333333;467.0;435.0
0;4;16.2;440.75;448.25;441.25;414.0
1;4;18.8;167.0;170.25;173.25;166.25
1;5;18.9;160.75;158.5;150.0;162.25
0;5;19.6;396.5;393.0;391.25;364.5
0;5;23.7;363.25;367.0;370.0;373.5
0;5;13.5;383.25;398.75;396.0;380.25
0;5;15.8;401.907063197;385.322097378;362.840163934;388.558052434
0;5;17.8;360.435897436;371.816849817;371.619047619;353.820224719
1;5;22.8;178.391836735;178.18699187;175.393442623;169.679012346
1;5;12.9;177.280487805;174.31120332;176.958677686;178.18487395
0;5;18.7;412.25;422.25;396.0;365.75
0;5;23.3;371.75;367.0;368.0;356.5
0;5;25.0;380.25;372.75;388.5;367.75
0;5;26.5;405.0;405.0;387.5;372.5
0;5;22.9;NaN;NaN;NaN;NaN
1;5;25.6;230.5;227.0;228.0;237.75
1;5;12.0;210.466346154;218.7375;198.52016129;214.121495327
0;5;17.3;404.049107143;425.625550661;430.662222222;410.918918919
0;5;19.4;403.245614035;402.447826087;401.732758621;394.703056769
0;5;22.5;421.939271255;440.12601626;435.341991342;421.61752988
0;5;25.3;425.78;427.37751004;419.92244898;418.497959184
0;5;26.5;430.9004329;431.608108108;423.834254144;417.675438596
1;5;26.6;193.943925234;194.737864078;217.261904762;210.967889908
1;5;26.0;163.935064935;161.004385965;157.222222222;165.375565611
0;5;27.3;485.692307692;495.971962617;471.391111111;499.836283186
0;5;26.8;471.905063291;477.251121076;498.164502165;465.41875
0;5;25.3;459.25;453.5;453.5;453.0
0;5;25.7;471.230088496;463.084507042;465.395555556;476.809734513
0;5;29.8;535.563559322;534.747863248;538.008547009;537.458515284
1;5;15.6;208.360515021;211.391489362;226.43231441;225.815450644
1;5;22.6;199.1;200.510548523;192.017021277;187.429752066
0;5;24.3;488.99137931;486.487394958;481.034632035;482.327659574
0;5;26.6;522.43776824;508.180257511;518.730941704;537.876068376
