Praznik;Mjesec;Temperatura;PotrosnjaPrije1h;PotrosnjaPrije2h;PotrosnjaPrije3h;Potrosnja
1;1;-4.3;158.5;150.25;150.25;158.0
1;1;-0.5;172.25;171.0;173.0;170.75
0;1;-2.4;403.75;415.25;412.25;405.75
0;1;-1.7;423.75;440.0;451.5;408.25
0;1;-1.7;426.25;433.25;436.5;422.75
1;1;2.1;187.25;186.25;182.75;186.75
0;1;13.1;232.75;233.0;235.75;233.25
1;1;14.4;179.75;181.0;180.25;185.5
1;1;15.2;177.75;176.75;172.0;178.0
0;1;11.1;489.5;492.75;459.5;466.0
0;1;4.3;495.0;486.25;493.25;491.25
0;1;7.0;NaN;472.5;476.25;NaN
0;1;10.1;402.25;419.75;438.666666667;409.0
0;1;12.4;459.25;452.75;444.5;427.75
1;1;12.5;191.5;198.75;209.75;173.25
1;1;9.9;163.0;162.5;158.0;161.5
0;1;10.5;454.75;457.0;463.25;450.0
0;1;4.8;421.0;427.5;445.75;399.0
0;1;2.3;445.25;464.25;452.75;450.0
0;1;3.9;448.25;473.0;448.25;450.0
0;1;2.8;477.25;490.25;500.75;461.0
1;1;0.8;208.0;213.0;204.5;203.5
1;1;1.4;185.75;176.25;172.0;184.25
0;1;1.8;439.25;461.5;450.0;418.25
0;1;1.0;421.75;433.5;451.5;429.0
0;1;7.0;439.5;437.5;455.75;446.25
0;1;2.1;456.75;453.0;440.5;433.5
0;1;0.0;470.75;482.5;483.75;457.75
1;1;0.0;188.75;189.75;188.75;185.0
1;1;0.0;177.0;174.0;170.75;182.75
0;1;-0.4;457.25;444.25;426.5;437.25
0;2;-1.3;429.75;436.0;415.25;421.0
0;2;-2.2;417.25;433.0;419.75;413.75
0;2;1.6;408.5;415.0;401.75;376.25
0;2;7.4;362.0;360.0;384.5;350.75
1;2;15.1;185.75;185.0;184.75;187.5
1;2;13.5;178.25;176.0;174.75;179.0
0;2;17.0;381.25;384.75;366.5;372.0
0;2;14.7;375.25;362.0;361.0;353.5
0;2;11.8;398.0;414.75;398.25;403.75
0;2;10.1;374.0;385.25;392.0;338.75
0;2;16.0;370.5;381.5;380.0;364.75
1;2;5.1;198.25;194.75;189.25;199.0
1;2;4.0;183.5;182.75;180.25;184.0
0;2;2.1;477.5;491.25;478.75;481.5
0;2;0.6;504.0;523.5;500.75;503.0
0;2;3.1;455.75;465.25;480.25;477.25
0;2;3.8;479.0;484.5;483.25;479.25
0;2;4.6;478.75;491.5;491.0;468.0
1;2;7.4;157.5;164.75;165.25;160.25
1;2;6.5;188.25;186.5;179.5;185.5
0;2;-0.1;475.0;490.5;462.75;477.25
0;2;-0.7;458.0;464.25;447.5;458.25
0;2;-0.6;411.75;414.0;404.25;395.25
0;2;1.4;418.25;425.0;402.5;415.75
0;2;2.4;429.25;441.75;445.5;392.0
1;2;1.5;192.25;196.75;205.0;190.5
1;2;-0.3;193.75;189.25;183.75;192.5
0;2;0.1;493.5;495.0;497.5;488.5
0;3;2.3;493.5;496.0;497.0;482.75
0;3;0.5;471.0;472.0;482.5;448.25
0;3;0.0;485.0;488.5;497.0;465.75
0;3;3.7;467.5;467.0;474.0;440.5
1;3;2.8;209.335766423;206.798534799;199.452554745;207.288321168
1;3;5.1;183.959854015;174.531135531;174.996336996;183.248175182
0;3;4.3;450.186131387;456.689781022;438.692307692;443.725274725
0;3;5.7;438.233463035;440.390625;434.482889734;429.922178988
0;3;8.6;461.0703125;457.90625;447.081712062;447.02734375
0;3;15.7;430.792156863;436.726190476;442.848249027;408.175097276
0;3;17.8;427.774319066;440.274509804;454.233463035;417.098039216
1;3;18.0;198.45703125;198.832684825;190.359375;197.7
1;3;15.0;192.220472441;188.47265625;187.684824903;191.498007968
0;3;17.6;455.521568627;458.3984375;472.265625;443.785992218
0;3;19.0;422.25;432.25;431.0;424.5
0;3;10.2;464.5;493.75;503.25;474.0
0;3;15.4;457.5;455.0;465.75;458.0
0;3;12.5;466.0;476.5;487.25;459.25
1;3;7.9;198.25;178.0;175.5;212.0
1;3;10.4;187.25;189.5;189.5;186.0
0;3;8.2;424.5;445.0;433.25;412.25
0;3;13.4;398.0;415.5;407.0;390.75
0;3;16.8;408.25;426.0;427.5;417.75
0;3;19.5;426.5;413.0;411.25;426.0
0;3;23.1;419.25;435.25;433.25;397.0
1;3;19.9;202.5;217.75;247.25;209.5
1;3;15.8;194.75;202.25;196.5;204.0
0;3;11.8;NaN;NaN;NaN;NaN
0;3;14.9;391.0;389.5;387.5;401.75
0;3;17.3;383.5;390.0;407.25;376.5
0;3;19.2;497.0;493.25;489.5;436.0
0;4;19.7;NaN;NaN;NaN;NaN
1;4;21.3;NaN;NaN;NaN;NaN
1;4;21.8;NaN;NaN;NaN;NaN
0;4;23.0;NaN;NaN;NaN;NaN
0;4;16.1;NaN;NaN;NaN;NaN
0;4;18.2;NaN;NaN;NaN;NaN
0;4;26.4;NaN;NaN;NaN;NaN
0;4;19.9;NaN;NaN;NaN;NaN
1;4;22.2;NaN;NaN;NaN;NaN
1;4;18.4;NaN;NaN;NaN;NaN
0;4;18.4;NaN;NaN;NaN;NaN
0;4;24.2;NaN;NaN;NaN;NaN
0;4;14.1;NaN;NaN;NaN;NaN
0;4;14.2;NaN;NaN;NaN;NaN
0;4;13.0;NaN;NaN;NaN;NaN
1;4;14.0;NaN;NaN;NaN;170.333333333
1;4;14.4;157.25;156.75;156.25;158.25
0;4;16.9;411.75;419.0;411.25;413.0
0;4;18.4;428.75;440.0;408.5;422.75
0;4;21.0;388.5;411.5;396.5;398.0
0;4;23.6;413.0;428.0;424.0;393.75
0;4;23.0;322.75;342.5;343.5;303.5
1;4;23.7;163.5;158.0;153.75;156.5
1;4;23.6;145.0;143.75;142.75;144.75
