Praznik;Mjesec;Temperatura;PotrosnjaPrije1h;PotrosnjaPrije2h;PotrosnjaPrije3h;Potrosnja
0;4;19.6;NaN;NaN;NaN;NaN
1;4;20.4;NaN;NaN;NaN;NaN
1;4;20.9;NaN;NaN;NaN;NaN
0;4;21.7;NaN;NaN;NaN;NaN
0;4;14.8;NaN;NaN;NaN;NaN
0;4;16.9;NaN;NaN;NaN;NaN
0;4;24.8;NaN;NaN;NaN;NaN
0;4;18.5;NaN;NaN;NaN;NaN
1;4;23.2;NaN;NaN;NaN;NaN
1;4;16.4;NaN;NaN;NaN;NaN
0;4;18.4;NaN;NaN;NaN;NaN
0;4;24.3;NaN;NaN;NaN;NaN
0;4;13.0;NaN;NaN;NaN;NaN
0;4;14.1;NaN;NaN;NaN;NaN
0;4;12.6;NaN;NaN;NaN;NaN
1;4;12.7;NaN;NaN;NaN;NaN
1;4;14.2;156.25;156.25;156.0;156.75
0;4;17.2;411.25;401.75;390.5;419.0
0;4;19.0;408.5;391.25;374.75;440.0
0;4;20.5;396.5;407.0;389.5;411.5
0;4;22.8;424.0;382.0;365.0;428.0
0;4;22.4;343.5;336.0;340.25;342.5
1;4;22.3;153.75;152.25;155.25;158.0
1;4;23.4;142.75;142.25;140.25;143.75
1;4;21.0;155.0;153.0;148.75;157.0
0;4;14.0;434.5;423.75;410.25;434.75
0;4;16.8;413.75;402.25;374.75;416.0
0;4;16.3;467.0;461.5;425.25;472.333333333
0;4;15.2;441.25;406.0;390.75;448.25
1;4;16.4;173.25;174.75;176.5;170.25
1;5;16.5;150.0;145.0;145.25;158.5
0;5;19.4;391.25;367.5;361.5;393.0
0;5;22.6;370.0;401.75;379.25;367.0
0;5;12.5;396.0;394.5;379.0;398.75
0;5;15.2;362.840163934;352.164179104;329.769633508;385.322097378
0;5;16.6;371.619047619;368.861313869;349.080586081;371.816849817
1;5;21.6;175.393442623;167.43220339;165.864197531;178.18699187
1;5;16.0;176.958677686;173.851239669;150.468619247;174.31120332
0;5;17.8;396.0;378.75;355.75;422.25
0;5;23.0;368.0;352.25;336.75;367.0
0;5;25.1;388.5;394.75;387.5;372.75
0;5;26.8;387.5;360.25;348.75;405.0
0;5;23.1;NaN;NaN;NaN;NaN
1;5;25.2;228.0;233.0;228.0;227.0
1;5;12.8;198.52016129;207.919354839;196.863453815;218.7375
0;5;16.4;430.662222222;404.864864865;378.895652174;425.625550661
0;5;18.0;401.732758621;393.697777778;378.81981982;402.447826087
0;5;21.6;435.341991342;431.96969697;399.546255507;440.12601626
0;5;24.8;419.92244898;400.367713004;386.143478261;427.37751004
0;5;25.8;423.834254144;393.612244898;383.214953271;431.608108108
1;5;27.4;217.261904762;210.132420091;184.208888889;194.737864078
1;5;24.8;157.222222222;155.089686099;150.583333333;161.004385965
0;5;26.4;471.391111111;417.03930131;377.138528139;495.971962617
0;5;26.4;498.164502165;468.194690265;440.674107143;477.251121076
0;5;25.0;453.5;426.75;403.392307692;453.5
0;5;24.2;465.395555556;427.168141593;391.995670996;463.084507042
0;5;28.9;538.008547009;501.298701299;471.256410256;534.747863248
1;5;14.3;226.43231441;216.449579832;234.572052402;211.391489362
1;5;21.2;192.017021277;177.87037037;195.862222222;200.510548523
0;5;23.5;481.034632035;462.911894273;422.472340426;486.487394958
0;5;26.6;518.730941704;409.730769231;382.594827586;508.180257511
