Praznik;Mjesec;Temperatura;PotrosnjaPrije1h;PotrosnjaPrije2h;PotrosnjaPrije3h;Potrosnja
1;1;-4.8;150.25;146.5;145.75;150.25
1;1;-0.9;173.0;167.25;160.0;171.0
0;1;-2.4;412.25;419.25;393.5;415.25
0;1;-2.4;451.5;446.25;436.0;440.0
0;1;-1.9;436.5;423.333333333;407.5;433.25
1;1;1.3;182.75;178.25;176.25;186.25
0;1;13.2;235.75;236.0;225.75;233.0
1;1;13.1;180.25;178.75;171.75;181.0
1;1;15.8;172.0;171.0;166.75;176.75
0;1;11.1;459.5;467.5;448.0;492.75
0;1;4.1;493.25;482.5;446.5;486.25
0;1;6.6;476.25;458.25;441.5;472.5
0;1;8.3;438.666666667;433.0;427.0;419.75
0;1;11.9;444.5;429.5;422.25;452.75
1;1;10.1;209.75;200.5;191.25;198.75
1;1;7.6;158.0;154.75;152.25;162.5
0;1;6.4;463.25;462.25;426.25;457.0
0;1;2.7;445.75;445.25;422.0;427.5
0;1;2.1;452.75;443.0;423.0;464.25
0;1;4.5;448.25;436.0;426.25;473.0
0;1;2.7;500.75;474.25;462.25;490.25
1;1;0.8;204.5;199.5;200.0;213.0
1;1;1.2;172.0;170.75;169.0;176.25
0;1;1.1;450.0;448.75;428.0;461.5
0;1;0.2;451.5;449.0;414.25;433.5
0;1;7.5;455.75;444.5;411.0;437.5
0;1;2.9;440.5;424.75;416.25;453.0
0;1;-0.8;483.75;469.75;457.5;482.5
1;1;-0.7;188.75;185.75;184.25;189.75
1;1;-0.1;170.75;168.25;169.75;174.0
0;1;-0.7;426.5;423.25;398.75;444.25
0;2;-1.4;415.25;397.5;398.25;436.0
0;2;-2.2;419.75;404.75;374.25;433.0
0;2;0.5;401.75;391.0;388.5;415.0
0;2;5.1;384.5;351.75;343.0;360.0
1;2;9.6;184.75;184.5;185.25;185.0
1;2;11.5;174.75;172.75;172.5;176.0
0;2;13.5;366.5;366.75;377.75;384.75
0;2;12.2;361.0;363.75;344.75;362.0
0;2;10.9;398.25;378.75;376.25;414.75
0;2;9.7;392.0;390.25;382.0;385.25
0;2;13.0;380.0;358.0;346.0;381.5
1;2;7.3;189.25;180.5;174.5;194.75
1;2;3.9;180.25;176.25;176.5;182.75
0;2;2.0;478.75;458.0;429.5;491.25
0;2;0.6;500.75;485.75;443.75;523.5
0;2;2.9;480.25;453.5;444.0;465.25
0;2;3.0;483.25;468.0;427.5;484.5
0;2;4.2;491.0;461.5;436.25;491.5
1;2;6.8;165.25;164.75;158.25;164.75
1;2;6.0;179.5;158.25;141.25;186.5
0;2;-0.1;462.75;465.5;443.25;490.5
0;2;-1.4;447.5;431.25;423.75;464.25
0;2;-1.3;404.25;402.75;391.75;414.0
0;2;0.0;402.5;404.5;403.25;425.0
0;2;1.8;445.5;411.75;394.25;441.75
1;2;0.5;205.0;207.5;201.25;196.75
1;2;-0.8;183.75;175.75;170.75;189.25
0;2;0.0;497.5;484.5;448.25;495.0
0;3;1.1;497.0;497.75;446.5;496.0
0;3;0.8;482.5;477.0;447.25;472.0
0;3;-0.6;497.0;476.75;448.0;488.5
0;3;2.9;474.0;462.0;417.75;467.0
1;3;2.8;199.452554745;196.339552239;187.583941606;206.798534799
1;3;4.1;174.996336996;173.919708029;172.396363636;174.531135531
0;3;4.6;438.692307692;436.091240876;400.791970803;456.689781022
0;3;4.8;434.482889734;415.945848375;422.022813688;440.390625
0;3;6.8;447.081712062;430.31640625;405.642023346;457.90625
0;3;12.7;442.848249027;424.296875;396.747081712;436.726190476
0;3;15.4;454.233463035;437.221789883;400.65234375;440.274509804
1;3;16.1;190.359375;187.536964981;186.75;198.832684825
1;3;15.8;187.684824903;184.14453125;182.661478599;188.47265625
0;3;19.2;472.265625;431.72265625;400.515625;458.3984375
0;3;18.5;431.0;423.75;391.75;432.25
0;3;11.0;503.25;479.25;449.25;493.75
0;3;16.7;465.75;457.25;427.0;455.0
0;3;12.1;487.25;464.0;425.5;476.5
1;3;9.1;175.5;172.25;176.5;178.0
1;3;9.8;189.5;187.25;185.25;189.5
0;3;7.1;433.25;439.5;416.75;445.0
0;3;12.9;407.0;424.75;393.25;415.5
0;3;16.6;427.5;407.0;378.75;426.0
0;3;18.3;411.25;389.5;390.25;413.0
0;3;21.5;433.25;418.5;366.5;435.25
1;3;19.6;247.25;253.0;230.0;217.75
1;3;14.6;196.5;193.25;185.5;202.25
0;3;12.0;NaN;NaN;NaN;NaN
0;3;15.1;387.5;389.5;NaN;389.5
0;3;16.5;407.25;415.25;382.25;390.0
0;3;18.8;489.5;434.5;395.75;493.25
