Praznik;Mjesec;Temperatura;PotrosnjaPrije1h;PotrosnjaPrije2h;PotrosnjaPrije3h;Potrosnja
1;1;-5.1;157.25;156.5;163.5;153.0
1;1;-2.8;163.0;160.25;158.0;161.25
0;1;-4.2;224.5;172.75;165.5;284.0
0;1;-2.9;228.25;183.5;179.25;276.5
0;1;-3.4;222.5;182.0;175.75;273.25
1;1;-3.2;167.0;169.0;168.5;165.75
0;1;8.1;192.25;173.5;173.75;195.75
1;1;11.1;171.75;168.0;170.5;170.75
1;1;5.3;166.75;166.0;165.75;164.25
0;1;4.9;214.75;171.5;166.0;266.5
0;1;3.7;229.0;184.5;176.5;278.5
0;1;4.2;NaN;NaN;NaN;NaN
0;1;3.4;241.0;192.5;178.5;312.5
0;1;3.2;218.0;180.75;171.75;254.5
1;1;3.4;179.5;176.5;177.5;178.0
1;1;1.5;158.25;157.0;157.5;154.5
0;1;-1.2;228.25;157.75;153.75;291.5
0;1;-0.6;244.5;178.75;171.25;286.5
0;1;-2.2;237.0;171.5;168.5;275.0
0;1;3.1;249.5;179.5;170.75;280.0
0;1;1.3;243.0;179.75;169.25;285.5
1;1;-0.4;181.25;166.0;168.25;178.25
1;1;-3.5;177.0;168.0;171.75;171.25
0;1;-4.1;238.25;176.25;163.5;290.25
0;1;-3.0;228.0;172.0;170.5;275.75
0;1;-1.1;227.0;185.25;174.75;265.25
0;1;1.7;234.0;180.5;169.5;278.75
0;1;-1.0;236.75;186.5;172.25;283.5
1;1;-3.1;185.25;171.25;174.5;188.75
1;1;-2.0;172.5;167.75;169.0;171.0
0;1;-1.4;230.75;171.5;165.0;277.5
0;2;-2.6;259.75;190.0;183.5;289.5
0;2;-3.6;243.25;184.0;178.75;286.25
0;2;-2.3;250.25;191.0;186.75;281.5
0;2;-4.5;237.75;187.5;177.5;270.75
1;2;-2.8;178.0;168.25;168.25;189.75
1;2;-2.8;177.5;170.25;169.25;170.75
0;2;-2.2;215.25;177.0;167.75;268.25
0;2;-2.6;234.0;186.5;178.5;292.25
0;2;2.2;230.75;182.5;176.25;274.5
0;2;-1.4;228.5;186.75;178.0;273.0
0;2;-2.1;223.0;182.75;184.5;261.25
1;2;9.6;179.25;174.75;174.5;170.75
1;2;2.4;185.0;185.75;186.0;176.25
0;2;1.4;247.25;188.0;180.75;286.5
0;2;0.6;260.5;189.0;186.75;285.25
0;2;0.7;254.5;197.0;193.75;303.0
0;2;2.0;255.0;191.75;189.25;306.5
0;2;2.9;247.25;186.25;182.75;293.0
1;2;0.8;184.5;176.0;174.5;164.25
1;2;0.6;146.0;146.25;148.25;142.75
0;2;-1.7;239.0;188.25;180.0;280.0
0;2;-2.8;247.5;190.5;187.5;286.75
0;2;-5.4;236.25;187.75;181.5;278.5
0;2;-5.4;222.75;183.25;175.75;268.5
0;2;-6.7;243.25;186.0;180.75;264.75
1;2;-1.4;180.75;177.0;176.75;173.25
1;2;-2.0;175.75;175.25;176.5;170.5
0;2;-1.3;243.0;183.75;178.75;282.5
0;3;-0.1;247.25;195.0;188.5;298.5
0;3;0.1;240.75;188.5;187.0;307.75
0;3;-1.8;237.5;185.0;181.5;281.0
0;3;0.1;240.0;178.5;175.0;266.5
1;3;0.3;182.467153285;178.2;174.5;180.390510949
1;3;-1.5;171.959854015;175.287313433;173.912408759;170.087912088
0;3;1.0;226.282051282;195.084249084;174.054744526;252.45620438
0;3;-2.3;246.064981949;195.707581227;184.25631769;283.614814815
0;3;-2.3;243.1875;205.49609375;187.13229572;277.30078125
0;3;-1.2;241.921875;200.98046875;192.941634241;285.902723735
0;3;2.8;234.234375;201.3125;184.266932271;275.3125
1;3;5.1;189.330708661;184.019685039;183.21875;183.99609375
1;3;9.3;181.723735409;184.0078125;185.122047244;180.7421875
0;3;14.2;248.57480315;191.399209486;185.178988327;294.76953125
0;3;9.9;237.25;186.5;186.0;284.0
0;3;9.7;242.0;186.75;184.75;283.75
0;3;10.5;241.0;188.75;183.5;295.25
0;3;8.1;245.25;189.75;186.5;292.75
1;3;5.8;194.25;183.75;184.5;187.75
1;3;4.7;180.5;182.25;181.25;177.5
0;3;3.8;231.25;190.0;181.75;282.75
0;3;3.6;236.0;197.75;184.0;265.0
0;3;5.2;233.25;198.25;185.5;261.0
0;3;9.4;227.5;200.0;193.5;261.75
0;3;7.8;224.75;192.5;188.25;257.75
1;3;12.3;189.0;182.5;183.75;194.25
1;3;10.6;185.5;184.25;193.0;179.0
0;3;9.7;NaN;NaN;NaN;NaN
0;3;8.9;NaN;NaN;NaN;NaN
0;3;6.8;245.75;192.0;197.0;273.0
0;3;10.1;253.5;201.5;193.75;281.75
0;4;9.5;NaN;NaN;NaN;NaN
1;4;11.6;NaN;NaN;NaN;NaN
1;4;13.2;NaN;NaN;NaN;NaN
0;4;14.0;NaN;NaN;NaN;NaN
0;4;9.9;NaN;NaN;NaN;NaN
0;4;12.1;NaN;NaN;NaN;NaN
0;4;13.1;NaN;NaN;NaN;NaN
0;4;15.5;NaN;NaN;NaN;NaN
1;4;14.3;NaN;NaN;NaN;NaN
1;4;12.3;NaN;NaN;NaN;NaN
0;4;13.0;NaN;NaN;NaN;NaN
0;4;16.5;NaN;NaN;NaN;NaN
0;4;7.9;NaN;NaN;NaN;NaN
0;4;7.1;NaN;NaN;NaN;NaN
0;4;9.1;NaN;NaN;NaN;NaN
1;4;9.3;NaN;NaN;NaN;NaN
1;4;10.5;158.25;147.0;148.0;154.25
0;4;10.2;203.25;146.25;142.0;239.5
0;4;11.5;204.75;160.5;152.25;254.5
0;4;11.9;208.0;165.0;157.0;243.75
0;4;12.8;211.0;157.0;149.75;244.5
0;4;14.2;187.25;153.5;151.0;241.0
1;4;14.6;149.0;144.75;145.25;151.0
1;4;17.2;136.5;139.75;141.25;136.25
1;4;14.2;141.25;136.0;139.0;143.5
0;4;12.2;196.75;143.5;139.75;238.25
0;4;14.8;209.75;150.0;149.25;235.5
0;4;11.9;208.5;152.25;150.0;236.5
0;4;12.5;219.75;164.5;156.75;259.75
1;4;13.3;156.0;163.0;160.0;158.0
1;5;13.1;145.5;154.25;159.25;145.0
0;5;13.3;189.5;157.25;150.5;214.0
0;5;17.0;186.5;158.75;151.75;231.0
0;5;9.3;NaN;NaN;NaN;NaN
0;5;12.1;191.5;158.0;152.75;220.25
0;5;11.7;198.981684982;158.065693431;156.062043796;236.149635036
1;5;12.5;159.253061224;149.567901235;150.008163265;159.404958678
1;5;16.4;142.547325103;145.228215768;150.520491803;144.545081967
0;5;13.9;205.25;150.0;150.75;225.5
0;5;16.3;206.0;153.5;151.25;227.5
0;5;18.3;222.5;159.75;155.0;244.0
0;5;16.9;219.0;164.25;161.0;229.25
0;5;17.8;NaN;NaN;NaN;NaN
1;5;18.7;NaN;NaN;NaN;NaN
1;5;15.8;171.5;173.0;173.25;178.650684932
0;5;14.6;240.599190283;187.472;173.581300813;293.518218623
0;5;16.0;207.514423077;150.926829268;152.33877551;244.62
0;5;15.3;203.697777778;150.533632287;143.608695652;247.273542601
0;5;19.2;215.123505976;150.024390244;144.588709677;251.067460317
0;5;20.6;204.115555556;155.410714286;152.920704846;221.004385965
1;5;21.3;164.78440367;142.610091743;147.751152074;166.056074766
1;5;16.3;143.286956522;143.703539823;143.858369099;143.81938326
0;5;20.4;195.561085973;154.219827586;145.964285714;246.187793427
0;5;20.7;198.013043478;159.46460177;155.8125;263.487068966
0;5;22.9;204.401785714;163.054545455;158.391304348;256.947136564
0;5;19.6;204.205240175;156.403669725;153.752212389;251.907079646
0;5;20.9;205.259574468;163.587234043;160.783549784;257.086956522
1;5;12.6;163.329113924;155.360515021;154.343220339;161.088495575
1;5;16.7;144.406779661;145.411016949;148.257383966;145.35021097
0;5;19.3;199.940425532;164.17721519;150.863436123;262.611814346
0;5;22.0;208.829787234;167.877637131;160.301724138;250.122881356
