Praznik;Mjesec;Temperatura;PotrosnjaPrije1h;PotrosnjaPrije2h;PotrosnjaPrije3h;Potrosnja
0;2;1.2;424.5;476.0;481.5;372.25
0;2;0.3;427.5;489.75;503.0;373.0
0;2;3.6;406.5;452.75;477.25;375.25
0;2;3.8;419.25;462.75;479.25;372.0
0;2;3.5;392.5;443.75;468.0;337.75
1;2;5.9;149.5;158.5;160.25;161.75
1;2;4.8;185.25;185.75;185.5;194.25
0;2;-1.1;396.0;443.0;477.25;359.75
0;2;-0.6;410.5;435.75;458.25;374.75
0;2;-1.4;358.0;402.75;395.25;336.0
0;2;-0.2;356.25;382.0;415.75;338.25
0;2;-0.3;332.5;352.0;392.0;310.5
1;2;-0.2;188.25;190.25;190.5;189.25
1;2;-0.8;199.0;195.75;192.5;206.25
0;2;0.0;407.5;468.75;488.5;357.5
0;3;1.2;417.0;449.5;482.75;379.25
0;3;-1.0;418.25;439.5;448.25;373.25
0;3;0.1;413.5;447.25;465.75;363.25
0;3;1.8;364.0;413.5;440.5;325.0
1;3;2.1;195.578754579;199.671532847;207.288321168;196.834558824
1;3;5.0;NaN;182.151515152;183.248175182;180.767241379
0;3;2.5;365.569343066;403.912408759;443.725274725;341.208029197
0;3;3.5;355.933333333;390.8;429.922178988;331.832684825
0;3;6.8;360.151750973;431.05859375;447.02734375;338.345098039
0;3;11.5;356.26;391.6015625;408.175097276;337.01953125
0;3;15.0;355.0078125;395.326848249;417.098039216;321.241245136
1;3;15.0;197.25390625;197.682352941;197.7;200.97254902
1;3;14.6;202.57421875;195.19140625;191.498007968;210.207843137
0;3;17.0;374.59375;418.9453125;443.785992218;339.471698113
0;3;17.9;420.75;432.25;424.5;374.0
0;3;11.0;433.75;477.75;474.0;372.25
0;3;14.7;390.0;429.5;458.0;339.25
0;3;9.8;418.0;436.25;459.25;364.0
1;3;6.6;205.0;217.25;212.0;196.5
1;3;8.1;190.0;188.5;186.0;189.0
0;3;7.8;342.5;406.25;412.25;307.5
0;3;11.7;338.25;385.75;390.75;322.0
0;3;15.0;340.5;407.25;417.75;294.75
0;3;18.1;374.25;422.5;426.0;333.75
0;3;19.4;363.25;374.5;397.0;312.75
1;3;17.7;207.75;206.75;209.5;199.5
1;3;13.8;202.25;201.25;204.0;194.25
0;3;11.2;NaN;NaN;NaN;NaN
0;3;13.9;375.75;414.5;401.75;297.25
0;3;15.4;326.0;377.0;376.5;282.0
0;3;17.8;319.25;368.25;436.0;279.75
0;4;18.6;NaN;NaN;NaN;NaN
1;4;19.4;NaN;NaN;NaN;NaN
1;4;20.3;NaN;NaN;NaN;NaN
0;4;17.5;NaN;NaN;NaN;NaN
0;4;14.5;NaN;NaN;NaN;NaN
0;4;16.8;NaN;NaN;NaN;NaN
0;4;25.3;NaN;NaN;NaN;NaN
0;4;20.1;NaN;NaN;NaN;NaN
1;4;20.0;NaN;NaN;NaN;NaN
1;4;17.1;NaN;NaN;NaN;NaN
0;4;17.5;NaN;NaN;NaN;NaN
0;4;19.4;NaN;NaN;NaN;NaN
0;4;11.5;NaN;NaN;NaN;NaN
0;4;11.6;NaN;NaN;NaN;NaN
0;4;11.9;NaN;NaN;NaN;NaN
1;4;11.7;163.25;172.75;170.333333333;163.75
1;4;14.2;152.5;160.75;158.25;151.5
0;4;15.6;312.25;381.5;413.0;252.25
0;4;17.1;335.0;380.0;422.75;301.5
0;4;19.8;332.5;371.0;398.0;291.0
0;4;22.8;312.5;358.0;393.75;280.25
0;4;22.2;232.0;278.5;303.5;184.0
1;4;21.9;151.5;154.0;156.5;151.25
1;4;21.5;147.75;145.5;144.75;152.75
1;4;20.4;157.75;157.0;160.75;159.5
0;4;13.9;356.5;394.0;420.75;312.25
0;4;15.9;367.25;408.5;409.5;320.0
0;4;14.8;373.5;417.5;435.0;324.5
0;4;14.7;339.25;379.5;414.0;287.5
1;4;18.4;176.25;175.0;166.25;175.5
1;5;13.3;156.25;163.25;162.25;157.25
0;5;18.9;292.75;330.25;364.5;249.5
0;5;13.4;317.5;378.0;373.5;274.75
0;5;12.8;317.75;367.5;380.25;264.5
0;5;14.7;325.919413919;386.911111111;388.558052434;284.802197802
0;5;17.6;302.072033898;352.313953488;353.820224719;264.07755102
1;5;21.5;166.134693878;170.655737705;169.679012346;162.049180328
1;5;9.7;174.917073171;181.518672199;178.18487395;167.209756098
0;5;18.7;288.0;324.5;365.75;254.0
0;5;22.6;332.5;377.75;356.5;277.5
0;5;23.6;317.25;347.75;367.75;255.0
0;5;25.6;311.5;359.75;372.5;250.75
0;5;22.3;NaN;NaN;NaN;NaN
1;5;25.6;222.75;237.0;237.75;227.75
1;5;11.1;201.519047619;214.696682464;214.121495327;205.523148148
0;5;16.7;333.786069652;384.388127854;410.918918919;296.175609756
0;5;18.6;346.618025751;394.145299145;394.703056769;310.888412017
0;5;21.4;329.983471074;394.723577236;421.61752988;289.966942149
0;5;24.7;346.004065041;397.755102041;418.497959184;289.619834711
0;5;25.0;322.785714286;379.03125;417.675438596;268.533039648
1;5;17.8;192.620853081;211.469194313;210.967889908;187.259803922
1;5;25.2;164.799107143;169.952173913;165.375565611;168.623318386
0;5;22.5;369.395348837;476.127272727;499.836283186;331.171171171
0;5;26.3;379.592105263;457.556053812;465.41875;331.547826087
0;5;24.1;372.25;430.0;453.0;320.0
0;5;25.7;370.398230088;435.008849558;476.809734513;320.612068966
0;5;28.7;438.309734513;526.431623932;537.458515284;389.225531915
1;5;15.6;172.399122807;206.692307692;225.815450644;167.145833333
1;5;21.9;175.132478632;192.88362069;187.429752066;165.948717949
0;5;24.4;365.622881356;456.848101266;482.327659574;315.49137931
0;5;23.9;453.812765957;526.0969163;537.876068376;380.787234043
