Praznik;Mjesec;Temperatura;PotrosnjaPrije1h;PotrosnjaPrije2h;PotrosnjaPrije3h;Potrosnja
1;1;-4.2;162.5;158.25;158.0;164.25
1;1;-0.5;179.25;172.25;170.75;184.5
0;1;-1.9;380.0;406.5;405.75;348.5
0;1;-4.7;387.0;402.0;408.25;355.75
0;1;-2.0;393.5;413.25;422.75;362.25
1;1;3.8;198.25;194.75;186.75;197.75
0;1;11.8;237.5;227.5;233.25;230.75
1;1;12.6;193.75;189.0;185.5;202.25
1;1;11.7;183.0;176.5;178.0;192.75
0;1;8.4;403.75;451.75;466.0;346.5
0;1;4.1;416.25;458.25;491.25;369.0
0;1;3.0;375.25;413.0;NaN;341.0
0;1;7.1;397.5;441.5;409.0;358.5
0;1;7.3;391.5;422.25;427.75;355.5
1;1;6.2;174.0;166.0;173.25;189.0
1;1;5.0;164.0;162.5;161.5;175.75
0;1;4.5;388.0;431.25;450.0;357.5
0;1;1.6;362.75;386.75;399.0;334.25
0;1;3.1;422.0;464.25;450.0;368.0
0;1;3.7;425.5;471.25;450.0;390.0
0;1;1.7;412.75;449.5;461.0;340.5
1;1;-0.3;205.5;205.5;203.5;206.0
1;1;0.4;185.25;183.0;184.25;200.75
0;1;-1.1;356.5;388.75;418.25;335.5
0;1;0.5;361.5;406.5;429.0;338.5
0;1;3.2;383.0;428.25;446.25;350.0
0;1;1.1;346.5;415.0;433.5;315.75
0;1;-0.6;380.25;445.25;457.75;343.75
1;1;-0.2;191.5;192.75;185.0;197.0
1;1;-0.3;187.0;190.75;182.75;188.75
0;1;-1.2;354.5;414.5;437.25;313.25
0;2;-3.0;345.75;393.25;421.0;306.5
0;2;-3.1;333.5;397.25;413.75;308.5
0;2;-0.9;316.25;356.75;376.25;301.0
0;2;4.7;286.25;333.5;350.75;277.5
1;2;5.3;181.25;181.0;187.5;181.25
1;2;5.5;175.25;180.25;179.0;185.25
0;2;7.2;300.75;365.0;372.0;293.75
0;2;10.4;294.25;345.75;353.5;276.5
0;2;7.4;306.75;372.0;403.75;280.5
0;2;5.9;294.75;326.75;338.75;280.5
0;2;11.1;287.5;331.0;364.75;278.75
1;2;4.6;198.75;200.0;199.0;204.0
1;2;1.8;184.25;182.25;184.0;191.0
