Praznik;Mjesec;Temperatura;PotrosnjaPrije1h;PotrosnjaPrije2h;PotrosnjaPrije3h;Potrosnja
1;3;4.6;186.175182482;180.767241379;NaN;182.795620438
0;3;-1.0;333.666666667;341.208029197;365.569343066;300.379562044
0;3;-1.4;315.847058824;331.832684825;355.933333333;266.708
0;3;1.3;336.25;338.345098039;360.151750973;276.04296875
0;3;5.4;336.76171875;337.01953125;356.26;302.57421875
0;3;11.8;307.01953125;321.241245136;355.0078125;275.25
1;3;13.7;211.643137255;200.97254902;197.25390625;208.1640625
1;3;12.8;215.575875486;210.207843137;202.57421875;209.822834646
0;3;15.0;329.25;339.471698113;374.59375;287.25
0;3;15.8;348.75;374.0;420.75;301.0
0;3;11.1;341.5;372.25;433.75;291.75
0;3;13.5;334.75;339.25;390.0;301.75
0;3;8.1;320.0;364.0;418.0;276.25
1;3;5.9;201.0;196.5;205.0;208.5
1;3;7.0;198.5;189.0;190.0;206.0
0;3;3.8;287.5;307.5;342.5;261.5
0;3;5.9;331.25;322.0;338.25;276.5
0;3;12.5;274.25;294.75;340.5;254.5
0;3;11.4;315.25;333.75;374.25;280.0
0;3;16.2;307.25;312.75;363.25;273.75
1;3;14.9;205.5;199.5;207.75;207.0
1;3;13.2;193.75;194.25;202.25;205.25
0;3;9.8;NaN;NaN;NaN;NaN
0;3;8.8;252.25;297.25;375.75;245.0
0;3;9.3;260.25;282.0;326.0;249.25
0;3;11.7;264.75;279.75;319.25;243.0
0;4;14.3;NaN;NaN;NaN;NaN
1;4;14.0;NaN;NaN;NaN;NaN
1;4;14.6;NaN;NaN;NaN;NaN
0;4;12.9;NaN;NaN;NaN;NaN
0;4;9.7;NaN;NaN;NaN;NaN
0;4;12.1;NaN;NaN;NaN;NaN
0;4;21.6;NaN;NaN;NaN;NaN
0;4;14.5;NaN;NaN;NaN;NaN
1;4;14.2;NaN;NaN;NaN;NaN
1;4;11.9;NaN;NaN;NaN;NaN
0;4;13.0;NaN;NaN;NaN;NaN
0;4;8.9;NaN;NaN;NaN;NaN
0;4;6.7;NaN;NaN;NaN;NaN
0;4;9.9;NaN;NaN;NaN;NaN
0;4;9.6;NaN;NaN;NaN;NaN
1;4;10.4;167.25;163.75;163.25;174.25
1;4;8.8;156.0;151.5;152.5;158.75
0;4;9.6;238.0;252.25;312.25;215.75
0;4;10.7;268.0;301.5;335.0;214.75
0;4;13.6;245.25;291.0;332.5;227.5
0;4;14.8;261.75;280.25;312.5;235.75
0;4;15.0;173.5;184.0;232.0;164.5
1;4;19.9;152.5;151.25;151.5;150.75
1;4;18.0;151.0;152.75;147.75;151.25
1;4;15.9;160.75;159.5;157.75;161.75
0;4;14.2;291.0;312.25;356.5;248.5
0;4;15.5;287.5;320.0;367.25;254.75
0;4;13.6;290.75;324.5;373.5;260.5
0;4;12.7;243.25;287.5;339.25;203.5
1;4;15.9;185.25;175.5;176.25;175.25
1;5;12.9;161.5;157.25;156.25;166.25
0;5;13.8;215.25;249.5;292.75;201.25
0;5;11.0;264.25;274.75;317.5;222.75
0;5;9.7;225.75;264.5;317.75;190.5
0;5;10.4;231.626373626;284.802197802;325.919413919;198.156934307
0;5;12.4;236.357142857;264.07755102;302.072033898;209.738589212
1;5;15.6;161.407407407;162.049180328;166.134693878;163.433884298
1;5;9.5;167.234042553;167.209756098;174.917073171;161.327659574
0;5;14.7;220.75;254.0;288.0;198.5
0;5;16.3;218.5;277.5;332.5;200.75
0;5;17.4;229.0;255.0;317.25;209.25
0;5;19.0;233.0;250.75;311.5;206.5
0;5;19.4;NaN;NaN;NaN;NaN
1;5;22.5;219.75;227.75;222.75;205.0
1;5;10.6;213.796460177;205.523148148;201.519047619;207.502242152
0;5;13.8;266.180094787;296.175609756;333.786069652;229.693023256
0;5;16.5;288.942731278;310.888412017;346.618025751;245.654867257
0;5;18.3;264.042372881;289.966942149;329.983471074;237.445945946
0;5;19.4;278.479820628;289.619834711;346.004065041;243.601851852
0;5;21.1;216.103004292;268.533039648;322.785714286;186.670995671
1;5;18.0;179.942307692;187.259803922;192.620853081;179.823529412
1;5;17.7;173.389423077;168.623318386;164.799107143;171.0
0;5;19.9;280.230088496;331.171171171;369.395348837;262.793577982
0;5;21.2;291.057268722;331.547826087;379.592105263;233.034632035
0;5;20.8;270.75;320.0;372.25;239.5
0;5;20.5;259.308370044;320.612068966;370.398230088;216.688596491
0;5;25.3;293.276595745;389.225531915;438.309734513;208.215859031
1;5;14.7;168.755458515;167.145833333;172.399122807;168.439130435
1;5;16.8;162.886075949;165.948717949;175.132478632;161.483050847
0;5;20.3;267.725321888;315.49137931;365.622881356;228.415584416
0;5;22.2;301.939914163;380.787234043;453.812765957;231.356223176
