Praznik;Mjesec;Temperatura;PotrosnjaPrije1h;PotrosnjaPrije2h;PotrosnjaPrije3h;Potrosnja
1;1;-4.0;165.0;164.25;162.5;167.0
1;1;-0.7;184.5;184.5;179.25;184.25
0;1;-2.0;321.25;348.5;380.0;271.0
0;1;-2.8;323.5;355.75;387.0;263.0
0;1;-2.2;330.25;362.25;393.5;267.5
1;1;2.3;197.0;197.75;198.25;195.25
0;1;11.0;216.0;230.75;237.5;206.25
1;1;12.0;198.5;202.25;193.75;198.25
1;1;12.4;194.25;192.75;183.0;192.75
0;1;6.4;300.75;346.5;403.75;254.0
0;1;4.1;322.25;369.0;416.25;281.0
0;1;1.0;323.25;341.0;375.25;284.75
0;1;7.0;344.5;358.5;397.5;291.25
0;1;4.7;294.5;355.5;391.5;264.5
1;1;4.0;187.25;189.0;174.0;182.5
1;1;2.9;180.75;175.75;164.0;179.75
0;1;3.4;320.75;357.5;388.0;256.5
0;1;0.4;311.25;334.25;362.75;257.0
0;1;3.2;341.25;368.0;422.0;283.75
0;1;3.5;325.75;390.0;425.5;264.25
0;1;1.3;288.0;340.5;412.75;242.25
1;1;-0.6;205.25;206.0;205.5;196.75
1;1;0.6;206.25;200.75;185.25;201.75
0;1;-2.3;320.75;335.5;356.5;290.0
0;1;-0.4;322.5;338.5;361.5;296.0
0;1;1.5;323.0;350.0;383.0;279.25
0;1;0.9;307.25;315.75;346.5;268.0
0;1;-0.3;293.25;343.75;380.25;242.5
1;1;-0.4;192.5;197.0;191.5;190.0
1;1;-0.8;186.0;188.75;187.0;182.5
0;1;-1.4;295.5;313.25;354.5;257.5
0;2;-3.9;277.5;306.5;345.75;249.25
0;2;-5.0;282.5;308.5;333.5;246.25
0;2;-2.7;273.0;301.0;316.25;242.5
0;2;-0.2;254.5;277.5;286.25;222.75
1;2;1.4;186.75;181.25;181.25;185.25
1;2;2.5;191.0;185.25;175.25;188.25
0;2;3.6;265.25;293.75;300.75;238.0
0;2;6.4;265.0;276.5;294.25;233.0
0;2;3.3;269.5;280.5;306.75;243.75
0;2;3.0;265.5;280.5;294.75;244.5
0;2;9.0;256.75;278.75;287.5;228.0
1;2;3.7;202.0;204.0;198.75;199.0
1;2;1.9;196.0;191.0;184.25;188.75
0;2;1.0;325.0;372.25;424.5;276.5
0;2;0.4;339.5;373.0;427.5;281.5
0;2;4.5;333.0;375.25;406.5;282.5
0;2;3.8;364.5;372.0;419.25;317.25
0;2;3.6;303.5;337.75;392.5;271.25
1;2;5.4;168.25;161.75;149.5;171.5
1;2;3.3;202.75;194.25;185.25;209.5
0;2;-1.4;334.5;359.75;396.0;303.5
0;2;-1.1;330.25;374.75;410.5;275.5
0;2;-2.4;323.0;336.0;358.0;257.75
0;2;-2.9;342.75;338.25;356.25;295.0
0;2;-0.5;285.5;310.5;332.5;248.0
1;2;-2.6;199.25;189.25;188.25;194.25
1;2;-1.1;218.75;206.25;199.0;213.25
0;2;0.0;324.75;357.5;407.5;283.5
0;3;0.9;329.0;379.25;417.0;282.75
0;3;-1.4;318.5;373.25;418.25;270.25
0;3;0.4;324.0;363.25;413.5;277.0
0;3;-1.1;298.5;325.0;364.0;247.0
1;3;1.8;201.428571429;196.834558824;195.578754579;203.642335766
