Praznik;Mjesec;Temperatura;PotrosnjaPrije1h;PotrosnjaPrije2h;PotrosnjaPrije3h;Potrosnja
0;2;3.5;184.0;190.0;193.75;183.5
1;2;3.9;186.75;186.0;182.25;185.25
1;2;1.1;151.75;152.5;151.25;151.75
0;2;0.7;185.5;189.5;188.75;184.25
0;2;-2.8;191.25;198.5;204.5;190.75
0;2;-2.4;180.5;186.25;188.25;181.25
0;2;-7.2;176.0;182.25;187.5;174.0
0;2;-7.2;184.0;189.0;194.0;179.5
1;2;-1.3;190.25;192.25;192.0;184.25
1;2;-2.2;184.5;182.25;180.5;185.25
0;2;-1.3;182.25;184.75;190.5;181.5
0;3;0.1;188.5;195.5;202.5;188.25
0;3;1.1;193.25;200.0;205.75;189.25
0;3;-1.9;182.25;188.5;191.75;180.75
0;3;-0.1;184.0;187.5;191.25;176.75
1;3;-0.2;182.5;179.0;180.25;179.0
1;3;-2.8;178.073260073;181.076642336;180.649635036;179.452554745
0;3;1.1;172.286764706;172.344322344;176.0;171.682481752
0;3;-4.5;187.018050542;191.03649635;197.799270073;183.963898917
0;3;-4.8;188.80859375;197.019455253;196.46184739;186.876494024
0;3;-2.8;195.73151751;197.765625;203.054474708;195.62890625
0;3;0.3;188.031128405;195.435797665;197.62109375;186.175097276
1;3;6.0;191.984375;193.276264591;194.34765625;190.417670683
1;3;9.3;189.128404669;189.84375;191.875;188.763052209
0;3;10.8;185.7265625;188.32421875;188.40234375;184.688715953
0;3;10.2;190.75;199.25;202.0;188.0
0;3;7.7;190.25;193.75;195.5;186.25
0;3;11.1;192.0;199.0;201.25;187.0
0;3;5.1;191.5;197.5;202.75;188.0
1;3;5.9;192.25;190.0;191.25;186.5
1;3;5.7;188.5;188.0;185.5;186.25
0;3;4.9;182.0;181.0;185.75;181.5
0;3;0.2;184.0;190.25;192.0;184.75
0;3;1.7;186.5;194.5;196.25;187.25
0;3;4.8;199.25;201.75;198.5;194.25
0;3;4.5;193.5;199.75;210.25;189.25
1;3;12.1;193.75;190.75;192.75;187.75
1;3;10.2;195.0;192.75;190.25;NaN
0;3;6.1;NaN;NaN;187.5;NaN
0;3;8.3;NaN;NaN;NaN;NaN
0;3;3.7;190.75;191.25;198.75;191.5
0;3;4.9;196.75;206.0;203.25;193.25
0;4;5.9;NaN;NaN;208.0;NaN
1;4;8.4;NaN;NaN;NaN;NaN
1;4;9.2;NaN;NaN;NaN;NaN
0;4;9.8;NaN;NaN;NaN;NaN
0;4;10.3;NaN;NaN;NaN;NaN
0;4;5.7;NaN;NaN;NaN;NaN
0;4;8.3;NaN;NaN;NaN;NaN
0;4;15.6;NaN;NaN;NaN;NaN
1;4;12.1;NaN;NaN;NaN;NaN
1;4;6.3;NaN;NaN;NaN;NaN
0;4;6.8;NaN;NaN;NaN;NaN
0;4;8.2;NaN;NaN;NaN;NaN
0;4;6.7;NaN;NaN;NaN;NaN
0;4;7.7;NaN;NaN;NaN;NaN
0;4;5.8;NaN;NaN;NaN;NaN
1;4;8.9;NaN;NaN;NaN;NaN
1;4;8.6;144.25;151.0;157.75;147.75
0;4;5.3;143.75;146.25;148.5;141.5
0;4;7.3;154.25;158.75;164.25;151.75
0;4;5.8;160.5;168.0;171.0;157.0
0;4;7.6;158.25;162.75;170.25;152.5
0;4;7.9;153.5;160.25;170.0;151.5
1;4;9.1;152.5;151.75;152.5;146.25
1;4;15.1;142.0;143.25;144.25;143.0
1;4;10.9;148.0;148.75;150.0;143.25
0;4;13.7;143.25;153.0;157.75;141.75
0;4;12.6;149.5;158.5;156.75;150.25
0;4;13.0;153.0;155.5;163.75;152.5
0;4;11.2;159.75;169.25;173.5;158.75
1;4;12.1;163.0;161.25;159.75;159.75
1;5;11.2;183.75;188.0;193.5;179.0
0;5;9.0;158.25;159.75;161.0;152.75
0;5;12.2;152.0;153.25;160.25;150.75
0;5;6.6;168.75;174.25;172.75;167.0
0;5;4.5;155.75;165.25;164.75;154.75
0;5;4.5;157.644688645;161.270072993;168.547794118;154.620437956
1;5;6.9;158.765432099;164.452674897;165.319148936;155.367768595
1;5;8.3;159.057142857;160.172131148;161.214285714;156.493775934
0;5;6.6;157.0;160.25;160.642857143;150.75
0;5;11.2;153.25;154.0;162.75;152.25
0;5;9.7;160.5;166.75;169.5;158.5
0;5;10.5;166.75;174.5;179.75;165.0
0;5;18.2;NaN;NaN;178.5;NaN
1;5;13.1;NaN;NaN;NaN;NaN
1;5;13.6;192.0;196.8;206.0;187.25
0;5;9.8;182.482071713;186.187755102;191.850202429;179.93877551
0;5;13.5;158.233050847;164.068181818;175.06;154.858870968
0;5;13.8;151.431718062;157.226086957;168.566371681;150.49339207
0;5;12.3;149.807228916;155.0;165.532520325;145.241935484
0;5;14.4;156.844262295;164.175438596;170.515418502;154.791878173
1;5;14.8;155.493150685;159.963800905;164.962962963;152.966824645
1;5;12.2;146.732142857;153.584745763;153.483870968;147.353982301
0;5;15.0;148.236363636;154.251184834;160.933014354;147.823529412
0;5;16.0;162.236607143;167.793859649;175.762790698;157.113537118
0;5;16.0;161.165938865;171.017699115;180.052863436;160.386666667
0;5;14.5;160.5;166.5;172.0;157.5
0;5;14.8;172.538793103;176.770562771;181.857777778;163.029535865
1;5;13.6;169.037815126;169.575757576;174.153508772;161.513043478
1;5;10.2;155.098712446;155.551724138;156.004347826;155.560869565
0;5;11.5;154.68487395;154.628820961;155.92173913;149.769911504
0;5;14.8;163.360515021;174.811158798;183.83982684;162.868644068
