Podaci 15-minutnih optereæenja za: 18.4.2011.
 Vrijeme   Interval  P15(kW)  Q15(kVAr)
00:03:09,       0,     147,      15
00:18:09,       1,     146,      13
00:33:09,       2,     146,      11
00:48:09,       3,     146,      11
01:03:09,       4,     146,       9
01:18:09,       5,     144,      11
01:33:09,       6,     143,      10
01:48:09,       7,     142,      10
02:03:09,       8,     142,       9
02:18:09,       9,     140,       9
02:33:09,      10,     143,      10
02:48:09,      11,     141,      10
03:03:09,      12,     142,      10
03:18:09,      13,     142,      10
03:33:09,      14,     145,      11
03:48:09,      15,     141,       8
04:03:09,      16,     142,       9
04:18:09,      17,     143,       8
04:33:09,      18,     140,       8
04:48:09,      19,     143,       8
05:03:08,      20,     142,       8
05:18:08,      21,     141,       8
05:33:08,      22,     146,      12
05:48:08,      23,     156,      15
06:03:08,      24,     173,      22
06:18:08,      25,     205,      32
06:33:08,      26,     212,      37
06:48:08,      27,     223,      37
07:03:08,      28,     207,      32
07:18:08,      29,     215,      36
07:33:08,      30,     259,      48
07:48:08,      31,     277,      65
08:03:07,      32,     284,      62
08:18:07,      33,     321,      62
08:33:07,      34,     341,      60
08:48:07,      35,     353,      61
09:03:07,      36,     375,      64
09:18:07,      37,     402,      85
09:33:07,      38,     390,      77
09:48:07,      39,     395,      79
10:03:07,      40,     393,      80
10:18:07,      41,     412,      88
10:33:07,      42,     405,      88
10:48:07,      43,     397,      93
11:03:07,      44,     415,     100
11:18:07,      45,     407,     102
11:33:07,      46,     411,     101
11:48:07,      47,     412,      93
12:03:07,      48,     433,     101
12:18:07,      49,     416,      90
12:33:07,      50,     421,      82
12:48:07,      51,     406,      83
13:03:08,      52,     412,      84
13:18:09,      53,     405,      82
13:33:12,      54,     404,      87
13:48:12,      55,     426,      97
14:03:12,      56,     433,     104
14:18:12,      57,     429,     108
14:33:12,      58,     396,      90
14:48:12,      59,     394,      95
15:03:12,      60,     401,      94
15:18:12,      61,     398,      95
15:33:11,      62,     376,      82
15:48:11,      63,     351,      86
16:03:11,      64,     334,      78
16:18:11,      65,     314,      72
16:33:11,      66,     311,      75
16:48:11,      67,     290,      68
17:03:11,      68,     271,      59
17:18:11,      69,     250,      39
17:33:11,      70,     245,      58
17:48:11,      71,     243,      45
18:03:11,      72,     238,      51
18:18:11,      73,     247,      51
18:33:10,      74,     237,      39
18:48:10,      75,     230,      51
19:03:10,      76,     221,      55
19:18:10,      77,     217,      55
19:33:10,      78,     217,      50
19:48:10,      79,     208,      31
20:03:10,      80,     200,      42
20:18:10,      81,     192,      33
20:33:10,      82,     189,      37
20:48:10,      83,     190,      40
21:03:10,      84,     189,      39
21:18:10,      85,     183,      32
21:33:10,      86,     183,      31
21:48:10,      87,     178,      29
22:03:10,      88,     177,      28
22:18:10,      89,     172,      29
22:33:09,      90,     171,      28
22:48:09,      91,     169,      28
23:03:08,      92,     168,      27
23:18:09,      93,     164,      26
23:33:09,      94,     162,      25
23:48:09,      95,     163,      26
