Podaci 15-minutnih optereæenja za: 5.1.2011.
 Vrijeme   Interval  P15(kW)  Q15(kVAr)
00:09:56,       0,     175,    -129
00:24:56,       1,     174,    -134
00:39:56,       2,     173,    -135
00:54:56,       3,     174,    -135
01:09:56,       4,     172,    -136
01:24:56,       5,     172,    -136
01:39:56,       6,     174,    -136
01:54:56,       7,     171,    -137
02:09:56,       8,     173,    -139
02:24:56,       9,     171,    -138
02:39:56,      10,     180,    -127
02:54:56,      11,     176,    -129
03:09:56,      12,     177,    -130
03:24:56,      13,     175,    -130
03:39:56,      14,     177,    -130
03:54:56,      15,     175,    -131
04:09:55,      16,     173,    -130
04:24:55,      17,     178,    -128
04:39:55,      18,     177,    -129
04:54:55,      19,     175,    -129
05:09:55,      20,     179,    -127
05:24:55,      21,     179,    -127
05:39:55,      22,     180,    -124
05:54:55,      23,     190,    -111
06:09:55,      24,     202,     -97
06:24:55,      25,     222,     -94
06:39:55,      26,     237,     -87
06:54:55,      27,     229,     -84
07:09:55,      28,     254,     -69
07:24:55,      29,     272,     -54
07:39:55,      30,     267,     -46
07:54:55,      31,     300,     -29
08:09:55,      32,     352,      -4
08:24:55,      33,     375,       4
08:39:55,      34,     374,       9
08:54:57,      35,     377,      11
09:09:57,      36,     394,      14
09:24:57,      37,     402,      16
09:39:57,      38,     416,      16
09:54:57,      39,     418,       9
10:09:57,      40,     413,       4
10:31:45,      42,     427,      14
10:46:45,      43,     430,      16
11:01:45,      44,     432,      13
11:16:45,      45,     427,      13
11:31:45,      46,     441,      15
11:46:45,      47,     446,      15
12:01:48,      48,     440,      10
12:16:54,      49,     436,       8
12:31:53,      50,     439,      -4
12:46:53,      51,     418,      -7
13:01:53,      52,     427,      -0
13:16:53,      53,     427,      10
13:31:53,      54,     430,       4
13:46:53,      55,     421,       2
14:01:52,      56,     415,      -0
14:16:52,      57,     419,       7
14:31:52,      58,     433,       5
14:46:52,      59,     424,       8
15:01:52,      60,     428,       5
15:16:52,      61,     416,       5
15:31:52,      62,     408,       4
15:46:52,      63,     401,       1
16:01:51,      64,     403,       1
16:16:53,      65,     397,       7
16:31:53,      66,     393,      12
16:46:53,      67,     381,       4
17:01:52,      68,     371,      -0
17:16:53,      69,     369,       5
17:31:52,      70,     359,       3
17:46:52,      71,     350,      -1
18:01:52,      72,     341,      -8
18:16:52,      73,     336,     -11
18:31:52,      74,     327,     -18
18:46:52,      75,     317,     -21
19:01:52,      76,     301,     -36
19:16:52,      77,     270,     -59
19:31:52,      78,     254,     -76
19:46:52,      79,     245,     -79
20:01:52,      80,     241,     -82
20:16:52,      81,     236,     -88
20:31:52,      82,     225,     -93
20:46:51,      83,     221,     -96
21:01:51,      84,     210,    -114
21:16:51,      85,     205,    -112
21:31:51,      86,     198,    -113
21:46:51,      87,     193,    -116
22:01:51,      88,     182,    -123
22:16:51,      89,     180,    -123
22:31:51,      90,     179,    -127
22:46:51,      91,     180,    -127
23:01:51,      92,     181,    -128
23:16:51,      93,     178,    -131
23:31:51,      94,     173,    -135
23:46:51,      95,     169,    -135
