Praznik;Mjesec;PrijasnjaPotrosnja;Potrosnja
1;6;148.756457565;150.349264706
0;6;144.070110701;144.443223443
0;6;215.855072464;274.047272727
0;6;224.040723982;272.659192825
0;6;214.427927928;310.874439462
0;6;231.820627803;288.410714286
1;7;214.592105263;283.048888889
0;7;159.913242009;160.169724771
0;7;153.886075949;154.059090909
0;7;207.589285714;261.904977376
0;7;209.555555556;271.518181818
0;7;205.259090909;258.860986547
1;7;209.139013453;258.513513514
1;7;226.738738739;282.454545455
0;7;174.627802691;172.191111111
0;7;176.3632287;175.575221239
0;7;190.709251101;240.9
0;7;203.036363636;269.570776256
0;7;210.454954955;283.76754386
1;7;219.711111111;328.0
1;7;235.092592593;313.686098655
0;7;160.031390135;171.927272727
0;7;157.33640553;158.2
0;7;181.223214286;275.956331878
0;7;174.113537118;248.605381166
0;7;172.484162896;251.69527897
1;7;168.852678571;239.429824561
1;7;162.273542601;230.941964286
0;7;128.8;128.272321429
0;7;124.977578475;125.662280702
0;7;124.088888889;135.582568807
0;7;117.825112108;129.946666667
0;7;113.786666667;125.396396396
1;7;114.343612335;126.65470852
1;7;118.6367713;126.751111111
0;7;111.121621622;111.201793722
0;7;110.696832579;110.111607143
0;8;111.199095023;111.32
0;8;111.638392857;112.995535714
0;8;111.488986784;111.415929204
1;8;114.910313901;115.779220779
1;8;114.219730942;113.995614035
0;8;111.829596413;111.986486486
0;8;118.921052632;114.679824561
0;8;117.451754386;117.674107143
0;8;111.746606335;113.022421525
0;8;111.546666667;112.982378855
1;8;109.601769912;111.140271493
1;8;109.848888889;110.337899543
0;8;110.166666667;110.388392857
0;8;113.201793722;112.746543779
1;8;112.666666667;112.207964602
0;8;114.00896861;117.953917051
0;8;123.098214286;126.288288288
1;8;120.889380531;127.247787611
1;8;122.5;126.513392857
0;8;124.802631579;125.887931034
0;8;127.28;127.45754717
0;8;130.746666667;208.626666667
0;8;138.773755656;223.872246696
0;8;144.084821429;223.552631579
1;8;148.129464286;234.924444444
1;8;151.786666667;239.326086957
0;8;152.226244344;152.322580645
0;8;146.818584071;145.022222222
0;8;177.818181818;253.955752212
0;8;173.080357143;259.144144144
0;8;176.271111111;258.859030837
1;9;190.894273128;262.169642857
1;9;194.352678571;265.694690265
0;9;155.486607143;156.857142857
0;9;168.515555556;154.739130435
0;9;209.044843049;309.346666667
0;9;205.286343612;296.542986425
0;9;194.537117904;281.390350877
1;9;203.269911504;269.982378855
1;9;199.73245614;276.709821429
0;9;149.851351351;146.866359447
0;9;148.925110132;144.995555556
0;9;204.831818182;282.311111111
0;9;209.898678414;293.415929204
0;9;213.493273543;310.308695652
1;9;205.871681416;283.399103139
1;9;197.279411765;274.895522388
0;9;148.977578475;147.881057269
0;9;146.204444444;145.144736842
0;9;196.473451327;273.14159292
0;9;214.379912664;289.306603774
0;9;215.917431193;298.570093458
1;9;205.693333333;281.316742081
1;9;219.818584071;286.201754386
0;9;161.851528384;151.174672489
0;9;149.742222222;140.671111111
0;9;204.328888889;292.146017699
0;9;219.165919283;313.583710407
0;9;230.18061674;308.508928571
1;9;215.111607143;315.082608696
1;9;238.292035398;305.306306306
0;10;161.098654709;182.884955752
0;10;148.846846847;142.78125
0;10;219.246696035;307.339207048
0;10;214.668141593;318.622807018
0;10;208.076233184;308.472972973
1;10;216.801762115;327.352678571
1;10;216.641255605;310.947136564
1;10;144.538812785;135.669642857
0;10;139.63876652;135.508849558
0;10;202.223684211;256.675555556
0;10;210.991266376;276.947598253
0;10;229.367713004;287.192982456
1;10;230.808035714;289.725663717
1;10;236.52;262.051948052
0;10;152.700892857;151.724444444
0;10;146.022123894;143.414847162
0;10;219.432432432;271.146666667
0;10;218.095022624;263.137777778
0;10;214.256756757;286.231441048
1;10;220.935622318;285.653679654
1;10;227.735426009;285.368181818
0;10;150.682819383;149.884955752
0;10;147.017316017;144.698198198
0;10;230.620535714;288.752173913
0;10;236.112107623;291.581081081
0;10;237.754385965;289.234234234
1;10;254.666666667;312.754385965
1;10;232.469298246;294.004366812
0;10;167.426008969;170.827433628
0;10;153.299107143;152.731277533
0;10;181.618834081;182.53539823
1;11;155.139737991;153.96460177
0;11;238.712389381;280.534782609
1;11;239.756521739;279.63876652
1;11;249.31441048;268.497797357
0;11;193.170403587;221.481981982
0;11;215.723684211;212.918918919
0;11;234.039647577;269.129464286
0;11;240.058295964;293.622222222
0;11;241.035242291;279.899563319
1;11;250.057692308;294.65034965
1;11;245.114035088;289.328828829
0;11;177.939130435;171.252212389
0;11;167.323741007;157.863309353
0;11;239.581497797;276.448275862
0;11;232.075555556;263.07079646
0;11;232.295964126;277.223744292
1;11;230.706730769;272.525773196
1;11;230.0;272.75
0;11;213.25;250.75
0;11;176.75;172.5
0;11;154.0;150.25
0;11;227.75;270.25
0;11;209.0;262.0
1;11;233.5;266.5
1;11;215.25;257.75
0;11;219.5;248.25
0;11;158.5;156.75
0;11;150.25;148.25
0;11;208.5;267.5
0;11;206.5;261.75
1;12;214.0;260.0
1;12;218.5;258.0
0;12;219.75;258.75
0;12;166.0;173.25
0;12;156.5;156.75
0;12;226.25;283.0
0;12;234.25;285.25
1;12;229.5;287.5
1;12;226.75;275.25
0;12;226.25;271.0
0;12;193.0;223.0
0;12;159.5;154.25
0;12;205.5;262.25
0;12;212.0;271.5
1;12;NaN;NaN
1;12;NaN;NaN
0;12;240.0;284.5
0;12;179.75;197.5
0;12;167.25;159.0
0;12;232.25;277.5
0;12;237.25;290.75
1;12;245.5;304.5
1;12;209.25;248.25
0;12;181.25;181.0
1;12;149.25;150.0
1;12;149.0;146.5
0;12;156.75;159.5
0;12;159.75;177.75
1;12;171.0;171.75
1;12;167.5;177.75
0;12;156.25;154.0
