Praznik;Mjesec;PrijasnjaPotrosnja;Potrosnja
1;6;159.676470588;160.688644689
0;6;153.885608856;152.411764706
0;6;156.45620438;159.2
0;6;158.787735849;161.15
0;6;163.103603604;165.495495495
0;6;164.795454545;163.281938326
1;7;178.00896861;178.430493274
0;7;171.875;173.239819005
0;7;171.094594595;169.945454545
0;7;158.236363636;159.406392694
0;7;159.787330317;161.268181818
0;7;165.895927602;168.227678571
1;7;161.378995434;161.846153846
1;7;173.370535714;171.058558559
0;7;159.119815668;156.509009009
0;7;169.17699115;169.714912281
0;7;161.219730942;159.040178571
0;7;167.502242152;162.435555556
0;7;173.910714286;173.982300885
1;7;172.328888889;173.061946903
1;7;185.97515528;189.729357798
0;7;170.202764977;169.133640553
0;7;160.633802817;161.635135135
0;7;155.067567568;154.495535714
0;7;153.133928571;152.384955752
0;7;155.475770925;153.14479638
1;7;153.188596491;150.224669604
1;7;147.27027027;146.225225225
0;7;136.412844037;135.379912664
0;7;130.607929515;130.877729258
0;7;125.927927928;124.972850679
0;7;126.115044248;126.845132743
0;7;121.67699115;120.665178571
1;7;121.725663717;120.547511312
1;7;123.7239819;123.375
0;7;118.651982379;118.888888889
0;7;118.208888889;117.482300885
0;8;117.772925764;116.220264317
0;8;120.488789238;119.511210762
0;8;119.242290749;119.185840708
1;8;117.802752294;118.913636364
1;8;121.439461883;120.694323144
0;8;121.203539823;119.513513514
0;8;122.296460177;122.349557522
0;8;122.084821429;123.211711712
0;8;115.864485981;115.140969163
0;8;119.938596491;120.127853881
1;8;118.810810811;118.556053812
1;8;118.570175439;118.207207207
0;8;114.656387665;113.31277533
0;8;115.450892857;115.547085202
1;8;115.847533632;114.315315315
0;8;116.705882353;115.909502262
0;8;130.386363636;130.517857143
1;8;128.517857143;128.491071429
1;8;126.849315068;125.095022624
0;8;128.004504505;126.933920705
0;8;131.058035714;129.701357466
0;8;133.369369369;132.484304933
0;8;143.72972973;143.88
0;8;148.009009009;147.826086957
1;8;148.560538117;148.286343612
1;8;155.331838565;150.004504505
0;8;161.127192982;159.039473684
0;8;161.513274336;157.048888889
0;8;151.689189189;148.585365854
0;8;153.273542601;152.552631579
0;8;150.17699115;149.385650224
1;9;155.5625;150.630630631
1;9;152.986725664;151.222222222
0;9;157.515418502;154.707964602
0;9;181.04845815;176.666666667
0;9;156.805429864;155.85840708
0;9;154.508928571;153.61038961
0;9;150.245535714;146.644736842
1;9;150.907894737;151.195555556
1;9;150.452488688;149.11790393
0;9;148.868421053;147.123348018
0;9;156.053811659;151.724444444
0;9;150.266375546;149.746606335
0;9;165.213333333;163.539473684
0;9;162.455752212;162.878378378
1;9;158.32300885;158.088888889
1;9;160.079710145;157.791366906
0;9;147.030701754;143.933920705
0;9;152.433628319;150.566371681
0;9;151.380090498;151.239631336
0;9;145.588495575;145.790178571
0;9;159.653658537;160.137614679
1;9;151.542222222;150.919642857
1;9;158.786666667;152.928251121
0;9;153.086363636;152.417112299
0;9;160.088888889;155.628820961
0;9;147.099547511;146.179824561
0;9;166.352422907;163.995594714
0;9;158.666666667;157.725663717
1;9;156.013574661;154.691964286
1;9;173.782222222;174.471615721
0;10;161.384955752;157.97716895
0;10;161.48;157.208695652
0;10;150.098214286;148.101769912
0;10;153.053571429;150.665178571
0;10;144.239130435;143.95045045
1;10;153.515555556;154.340909091
1;10;155.237885463;153.511013216
1;10;149.052173913;149.414847162
0;10;146.897777778;146.365638767
0;10;139.174887892;138.805309735
0;10;152.342105263;151.052401747
0;10;173.061674009;168.479638009
1;10;169.649769585;169.45320197
1;10;159.833333333;159.290748899
0;10;151.99122807;151.346666667
0;10;156.524444444;156.053571429
0;10;152.64;150.910313901
0;10;156.533333333;156.443946188
0;10;155.713004484;155.751111111
1;10;160.73245614;157.982142857
1;10;151.466666667;150.840707965
0;10;153.379464286;145.74122807
0;10;150.68722467;148.605263158
0;10;151.756756757;150.849557522
0;10;153.364806867;153.061403509
0;10;148.294642857;149.611607143
1;10;163.852017937;167.442477876
1;10;167.787610619;168.611607143
0;10;160.882608696;161.3930131
0;10;148.640091116;146.99086758
0;10;146.833333333;145.470852018
1;11;146.626126126;148.911894273
0;11;145.930131004;146.923766816
1;11;157.862222222;158.171171171
1;11;161.544247788;161.257777778
0;11;177.612334802;172.5
0;11;230.947136564;230.71875
0;11;161.834782609;162.80349345
0;11;160.365638767;160.665178571
0;11;162.133333333;163.422222222
1;11;163.87654321;167.280487805
1;11;164.24;162.252212389
0;11;165.25;164.625550661
0;11;161.404411765;165.226950355
0;11;158.438053097;157.084821429
0;11;161.660792952;162.626666667
0;11;165.570135747;166.337962963
1;11;160.883408072;162.616438356
1;11;165.0;160.0
0;11;168.25;167.5
0;11;164.25;163.0
0;11;156.25;152.0
0;11;154.25;155.25
0;11;157.5;158.25
1;11;159.75;159.5
1;11;161.0;162.75
0;11;161.0;157.5
0;11;158.25;155.25
0;11;157.25;154.0
0;11;153.5;152.75
0;11;162.0;158.0
1;12;159.333333333;157.25
1;12;162.0;162.0
0;12;158.75;159.25
0;12;161.0;159.0
0;12;158.5;163.5
0;12;152.5;151.25
0;12;155.25;155.5
1;12;159.0;158.75
1;12;158.0;157.25
0;12;164.5;163.25
0;12;164.5;161.0
0;12;155.75;161.0
0;12;151.5;151.75
0;12;157.0;157.5
1;12;NaN;NaN
1;12;NaN;NaN
0;12;165.0;166.0
0;12;165.5;162.0
0;12;170.0;166.5
0;12;159.0;160.0
0;12;162.25;160.5
1;12;178.25;178.0
1;12;169.0;166.25
0;12;156.25;152.75
1;12;147.0;146.75
1;12;148.25;147.75
0;12;144.5;143.0
0;12;153.0;150.75
1;12;153.75;152.25
1;12;156.5;155.5
0;12;162.25;160.5
