6;1;-4.9;150.25
7;1;-1.1;173.0
1;1;-2.9;412.25
2;1;-2.9;451.5
3;1;-2.2;436.5
4;1;0.4;182.75
5;1;12.9;235.75
6;1;13.0;180.25
7;1;15.4;172.0
1;1;10.1;459.5
2;1;4.1;493.25
3;1;5.1;476.25
4;1;5.3;438.666666667
5;1;10.7;444.5
6;1;6.4;209.75
7;1;5.0;158.0
1;1;3.6;463.25
2;1;1.5;445.75
3;1;2.0;452.75
4;1;4.6;448.25
5;1;2.4;500.75
6;1;0.3;204.5
7;1;0.3;172.0
1;1;-0.3;450.0
2;1;-0.2;451.5
3;1;5.8;455.75
4;1;2.9;440.5
5;1;-1.3;483.75
6;1;-1.2;188.75
7;1;-0.2;170.75
1;1;-0.8;426.5
2;2;-1.7;415.25
3;2;-2.5;419.75
4;2;-0.2;401.75
5;2;4.2;384.5
6;2;6.4;184.75
7;2;10.2;174.75
1;2;9.6;366.5
2;2;10.4;361.0
3;2;10.6;398.25
4;2;8.6;392.0
5;2;11.8;380.0
6;2;7.6;189.25
7;2;3.8;180.25
1;2;2.0;478.75
2;2;0.7;500.75
3;2;2.5;480.25
4;2;2.4;483.25
5;2;3.8;491.0
6;2;5.8;165.25
7;2;5.7;179.5
1;2;-0.2;462.75
2;2;-1.5;447.5
3;2;-2.2;404.25
4;2;-0.1;402.5
5;2;1.2;445.5
6;2;-0.2;205.0
7;2;-0.8;183.75
1;2;-0.2;497.5
2;3;1.0;497.0
3;3;0.3;482.5
4;3;-1.0;497.0
5;3;2.6;474.0
6;3;2.2;199.452554745
7;3;3.6;174.996336996
1;3;4.1;438.692307692
2;3;4.2;434.482889734
3;3;5.8;447.081712062
4;3;9.7;442.848249027
5;3;13.9;454.233463035
6;3;14.8;190.359375
7;3;14.9;187.684824903
1;3;17.8;472.265625
2;3;18.4;431.0
3;3;10.9;503.25
4;3;15.7;465.75
5;3;13.6;487.25
6;3;9.0;175.5
7;3;9.1;189.5
1;3;6.3;433.25
2;3;12.4;407.0
3;3;15.4;427.5
4;3;16.7;411.25
5;3;19.0;433.25
6;3;18.6;247.25
7;3;13.7;196.5
1;3;11.5;NaN
2;3;14.9;387.5
3;3;15.9;407.25
4;3;18.1;489.5
5;4;18.3;NaN
6;4;20.4;NaN
7;4;19.8;NaN
1;4;20.2;NaN
2;4;14.5;NaN
3;4;16.5;NaN
4;4;23.8;NaN
5;4;17.7;NaN
6;4;22.5;NaN
7;4;15.5;NaN
1;4;17.3;NaN
2;4;23.8;NaN
3;4;13.1;NaN
4;4;13.9;NaN
5;4;12.2;NaN
6;4;10.6;NaN
7;4;14.4;156.25
1;4;16.0;411.25
2;4;18.5;408.5
3;4;19.8;396.5
4;4;21.7;424.0
5;4;22.0;343.5
6;4;22.6;153.75
7;4;22.9;142.75
1;4;20.2;155.0
2;4;13.8;434.5
3;4;16.3;413.75
4;4;15.0;467.0
5;4;14.5;441.25
6;4;16.6;173.25
7;5;14.9;150.0
1;5;18.3;391.25
2;5;22.3;370.0
3;5;12.1;396.0
4;5;15.6;362.840163934
5;5;16.3;371.619047619
6;5;20.8;175.393442623
7;5;18.1;176.958677686
1;5;17.6;396.0
2;5;22.4;368.0
3;5;24.3;388.5
4;5;26.4;387.5
5;5;22.4;NaN
6;5;24.7;228.0
7;5;12.7;198.52016129
1;5;16.0;430.662222222
2;5;17.6;401.732758621
3;5;20.6;435.341991342
4;5;24.3;419.92244898
5;5;25.4;423.834254144
6;5;26.9;217.261904762
7;5;23.7;157.222222222
1;5;26.0;471.391111111
2;5;26.1;498.164502165
3;5;24.7;453.5
4;5;23.6;465.395555556
5;5;27.8;538.008547009
6;5;13.6;226.43231441
7;5;20.6;192.017021277
1;5;23.2;481.034632035
2;5;25.7;518.730941704
