Praznik;Mjesec;PrijasnjaPotrosnja;Potrosnja
1;12;147.0;148.0
0;12;143.75;144.0
0;12;150.0;153.0
1;12;152.25;155.75
1;12;152.75;154.75
0;12;157.0;155.75
1;1;163.5;156.5
0;1;158.0;160.25
0;1;165.5;172.75
0;1;179.25;183.5
0;1;175.75;182.0
1;1;168.5;169.0
1;1;173.75;173.5
1;1;170.5;168.0
0;1;165.75;166.0
0;1;166.0;171.5
0;1;176.5;184.5
0;1;NaN;NaN
0;1;178.5;192.5
1;1;171.75;180.75
1;1;177.5;176.5
0;1;157.5;157.0
0;1;153.75;157.75
0;1;171.25;178.75
0;1;168.5;171.5
0;1;170.75;179.5
1;1;169.25;179.75
1;1;168.25;166.0
0;1;171.75;168.0
0;1;163.5;176.25
0;1;170.5;172.0
0;1;174.75;185.25
0;1;169.5;180.5
1;1;172.25;186.5
1;1;174.5;171.25
0;1;169.0;167.75
0;1;165.0;171.5
0;2;183.5;190.0
0;2;178.75;184.0
0;2;186.75;191.0
1;2;177.5;187.5
1;2;168.25;168.25
0;2;169.25;170.25
0;2;167.75;177.0
0;2;178.5;186.5
0;2;176.25;182.5
0;2;178.0;186.75
1;2;184.5;182.75
1;2;174.5;174.75
0;2;186.0;185.75
0;2;180.75;188.0
0;2;186.75;189.0
0;2;193.75;197.0
0;2;189.25;191.75
1;2;182.75;186.25
1;2;174.5;176.0
0;2;148.25;146.25
0;2;180.0;188.25
0;2;187.5;190.5
0;2;181.5;187.75
0;2;175.75;183.25
1;2;180.75;186.0
1;2;176.75;177.0
0;2;176.5;175.25
0;2;178.75;183.75
0;3;188.5;195.0
0;3;187.0;188.5
0;3;181.5;185.0
1;3;175.0;178.5
1;3;174.5;178.2
0;3;173.912408759;175.287313433
0;3;174.054744526;195.084249084
0;3;184.25631769;195.707581227
0;3;187.13229572;205.49609375
0;3;192.941634241;200.98046875
1;3;184.266932271;201.3125
1;3;183.21875;184.019685039
0;3;185.122047244;184.0078125
0;3;185.178988327;191.399209486
0;3;186.0;186.5
0;3;184.75;186.75
0;3;183.5;188.75
1;3;186.5;189.75
1;3;184.5;183.75
0;3;181.25;182.25
0;3;181.75;190.0
0;3;184.0;197.75
0;3;185.5;198.25
0;3;193.5;200.0
1;3;188.25;192.5
1;3;183.75;182.5
0;3;193.0;184.25
0;3;NaN;NaN
0;3;NaN;NaN
0;3;197.0;192.0
0;3;193.75;201.5
1;4;NaN;NaN
1;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
1;4;NaN;NaN
1;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
1;4;NaN;NaN
1;4;NaN;NaN
0;4;148.0;147.0
0;4;142.0;146.25
0;4;152.25;160.5
0;4;157.0;165.0
0;4;149.75;157.0
1;4;151.0;153.5
1;4;145.25;144.75
1;4;141.25;139.75
1;4;139.0;136.0
0;4;139.75;143.5
0;4;149.25;150.0
0;4;150.0;152.25
1;4;156.75;164.5
1;4;160.0;163.0
1;5;159.25;154.25
0;5;150.5;157.25
0;5;151.75;158.75
0;5;NaN;NaN
0;5;152.75;158.0
1;5;156.062043796;158.065693431
1;5;150.008163265;149.567901235
0;5;150.520491803;145.228215768
0;5;150.75;150.0
0;5;151.25;153.5
0;5;155.0;159.75
0;5;161.0;164.25
1;5;NaN;NaN
1;5;NaN;NaN
0;5;173.25;173.0
0;5;173.581300813;187.472
0;5;152.33877551;150.926829268
0;5;143.608695652;150.533632287
0;5;144.588709677;150.024390244
1;5;152.920704846;155.410714286
1;5;147.751152074;142.610091743
0;5;143.858369099;143.703539823
0;5;145.964285714;154.219827586
0;5;155.8125;159.46460177
0;5;158.391304348;163.054545455
0;5;153.752212389;156.403669725
1;5;160.783549784;163.587234043
1;5;154.343220339;155.360515021
0;5;148.257383966;145.411016949
0;5;150.863436123;164.17721519
0;5;160.301724138;167.877637131
0;6;167.629955947;167.065217391
0;6;157.279475983;163.43062201
1;6;159.112612613;163.818584071
1;6;154.449781659;152.276785714
0;6;153.232142857;149.95154185
0;6;147.81938326;159.789473684
0;6;166.757847534;179.428571429
0;6;170.190045249;179.320175439
0;6;168.308370044;170.739910314
1;6;163.234513274;171.03539823
1;6;167.253275109;161.739910314
0;6;149.306382979;143.991341991
0;6;153.296137339;152.399141631
0;6;157.814345992;164.288209607
0;6;158.254385965;164.463203463
0;6;163.5;159.5
1;6;154.633484163;156.311403509
1;6;149.842553191;142.433628319
0;6;149.467532468;146.293859649
0;6;150.965665236;162.231441048
0;6;159.860986547;165.92920354
1;6;154.0;147.75
1;6;146.011029412;144.138686131
1;6;159.477272727;161.295620438
1;6;156.430147059;151.757352941
0;6;153.981549815;147.296703297
0;6;158.855072464;164.105072464
0;6;160.256756757;169.080717489
0;6;168.460526316;175.398230088
0;6;166.64;176.316742081
