Praznik;Mjesec;PrijasnjaPotrosnja;Potrosnja
1;12;144.5;145.75
0;12;142.75;142.75
0;12;157.75;156.75
1;12;157.25;157.25
1;12;158.5;158.25
0;12;166.75;167.0
1;1;169.0;171.25
0;1;161.75;162.0
0;1;171.5;169.5
0;1;181.0;178.75
0;1;175.0;174.0
1;1;175.25;168.75
1;1;177.75;176.0
1;1;170.0;173.75
0;1;168.75;167.75
0;1;167.5;166.0
0;1;185.0;182.5
0;1;191.5;NaN
0;1;181.25;182.25
1;1;186.75;176.75
1;1;180.5;185.5
0;1;162.25;160.0
0;1;160.5;159.5
0;1;182.5;180.25
0;1;180.25;178.75
0;1;188.25;183.0
1;1;177.0;175.5
1;1;175.5;175.0
0;1;174.75;175.25
0;1;167.5;169.0
0;1;180.75;178.0
0;1;197.25;191.25
0;1;186.75;179.5
1;1;186.25;185.75
1;1;188.25;188.0
0;1;181.75;182.75
0;1;170.5;167.0
0;2;205.25;197.75
0;2;185.25;181.5
0;2;186.75;184.5
1;2;194.0;186.75
1;2;171.0;175.0
0;2;174.75;173.25
0;2;168.75;166.0
0;2;185.5;181.0
0;2;185.0;181.5
0;2;184.0;183.75
1;2;194.5;195.75
1;2;184.5;181.0
0;2;185.25;187.75
0;2;185.0;185.5
0;2;205.75;198.0
0;2;209.75;202.25
0;2;194.5;192.75
1;2;193.75;190.0
1;2;182.25;186.0
0;2;151.25;152.5
0;2;188.75;189.5
0;2;204.5;198.5
0;2;188.25;186.25
0;2;187.5;182.25
1;2;194.0;189.0
1;2;192.0;192.25
0;2;180.5;182.25
0;2;190.5;184.75
0;3;202.5;195.5
0;3;205.75;200.0
0;3;191.75;188.5
1;3;191.25;187.5
1;3;180.25;179.0
0;3;180.649635036;181.076642336
0;3;176.0;172.344322344
0;3;197.799270073;191.03649635
0;3;196.46184739;197.019455253
0;3;203.054474708;197.765625
1;3;197.62109375;195.435797665
1;3;194.34765625;193.276264591
0;3;191.875;189.84375
0;3;188.40234375;188.32421875
0;3;202.0;199.25
0;3;195.5;193.75
0;3;201.25;199.0
1;3;202.75;197.5
1;3;191.25;190.0
0;3;185.5;188.0
0;3;185.75;181.0
0;3;192.0;190.25
0;3;196.25;194.5
0;3;198.5;201.75
1;3;210.25;199.75
1;3;192.75;190.75
0;3;190.25;192.75
0;3;187.5;NaN
0;3;NaN;NaN
0;3;198.75;191.25
0;3;203.25;206.0
1;4;208.0;NaN
1;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
1;4;NaN;NaN
1;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
1;4;NaN;NaN
1;4;NaN;NaN
0;4;157.75;151.0
0;4;148.5;146.25
0;4;164.25;158.75
0;4;171.0;168.0
0;4;170.25;162.75
1;4;170.0;160.25
1;4;152.5;151.75
1;4;144.25;143.25
1;4;150.0;148.75
0;4;157.75;153.0
0;4;156.75;158.5
0;4;163.75;155.5
1;4;173.5;169.25
1;4;159.75;161.25
1;5;193.5;188.0
0;5;161.0;159.75
0;5;160.25;153.25
0;5;172.75;174.25
0;5;164.75;165.25
1;5;168.547794118;161.270072993
1;5;165.319148936;164.452674897
0;5;161.214285714;160.172131148
0;5;160.642857143;160.25
0;5;162.75;154.0
0;5;169.5;166.75
0;5;179.75;174.5
1;5;178.5;NaN
1;5;NaN;NaN
0;5;206.0;196.8
0;5;191.850202429;186.187755102
0;5;175.06;164.068181818
0;5;168.566371681;157.226086957
0;5;165.532520325;155.0
1;5;170.515418502;164.175438596
1;5;164.962962963;159.963800905
0;5;153.483870968;153.584745763
0;5;160.933014354;154.251184834
0;5;175.762790698;167.793859649
0;5;180.052863436;171.017699115
0;5;172.0;166.5
1;5;181.857777778;176.770562771
1;5;174.153508772;169.575757576
0;5;156.004347826;155.551724138
0;5;155.92173913;154.628820961
0;5;183.83982684;174.811158798
0;6;181.438818565;175.453389831
0;6;176.231111111;169.417391304
1;6;179.720720721;173.256756757
1;6;169.969162996;169.757847534
0;6;166.022727273;161.696832579
0;6;157.486363636;156.096069869
0;6;197.282511211;183.311403509
0;6;184.972972973;180.299559471
0;6;178.416666667;181.072072072
1;6;169.155555556;174.834862385
1;6;171.819444444;174.811659193
0;6;160.873913043;156.105263158
0;6;156.933333333;153.581196581
0;6;165.060606061;162.943965517
0;6;162.758928571;168.412765957
0;6;169.75;170.75
1;6;167.0;164.75
1;6;159.21875;156.201754386
0;6;166.716814159;167.207964602
0;6;152.227678571;155.978165939
0;6;157.767857143;166.75877193
1;6;149.0;145.5
1;6;150.776951673;146.425925926
1;6;164.522058824;158.007575758
1;6;145.478599222;166.247232472
0;6;151.018796992;158.441509434
0;6;149.43956044;156.450909091
0;6;174.379912664;172.673151751
0;6;173.094594595;163.131221719
0;6;186.342222222;179.211453744
