Praznik;Mjesec;PrijasnjaPotrosnja;Potrosnja
1;12;142.75;143.75
0;12;202.75;221.75
0;12;218.25;229.5
1;12;213.0;207.75
1;12;204.25;206.75
0;12;156.25;167.25
1;1;145.75;146.5
0;1;160.0;167.25
0;1;393.5;419.25
0;1;436.0;446.25
0;1;407.5;423.333333333
1;1;176.25;178.25
1;1;225.75;236.0
1;1;171.75;178.75
0;1;166.75;171.0
0;1;448.0;467.5
0;1;446.5;482.5
0;1;441.5;458.25
0;1;427.0;433.0
1;1;422.25;429.5
1;1;191.25;200.5
0;1;152.25;154.75
0;1;426.25;462.25
0;1;422.0;445.25
0;1;423.0;443.0
0;1;426.25;436.0
1;1;462.25;474.25
1;1;200.0;199.5
0;1;169.0;170.75
0;1;428.0;448.75
0;1;414.25;449.0
0;1;411.0;444.5
0;1;416.25;424.75
1;1;457.5;469.75
1;1;184.25;185.75
0;1;169.75;168.25
0;1;398.75;423.25
0;2;398.25;397.5
0;2;374.25;404.75
0;2;388.5;391.0
1;2;343.0;351.75
1;2;185.25;184.5
0;2;172.5;172.75
0;2;377.75;366.75
0;2;344.75;363.75
0;2;376.25;378.75
0;2;382.0;390.25
1;2;346.0;358.0
1;2;174.5;180.5
0;2;176.5;176.25
0;2;429.5;458.0
0;2;443.75;485.75
0;2;444.0;453.5
0;2;427.5;468.0
1;2;436.25;461.5
1;2;158.25;164.75
0;2;141.25;158.25
0;2;443.25;465.5
0;2;423.75;431.25
0;2;391.75;402.75
0;2;403.25;404.5
1;2;394.25;411.75
1;2;201.25;207.5
0;2;170.75;175.75
0;2;448.25;484.5
0;3;446.5;497.75
0;3;447.25;477.0
0;3;448.0;476.75
1;3;417.75;462.0
1;3;187.583941606;196.339552239
0;3;172.396363636;173.919708029
0;3;400.791970803;436.091240876
0;3;422.022813688;415.945848375
0;3;405.642023346;430.31640625
0;3;396.747081712;424.296875
1;3;400.65234375;437.221789883
1;3;186.75;187.536964981
0;3;182.661478599;184.14453125
0;3;400.515625;431.72265625
0;3;391.75;423.75
0;3;449.25;479.25
0;3;427.0;457.25
1;3;425.5;464.0
1;3;176.5;172.25
0;3;185.25;187.25
0;3;416.75;439.5
0;3;393.25;424.75
0;3;378.75;407.0
0;3;390.25;389.5
1;3;366.5;418.5
1;3;230.0;253.0
0;3;185.5;193.25
0;3;NaN;NaN
0;3;NaN;389.5
0;3;382.25;415.25
0;3;395.75;434.5
1;4;NaN;NaN
1;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
1;4;NaN;NaN
1;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
1;4;NaN;NaN
1;4;NaN;NaN
0;4;156.0;156.25
0;4;390.5;401.75
0;4;374.75;391.25
0;4;389.5;407.0
0;4;365.0;382.0
1;4;340.25;336.0
1;4;155.25;152.25
1;4;140.25;142.25
1;4;148.75;153.0
0;4;410.25;423.75
0;4;374.75;402.25
0;4;425.25;461.5
1;4;390.75;406.0
1;4;176.5;174.75
1;5;145.25;145.0
0;5;361.5;367.5
0;5;379.25;401.75
0;5;379.0;394.5
0;5;329.769633508;352.164179104
1;5;349.080586081;368.861313869
1;5;165.864197531;167.43220339
0;5;150.468619247;173.851239669
0;5;355.75;378.75
0;5;336.75;352.25
0;5;387.5;394.75
0;5;348.75;360.25
1;5;NaN;NaN
1;5;228.0;233.0
0;5;196.863453815;207.919354839
0;5;378.895652174;404.864864865
0;5;378.81981982;393.697777778
0;5;399.546255507;431.96969697
0;5;386.143478261;400.367713004
1;5;383.214953271;393.612244898
1;5;184.208888889;210.132420091
0;5;150.583333333;155.089686099
0;5;377.138528139;417.03930131
0;5;440.674107143;468.194690265
0;5;403.392307692;426.75
0;5;391.995670996;427.168141593
1;5;471.256410256;501.298701299
1;5;234.572052402;216.449579832
0;5;195.862222222;177.87037037
0;5;422.472340426;462.911894273
0;5;382.594827586;409.730769231
0;6;438.899563319;490.918803419
0;6;443.0625;462.986363636
1;6;454.122727273;485.257918552
1;6;228.245535714;210.087557604
0;6;208.491452991;190.35426009
0;6;430.324444444;486.981900452
0;6;468.736842105;517.72173913
0;6;521.625;548.695067265
0;6;436.206140351;482.774891775
1;6;464.013392857;509.361607143
1;6;368.53125;353.13215859
0;6;223.798283262;182.318777293
0;6;458.206896552;480.269230769
0;6;460.043478261;467.704845815
0;6;420.060085837;435.058823529
0;6;455.0;492.25
1;6;457.825112108;481.555555556
1;6;237.711206897;195.76754386
0;6;197.826086957;183.461206897
0;6;364.533039648;428.320175439
0;6;388.847826087;419.897777778
1;6;217.0;222.75
1;6;223.401486989;226.133828996
1;6;242.245421245;259.527881041
1;6;208.139705882;207.25
0;6;200.322344322;190.47985348
0;6;451.817351598;455.475113122
0;6;431.863013699;455.71627907
0;6;450.004464286;467.171171171
0;6;508.084444444;519.568281938
