Praznik;Mjesec;PrijasnjaPotrosnja;Potrosnja
1;1;162.5;164.25
1;1;179.25;184.5
0;1;380.0;348.5
0;1;387.0;355.75
0;1;393.5;362.25
1;1;198.25;197.75
0;1;237.5;230.75
1;1;193.75;202.25
1;1;183.0;192.75
0;1;403.75;346.5
0;1;416.25;369.0
0;1;375.25;341.0
0;1;397.5;358.5
0;1;391.5;355.5
1;1;174.0;189.0
1;1;164.0;175.75
0;1;388.0;357.5
0;1;362.75;334.25
0;1;422.0;368.0
0;1;425.5;390.0
0;1;412.75;340.5
1;1;205.5;206.0
1;1;185.25;200.75
0;1;356.5;335.5
0;1;361.5;338.5
0;1;383.0;350.0
0;1;346.5;315.75
0;1;380.25;343.75
1;1;191.5;197.0
1;1;187.0;188.75
0;1;354.5;313.25
0;2;345.75;306.5
0;2;333.5;308.5
0;2;316.25;301.0
0;2;286.25;277.5
1;2;181.25;181.25
1;2;175.25;185.25
0;2;300.75;293.75
0;2;294.25;276.5
0;2;306.75;280.5
0;2;294.75;280.5
0;2;287.5;278.75
1;2;198.75;204.0
1;2;184.25;191.0
0;2;424.5;372.25
0;2;427.5;373.0
0;2;406.5;375.25
0;2;419.25;372.0
0;2;392.5;337.75
1;2;149.5;161.75
1;2;185.25;194.25
0;2;396.0;359.75
0;2;410.5;374.75
0;2;358.0;336.0
0;2;356.25;338.25
0;2;332.5;310.5
1;2;188.25;189.25
1;2;199.0;206.25
0;2;407.5;357.5
0;3;417.0;379.25
0;3;418.25;373.25
0;3;413.5;363.25
0;3;364.0;325.0
1;3;195.578754579;196.834558824
1;3;NaN;180.767241379
0;3;365.569343066;341.208029197
0;3;355.933333333;331.832684825
0;3;360.151750973;338.345098039
0;3;356.26;337.01953125
0;3;355.0078125;321.241245136
1;3;197.25390625;200.97254902
1;3;202.57421875;210.207843137
0;3;374.59375;339.471698113
0;3;420.75;374.0
0;3;433.75;372.25
0;3;390.0;339.25
0;3;418.0;364.0
1;3;205.0;196.5
1;3;190.0;189.0
0;3;342.5;307.5
0;3;338.25;322.0
0;3;340.5;294.75
0;3;374.25;333.75
0;3;363.25;312.75
1;3;207.75;199.5
1;3;202.25;194.25
0;3;NaN;NaN
0;3;375.75;297.25
0;3;326.0;282.0
0;3;319.25;279.75
0;4;NaN;NaN
1;4;NaN;NaN
1;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
1;4;NaN;NaN
1;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
1;4;163.25;163.75
1;4;152.5;151.5
0;4;312.25;252.25
0;4;335.0;301.5
0;4;332.5;291.0
0;4;312.5;280.25
0;4;232.0;184.0
1;4;151.5;151.25
1;4;147.75;152.75
1;4;157.75;159.5
0;4;356.5;312.25
0;4;367.25;320.0
0;4;373.5;324.5
0;4;339.25;287.5
1;4;176.25;175.5
1;5;156.25;157.25
0;5;292.75;249.5
0;5;317.5;274.75
0;5;317.75;264.5
0;5;325.919413919;284.802197802
0;5;302.072033898;264.07755102
1;5;166.134693878;162.049180328
1;5;174.917073171;167.209756098
0;5;288.0;254.0
0;5;332.5;277.5
0;5;317.25;255.0
0;5;311.5;250.75
0;5;NaN;NaN
1;5;222.75;227.75
1;5;201.519047619;205.523148148
0;5;333.786069652;296.175609756
0;5;346.618025751;310.888412017
0;5;329.983471074;289.966942149
0;5;346.004065041;289.619834711
0;5;322.785714286;268.533039648
1;5;192.620853081;187.259803922
1;5;164.799107143;168.623318386
0;5;369.395348837;331.171171171
0;5;379.592105263;331.547826087
0;5;372.25;320.0
0;5;370.398230088;320.612068966
0;5;438.309734513;389.225531915
1;5;172.399122807;167.145833333
1;5;175.132478632;165.948717949
0;5;365.622881356;315.49137931
0;5;453.812765957;380.787234043
