Praznik;Mjesec;PrijasnjaPotrosnja;Potrosnja
1;1;167.0;169.0
1;1;184.25;178.0
0;1;271.0;219.0
0;1;263.0;230.25
0;1;267.5;230.75
1;1;195.25;185.25
0;1;206.25;194.0
1;1;198.25;193.25
1;1;192.75;190.0
0;1;254.0;220.25
0;1;281.0;244.0
0;1;284.75;225.5
0;1;291.25;240.5
0;1;264.5;226.25
1;1;182.5;178.0
1;1;179.75;176.0
0;1;256.5;229.25
0;1;257.0;232.25
0;1;283.75;230.5
0;1;264.25;235.25
0;1;242.25;212.75
1;1;196.75;192.5
1;1;201.75;190.0
0;1;290.0;255.75
0;1;296.0;246.5
0;1;279.25;247.75
0;1;268.0;241.25
0;1;242.5;225.75
1;1;190.0;187.25
1;1;182.5;180.75
0;1;257.5;242.75
0;2;249.25;230.25
0;2;246.25;225.0
0;2;242.5;230.0
0;2;222.75;204.75
1;2;185.25;179.75
1;2;188.25;184.25
0;2;238.0;222.75
0;2;233.0;218.75
0;2;243.75;223.25
0;2;244.5;230.5
0;2;228.0;202.0
1;2;199.0;191.25
1;2;188.75;185.25
0;2;276.5;248.5
0;2;281.5;248.0
0;2;282.5;238.25
0;2;317.25;252.5
0;2;271.25;251.0
1;2;171.5;166.25
1;2;209.5;202.75
0;2;303.5;258.75
0;2;275.5;230.0
0;2;257.75;226.0
0;2;295.0;248.75
0;2;248.0;223.0
1;2;194.25;192.0
1;2;213.25;203.5
0;2;283.5;253.5
0;3;282.75;257.25
0;3;270.25;239.5
0;3;277.0;237.25
0;3;247.0;222.5
1;3;203.642335766;195.178832117
1;3;182.795620438;179.244525547
0;3;300.379562044;247.996254682
0;3;266.708;244.821011673
0;3;276.04296875;241.910505837
0;3;302.57421875;238.105058366
0;3;275.25;233.717647059
1;3;208.1640625;208.4765625
1;3;209.822834646;208.715953307
0;3;287.25;241.5
0;3;301.0;241.0
0;3;291.75;243.5
0;3;301.75;272.0
0;3;276.25;250.0
1;3;208.5;202.25
1;3;206.0;202.25
0;3;261.5;238.0
0;3;276.5;236.75
0;3;254.5;234.75
0;3;280.0;252.25
0;3;273.75;222.0
1;3;207.0;204.25
1;3;205.25;207.5
0;3;NaN;NaN
0;3;245.0;238.75
0;3;249.25;241.0
0;3;243.0;242.25
0;4;NaN;NaN
1;4;NaN;NaN
1;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
1;4;NaN;NaN
1;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
1;4;174.25;177.5
1;4;158.75;162.25
0;4;215.75;192.75
0;4;214.75;198.5
0;4;227.5;221.0
0;4;235.75;217.5
0;4;164.5;165.25
1;4;150.75;155.5
1;4;151.25;159.0
1;4;161.75;163.0
0;4;248.5;193.75
0;4;254.75;207.25
0;4;260.5;226.25
0;4;203.5;185.75
1;4;175.25;192.0
1;5;166.25;167.25
0;5;201.25;197.5
0;5;222.75;201.75
0;5;190.5;187.0
0;5;198.156934307;199.432234432
0;5;209.738589212;186.378723404
1;5;163.433884298;170.975308642
1;5;161.327659574;170.091666667
0;5;198.5;188.75
0;5;200.75;197.5
0;5;209.25;206.25
0;5;206.5;206.5
0;5;NaN;NaN
1;5;205.0;214.25
1;5;207.502242152;213.358974359
0;5;229.693023256;206.180995475
0;5;245.654867257;219.291304348
0;5;237.445945946;198.845454545
0;5;243.601851852;224.431111111
0;5;186.670995671;183.034782609
1;5;179.823529412;180.338383838
1;5;171.0;177.40625
0;5;262.793577982;222.331818182
0;5;233.034632035;214.686098655
0;5;239.5;202.0
0;5;216.688596491;204.703539823
0;5;208.215859031;196.995708155
1;5;168.439130435;168.449781659
1;5;161.483050847;164.567099567
0;5;228.415584416;214.206896552
0;5;231.356223176;199.564655172
