Praznik;Mjesec;Vlaga;PrijasnjaPotrosnja;Potrosnja
1;1;0.95;150.25;150.25
1;1;0.91;173.0;171.0
0;1;0.97;412.25;415.25
0;1;0.75;451.5;440.0
0;1;0.8;436.5;433.25
1;1;0.66;182.75;186.25
0;1;0.65;235.75;233.0
1;1;0.71;180.25;181.0
1;1;0.51;172.0;176.75
0;1;0.74;459.5;492.75
0;1;0.97;493.25;486.25
0;1;0.89;476.25;472.5
0;1;0.81;438.666666667;419.75
0;1;0.64;444.5;452.75
1;1;0.71;209.75;198.75
1;1;0.8;158.0;162.5
0;1;0.89;463.25;457.0
0;1;0.95;445.75;427.5
0;1;0.95;452.75;464.25
0;1;0.55;448.25;473.0
0;1;0.57;500.75;490.25
1;1;0.63;204.5;213.0
1;1;0.5;172.0;176.25
0;1;0.64;450.0;461.5
0;1;0.64;451.5;433.5
0;1;0.48;455.75;437.5
0;1;0.84;440.5;453.0
0;1;0.74;483.75;482.5
1;1;0.85;188.75;189.75
1;1;0.66;170.75;174.0
0;1;0.83;426.5;444.25
0;2;0.67;415.25;436.0
0;2;0.74;419.75;433.0
0;2;0.68;401.75;415.0
0;2;0.57;384.5;360.0
1;2;0.54;184.75;185.0
1;2;0.4;174.75;176.0
0;2;0.4;366.5;384.75
0;2;0.45;361.0;362.0
0;2;0.41;398.25;414.75
0;2;0.44;392.0;385.25
0;2;0.38;380.0;381.5
1;2;0.67;189.25;194.75
1;2;0.57;180.25;182.75
0;2;0.93;478.75;491.25
0;2;0.9;500.75;523.5
0;2;0.93;480.25;465.25
0;2;0.9;483.25;484.5
0;2;0.86;491.0;491.5
1;2;0.63;165.25;164.75
1;2;0.55;179.5;186.5
0;2;0.8;462.75;490.5
0;2;0.91;447.5;464.25
0;2;0.58;404.25;414.0
0;2;0.57;402.5;425.0
0;2;0.44;445.5;441.75
1;2;0.71;205.0;196.75
1;2;0.76;183.75;189.25
0;2;0.77;497.5;495.0
0;3;0.75;497.0;496.0
0;3;0.66;482.5;472.0
0;3;0.77;497.0;488.5
0;3;0.66;474.0;467.0
1;3;0.71;199.452554745;206.798534799
1;3;0.66;174.996336996;174.531135531
0;3;0.37;438.692307692;456.689781022
0;3;0.29;434.482889734;440.390625
0;3;0.3;447.081712062;457.90625
0;3;0.3;442.848249027;436.726190476
0;3;0.29;454.233463035;440.274509804
1;3;0.31;190.359375;198.832684825
1;3;0.4;187.684824903;188.47265625
0;3;0.48;472.265625;458.3984375
0;3;0.41;431.0;432.25
0;3;0.87;503.25;493.75
0;3;0.46;465.75;455.0
0;3;0.7;487.25;476.5
1;3;0.74;175.5;178.0
1;3;0.43;189.5;189.5
0;3;0.5;433.25;445.0
0;3;0.36;407.0;415.5
0;3;0.35;427.5;426.0
0;3;0.34;411.25;413.0
0;3;0.22;433.25;435.25
1;3;0.37;247.25;217.75
1;3;0.57;196.5;202.25
0;3;0.87;NaN;NaN
0;3;0.5;387.5;389.5
0;3;0.34;407.25;390.0
0;3;0.31;489.5;493.25
0;4;0.35;NaN;NaN
1;4;0.43;NaN;NaN
1;4;0.38;NaN;NaN
0;4;0.44;NaN;NaN
0;4;0.48;NaN;NaN
0;4;0.4;NaN;NaN
0;4;0.33;NaN;NaN
0;4;0.51;NaN;NaN
1;4;0.29;NaN;NaN
1;4;0.29;NaN;NaN
0;4;0.37;NaN;NaN
0;4;0.26;NaN;NaN
0;4;0.33;NaN;NaN
0;4;0.27;NaN;NaN
0;4;0.47;NaN;NaN
1;4;0.58;NaN;NaN
1;4;0.34;156.25;156.75
0;4;0.33;411.25;419.0
0;4;0.3;408.5;440.0
0;4;0.28;396.5;411.5
0;4;0.27;424.0;428.0
0;4;0.25;343.5;342.5
1;4;0.29;153.75;158.0
1;4;0.26;142.75;143.75
1;4;0.5;155.0;157.0
0;4;0.77;434.5;434.75
0;4;0.51;413.75;416.0
0;4;0.61;467.0;472.333333333
0;4;0.75;441.25;448.25
1;4;0.69;173.25;170.25
1;5;0.7;150.0;158.5
0;5;0.44;391.25;393.0
0;5;0.42;370.0;367.0
0;5;0.38;396.0;398.75
0;5;0.29;362.840163934;385.322097378
0;5;0.32;371.619047619;371.816849817
1;5;0.4;175.393442623;178.18699187
1;5;0.47;176.958677686;174.31120332
0;5;0.37;396.0;422.25
0;5;0.31;368.0;367.0
0;5;0.3;388.5;372.75
0;5;0.26;387.5;405.0
0;5;0.43;NaN;NaN
1;5;0.4;228.0;227.0
1;5;0.83;198.52016129;218.7375
0;5;0.43;430.662222222;425.625550661
0;5;0.52;401.732758621;402.447826087
0;5;0.44;435.341991342;440.12601626
0;5;0.46;419.92244898;427.37751004
0;5;0.4;423.834254144;431.608108108
1;5;0.35;217.261904762;194.737864078
1;5;0.49;157.222222222;161.004385965
0;5;0.42;471.391111111;495.971962617
0;5;0.5;498.164502165;477.251121076
0;5;0.39;453.5;453.5
0;5;0.31;465.395555556;463.084507042
0;5;0.33;538.008547009;534.747863248
1;5;0.79;226.43231441;211.391489362
1;5;0.46;192.017021277;200.510548523
0;5;0.39;481.034632035;486.487394958
0;5;0.47;518.730941704;508.180257511
