Sat;Praznik;Mjesec;Temperatura;ProsjekU24h;Potrosnja
17;1;1;-0.2;201.302083333;197.0
18;1;1;-0.2;195.1875;192.5
19;1;1;-0.4;190.989583333;190.0
20;1;1;-0.5;188.802083333;187.25
21;1;1;-0.7;187.197916667;185.0
22;1;1;-1.0;186.052083333;186.5
23;1;1;-1.1;185.885416667;181.75
0;1;1;-1.2;185.614583333;182.75
1;1;1;-1.2;185.395833333;177.75
2;1;1;-1.2;185.15625;174.25
3;1;1;-1.4;185.041666667;170.75
4;1;1;-1.5;184.760416667;169.0
5;1;1;-1.8;184.53125;167.75
6;1;1;-1.9;184.385416667;172.5
7;1;1;-2.0;183.854166667;171.0
8;1;1;-1.3;183.114583333;168.25
9;1;1;-1.1;182.520833333;169.75
10;1;1;-0.9;181.916666667;168.25
11;1;1;-0.2;181.1875;170.75
12;1;1;-0.1;180.4375;174.0
13;1;1;0.0;179.78125;177.0
14;1;1;0.0;179.291666667;182.75
15;1;1;-0.1;179.197916667;190.75
16;1;1;-0.2;179.114583333;187.0
17;1;1;-0.3;178.927083333;188.75
18;1;1;-0.5;178.583333333;186.0
19;1;1;-0.8;178.3125;182.5
20;1;1;-0.8;178.0;180.75
21;1;1;-0.9;177.729166667;179.25
22;1;1;-1.1;177.489583333;176.0
23;1;1;-1.2;177.052083333;170.5
0;0;1;-1.0;176.583333333;167.0
1;0;1;-1.0;175.927083333;167.75
2;0;1;-1.1;175.510416667;166.75
3;0;1;-1.0;175.197916667;165.0
4;0;1;-1.2;174.958333333;165.0
5;0;1;-1.4;174.791666667;171.5
6;0;1;-1.4;174.947916667;230.75
7;0;1;-1.4;177.375;277.5
8;0;1;-1.4;181.8125;349.25
9;0;1;-1.4;189.354166667;398.75
10;0;1;-1.1;198.895833333;423.25
11;0;1;-0.8;209.520833333;426.5
12;0;1;-0.7;220.177083333;444.25
13;0;1;-0.5;231.4375;457.25
14;0;1;-0.4;243.114583333;437.25
15;0;1;-0.5;253.71875;414.5
16;0;1;-0.9;263.041666667;354.5
17;0;1;-1.2;270.020833333;313.25
18;0;1;-1.2;275.208333333;295.5
19;0;1;-1.4;279.770833333;257.5
20;0;1;-1.7;282.895833333;242.75
21;0;1;-1.9;285.479166667;236.0
22;0;1;-1.9;287.84375;215.25
23;0;1;-2.0;289.479166667;205.25
0;0;2;-2.0;290.927083333;197.75
1;0;2;-2.2;292.208333333;189.25
2;0;2;-2.2;293.104166667;186.75
3;0;2;-2.2;293.9375;188.0
4;0;2;-2.3;294.895833333;183.5
5;0;2;-2.3;295.666666667;190.0
6;0;2;-2.4;296.4375;259.75
7;0;2;-2.6;297.645833333;289.5
8;0;2;-2.1;298.145833333;336.0
9;0;2;-1.9;297.59375;398.25
10;0;2;-1.9;297.572916667;397.5
11;0;2;-1.7;296.5;415.25
12;0;2;-1.4;296.03125;436.0
13;0;2;-1.3;295.6875;429.75
14;0;2;-1.3;294.541666667;421.0
15;0;2;-1.6;293.864583333;393.25
16;0;2;-2.2;292.979166667;345.75
17;0;2;-3.0;292.614583333;306.5
18;0;2;-3.3;292.333333333;277.5
19;0;2;-3.9;291.583333333;249.25
20;0;2;-4.0;291.239583333;230.25
21;0;2;-3.9;290.71875;219.0
22;0;2;-3.7;290.010416667;198.75
23;0;2;-3.6;289.322916667;185.25
0;0;2;-3.7;288.489583333;181.5
1;0;2;-3.7;287.8125;181.0
2;0;2;-3.6;287.46875;180.0
3;0;2;-3.5;287.1875;181.0
4;0;2;-3.5;286.895833333;178.75
5;0;2;-3.3;286.697916667;184.0
6;0;2;-3.6;286.447916667;243.25
7;0;2;-3.6;285.760416667;286.25
8;0;2;-3.2;285.625;334.5
9;0;2;-3.2;285.5625;374.25
10;0;2;-2.8;284.5625;404.75
11;0;2;-2.5;284.864583333;419.75
12;0;2;-2.2;285.052083333;433.0
13;0;2;-2.1;284.927083333;417.25
14;0;2;-2.2;284.40625;413.75
15;0;2;-2.1;284.104166667;397.25
16;0;2;-2.5;284.270833333;333.5
17;0;2;-3.1;283.760416667;308.5
18;0;2;-4.2;283.84375;282.5
19;0;2;-5.0;284.052083333;246.25
20;0;2;-5.0;283.927083333;225.0
21;0;2;-3.7;283.708333333;207.0
22;0;2;-2.3;283.208333333;191.5
23;0;2;-2.1;282.90625;186.75
0;0;2;-2.0;282.96875;184.5
1;0;2;-2.0;283.09375;183.0
2;0;2;-2.7;283.177083333;182.5
3;0;2;-2.7;283.28125;186.25
4;0;2;-2.5;283.5;186.75
5;0;2;-2.3;283.833333333;191.0
6;0;2;-2.3;284.125;250.25
7;0;2;-2.3;284.416666667;281.5
8;0;2;-1.6;284.21875;328.75
9;0;2;-1.0;283.979166667;388.5
10;0;2;-0.4;284.572916667;391.0
11;0;2;-0.2;284.0;401.75
12;0;2;0.5;283.25;415.0
13;0;2;1.5;282.5;408.5
14;0;2;1.6;282.135416667;376.25
15;0;2;1.4;280.572916667;356.75
16;0;2;0.1;278.885416667;316.25
17;0;2;-0.9;278.166666667;301.0
18;0;2;-2.0;277.854166667;273.0
19;0;2;-2.7;277.458333333;242.5
20;0;2;-3.5;277.302083333;230.0
21;0;2;-4.3;277.510416667;220.25
22;0;2;-4.5;278.0625;199.5
23;0;2;-4.7;278.395833333;194.0
0;0;2;-5.3;278.697916667;186.75
1;0;2;-4.8;278.791666667;183.0
2;0;2;-4.4;278.791666667;179.0
3;0;2;-4.5;278.645833333;177.75
4;0;2;-4.1;278.291666667;177.5
5;0;2;-3.4;277.90625;187.5
6;0;2;-4.4;277.760416667;237.75
7;0;2;-4.5;277.239583333;270.75
8;0;2;-3.3;276.791666667;320.5
9;0;2;0.5;276.447916667;343.0
10;0;2;2.4;274.552083333;351.75
11;0;2;4.2;272.916666667;384.5
12;0;2;5.1;272.197916667;360.0
13;0;2;6.9;269.90625;362.0
14;0;2;7.4;267.96875;350.75
15;0;2;7.2;266.90625;333.5
16;0;2;6.4;265.9375;286.25
17;0;2;4.7;264.6875;277.5
18;0;2;0.6;263.708333333;254.5
19;0;2;-0.2;262.9375;222.75
20;0;2;-0.7;262.114583333;204.75
21;0;2;-1.4;261.0625;191.0
22;0;2;-1.7;259.84375;174.5
23;0;2;-1.4;258.802083333;171.0
0;1;2;-2.1;257.84375;175.0
1;1;2;-2.2;257.354166667;173.25
2;1;2;-1.7;256.947916667;172.5
3;1;2;-2.2;256.677083333;170.75
4;1;2;-2.4;256.385416667;168.25
5;1;2;-3.0;256.0;168.25
6;1;2;-3.0;255.197916667;178.0
7;1;2;-2.8;252.708333333;189.75
8;1;2;-0.7;249.333333333;182.25
9;1;2;2.0;243.572916667;185.25
10;1;2;5.0;237.0;184.5
11;1;2;6.4;230.03125;184.75
12;1;2;9.6;221.708333333;185.0
13;1;2;12.8;214.416666667;185.75
14;1;2;15.1;207.072916667;187.5
15;1;2;14.8;200.270833333;181.0
16;1;2;12.7;193.916666667;181.25
17;1;2;5.3;189.541666667;181.25
18;1;2;3.4;185.53125;186.75
19;1;2;1.4;182.708333333;185.25
20;1;2;1.1;181.145833333;179.75
21;1;2;0.2;180.104166667;179.0
22;1;2;-0.6;179.604166667;177.25
23;1;2;-1.1;179.71875;174.75
0;1;2;-1.4;179.875;173.25
1;1;2;-2.1;179.802083333;174.75
2;1;2;-2.3;179.864583333;169.5
3;1;2;-2.2;179.739583333;170.25
4;1;2;-2.3;179.71875;169.25
5;1;2;-2.9;179.760416667;170.25
6;1;2;-2.9;179.84375;177.5
7;1;2;-2.8;179.822916667;170.75
8;1;2;1.1;179.03125;171.5
9;1;2;4.8;178.583333333;172.5
10;1;2;7.2;178.052083333;172.75
11;1;2;10.2;177.5625;174.75
12;1;2;11.5;177.145833333;176.0
13;1;2;12.4;176.770833333;178.25
14;1;2;13.5;176.458333333;179.0
15;1;2;13.3;176.104166667;180.25
16;1;2;11.3;176.072916667;175.25
17;1;2;5.5;175.822916667;185.25
18;1;2;3.5;175.989583333;191.0
19;1;2;2.5;176.166666667;188.25
20;1;2;2.2;176.291666667;184.25
21;1;2;1.8;176.479166667;178.0
22;1;2;1.3;176.4375;170.5
23;1;2;0.6;176.15625;168.75
0;0;2;0.0;175.90625;166.0
1;0;2;-0.7;175.604166667;168.25
2;0;2;-1.4;175.333333333;167.5
3;0;2;-1.6;175.25;166.75
4;0;2;-2.0;175.104166667;167.75
5;0;2;-2.4;175.041666667;177.0
6;0;2;-2.5;175.322916667;215.25
7;0;2;-2.2;176.895833333;268.25
8;0;2;1.2;180.958333333;303.25
9;0;2;4.0;186.447916667;377.75
10;0;2;6.8;195.0;366.75
11;0;2;9.6;203.083333333;366.5
12;0;2;13.5;211.072916667;384.75
13;0;2;15.6;219.770833333;381.25
14;0;2;17.0;228.229166667;372.0
15;0;2;16.5;236.270833333;365.0
16;0;2;13.9;243.96875;300.75
17;0;2;7.2;249.197916667;293.75
18;0;2;4.6;253.71875;265.25
19;0;2;3.6;256.8125;238.0
20;0;2;3.5;258.885416667;222.75
21;0;2;2.5;260.489583333;213.75
22;0;2;1.5;261.979166667;196.25
23;0;2;0.6;263.052083333;185.5
0;0;2;0.4;263.75;181.0
1;0;2;-0.8;264.375;178.0
2;0;2;-1.6;264.78125;177.25
3;0;2;-1.9;265.1875;179.0
4;0;2;-2.4;265.697916667;178.5
5;0;2;-2.7;266.145833333;186.5
6;0;2;-2.8;266.541666667;234.0
7;0;2;-2.6;267.322916667;292.25
8;0;2;1.5;268.322916667;317.75
9;0;2;3.9;268.927083333;344.75
10;0;2;7.8;267.552083333;363.75
11;0;2;10.4;267.427083333;361.0
12;0;2;12.2;267.197916667;362.0
13;0;2;14.6;266.25;375.25
14;0;2;14.7;266.0;353.5
15;0;2;14.8;265.229166667;345.75
16;0;2;13.3;264.427083333;294.25
17;0;2;10.4;264.15625;276.5
18;0;2;8.2;263.4375;265.0
19;0;2;6.4;263.427083333;233.0
20;0;2;6.3;263.21875;218.75
21;0;2;8.4;263.052083333;211.25
22;0;2;7.7;262.947916667;191.5
23;0;2;6.7;262.75;185.0
0;0;2;4.5;262.729166667;181.5
1;0;2;2.4;262.75;179.0
2;0;2;2.7;262.791666667;176.5
3;0;2;2.4;262.760416667;176.0
4;0;2;1.6;262.635416667;176.25
5;0;2;1.6;262.541666667;182.5
6;0;2;1.4;262.375;230.75
7;0;2;2.2;262.239583333;274.5
8;0;2;5.7;261.5;319.5
9;0;2;7.5;261.572916667;376.25
10;0;2;8.7;262.885416667;378.75
11;0;2;10.6;263.510416667;398.25
12;0;2;10.9;265.0625;414.75
13;0;2;11.4;267.260416667;398.0
14;0;2;11.8;268.208333333;403.75
15;0;2;11.6;270.302083333;372.0
16;0;2;10.5;271.395833333;306.75
17;0;2;7.4;271.916666667;280.5
18;0;2;4.6;272.083333333;269.5
19;0;2;3.3;272.270833333;243.75
20;0;2;2.8;272.71875;223.25
21;0;2;1.9;272.90625;209.5
22;0;2;1.8;272.833333333;192.25
23;0;2;1.2;272.864583333;184.0
0;0;2;0.7;272.822916667;183.75
1;0;2;0.0;272.916666667;179.5
2;0;2;-0.3;272.9375;179.25
3;0;2;-0.5;273.052083333;179.0
4;0;2;-1.2;273.177083333;178.0
5;0;2;-1.3;273.25;186.75
6;0;2;-1.4;273.427083333;228.5
7;0;2;-1.4;273.333333333;273.0
8;0;2;2.3;273.270833333;310.0
9;0;2;4.6;272.875;382.0
10;0;2;6.6;273.114583333;390.25
11;0;2;8.6;273.59375;392.0
12;0;2;9.7;273.333333333;385.25
13;0;2;10.2;272.104166667;374.0
14;0;2;10.1;271.104166667;338.75
15;0;2;10.4;268.395833333;326.75
16;0;2;8.8;266.510416667;294.75
17;0;2;5.9;266.010416667;280.5
18;0;2;3.7;266.010416667;265.5
19;0;2;3.0;265.84375;244.5
20;0;2;2.3;265.875;230.5
21;0;2;2.0;266.177083333;221.75
22;0;2;1.5;266.6875;203.0
23;0;2;0.4;267.135416667;194.5
0;0;2;0.0;267.572916667;195.75
1;0;2;-1.0;268.072916667;186.75
2;0;2;-1.4;268.375;186.5
3;0;2;-1.9;268.677083333;186.0
4;0;2;-2.1;268.96875;184.5
5;0;2;-2.5;269.239583333;182.75
6;0;2;-2.9;269.072916667;223.0
7;0;2;-2.1;268.84375;261.25
8;0;2;-0.2;268.354166667;324.75
9;0;2;4.8;268.96875;346.0
10;0;2;10.1;267.46875;358.0
11;0;2;11.8;266.125;380.0
12;0;2;13.0;265.625;381.5
13;0;2;14.9;265.46875;370.5
14;0;2;16.0;265.322916667;364.75
15;0;2;14.4;266.40625;331.0
16;0;2;12.9;266.583333333;287.5
17;0;2;11.1;266.28125;278.75
18;0;2;10.0;266.208333333;256.75
19;0;2;9.0;265.84375;228.0
20;0;2;8.0;265.15625;202.0
21;0;2;8.1;263.96875;196.0
22;0;2;9.0;262.895833333;189.5
23;0;2;9.0;262.333333333;184.5
0;1;2;8.8;261.916666667;181.0
1;1;2;8.2;261.302083333;179.0
2;1;2;8.1;260.979166667;177.5
3;1;2;8.9;260.604166667;175.75
4;1;2;8.0;260.177083333;174.5
5;1;2;8.9;259.760416667;174.75
6;1;2;8.9;259.427083333;179.25
7;1;2;9.6;257.604166667;170.75
8;1;2;11.0;253.833333333;173.25
9;1;2;11.3;247.520833333;174.5
10;1;2;8.7;240.375;180.5
11;1;2;7.6;232.979166667;189.25
12;1;2;7.3;225.03125;194.75
13;1;2;6.2;217.25;198.25
14;1;2;5.1;210.072916667;199.0
15;1;2;4.5;203.166666667;200.0
16;1;2;4.5;197.708333333;198.75
17;1;2;4.6;194.010416667;204.0
18;1;2;3.9;190.895833333;202.0
19;1;2;3.7;188.614583333;199.0
20;1;2;3.6;187.40625;191.25
21;1;2;3.6;186.958333333;185.75
22;1;2;3.4;186.53125;186.25
23;1;2;3.0;186.395833333;185.25
0;1;2;2.6;186.427083333;187.75
1;1;2;2.7;186.708333333;188.0
2;1;2;2.7;187.083333333;187.5
3;1;2;2.1;187.5;188.75
4;1;2;1.9;188.041666667;186.0
5;1;2;1.9;188.520833333;185.75
6;1;2;2.1;188.979166667;185.0
7;1;2;2.4;189.21875;176.25
8;1;2;3.0;189.447916667;175.25
9;1;2;3.4;189.53125;176.5
10;1;2;3.7;189.614583333;176.25
11;1;2;3.8;189.4375;180.25
12;1;2;3.9;189.0625;182.75
13;1;2;4.0;188.5625;183.5
14;1;2;4.0;187.947916667;184.0
15;1;2;3.8;187.322916667;182.25
16;1;2;2.7;186.583333333;184.25
17;1;2;1.8;185.979166667;191.0
18;1;2;1.8;185.4375;196.0
19;1;2;1.9;185.1875;188.75
20;1;2;1.8;184.760416667;185.25
21;1;2;1.6;184.510416667;183.5
22;1;2;1.0;184.416666667;185.25
23;1;2;1.2;184.375;185.0
0;0;2;1.2;184.364583333;185.5
1;0;2;1.2;184.270833333;181.5
2;0;2;1.1;184.0;178.75
3;0;2;1.1;183.635416667;179.75
4;0;2;1.2;183.260416667;180.75
5;0;2;1.2;183.041666667;188.0
6;0;2;1.2;183.135416667;247.25
7;0;2;1.4;185.729166667;286.5
8;0;2;1.7;190.322916667;381.5
9;0;2;2.0;198.916666667;429.5
10;0;2;2.1;209.458333333;458.0
11;0;2;2.0;221.197916667;478.75
12;0;2;2.0;233.635416667;491.25
13;0;2;2.1;246.489583333;477.5
14;0;2;2.1;258.739583333;481.5
15;0;2;2.1;271.135416667;476.0
16;0;2;1.9;283.375;424.5
17;0;2;1.2;293.385416667;372.25
18;0;2;1.0;300.9375;325.0
19;0;2;1.0;306.3125;276.5
20;0;2;0.8;309.96875;248.5
21;0;2;0.9;312.604166667;228.5
22;0;2;0.9;314.479166667;214.5
23;0;2;0.9;315.697916667;205.75
0;0;2;0.8;316.5625;198.0
1;0;2;0.6;317.083333333;192.0
2;0;2;0.1;317.520833333;187.25
3;0;2;0.1;317.875;187.0
4;0;2;0.1;318.177083333;186.75
5;0;2;0.1;318.427083333;189.0
6;0;2;0.2;318.46875;260.5
7;0;2;0.6;319.020833333;285.25
8;0;2;0.6;318.96875;372.75
9;0;2;0.8;318.604166667;443.75
10;0;2;0.7;319.197916667;485.75
11;0;2;0.7;320.354166667;500.75
12;0;2;0.6;321.270833333;523.5
13;0;2;0.7;322.614583333;504.0
14;0;2;0.6;323.71875;503.0
15;0;2;0.6;324.614583333;489.75
16;0;2;0.5;325.1875;427.5
17;0;2;0.3;325.3125;373.0
18;0;2;0.3;325.34375;339.5
19;0;2;0.4;325.947916667;281.5
20;0;2;0.4;326.15625;248.0
21;0;2;0.4;326.135416667;229.5
22;0;2;0.4;326.177083333;215.5
23;0;2;0.4;326.21875;209.75
0;0;2;0.3;326.385416667;202.25
1;0;2;0.4;326.5625;199.75
2;0;2;0.5;326.885416667;194.0
3;0;2;0.2;327.166666667;193.75
4;0;2;0.0;327.447916667;193.75
5;0;2;0.2;327.739583333;197.0
6;0;2;0.4;328.072916667;254.5
7;0;2;0.7;327.822916667;303.0
8;0;2;1.7;328.5625;375.25
9;0;2;2.3;328.666666667;444.0
10;0;2;2.0;328.677083333;453.5
11;0;2;2.5;327.333333333;480.25
12;0;2;2.9;326.479166667;465.25
13;0;2;3.0;324.052083333;455.75
14;0;2;3.1;322.041666667;477.25
15;0;2;3.2;320.96875;452.75
16;0;2;3.3;319.427083333;406.5
17;0;2;3.6;318.552083333;375.25
18;0;2;4.2;318.645833333;333.0
19;0;2;4.5;318.375;282.5
20;0;2;4.7;318.416666667;238.25
21;0;2;4.6;318.010416667;221.5
22;0;2;4.2;317.677083333;202.25
23;0;2;4.6;317.125;194.5
0;0;2;4.8;316.489583333;192.75
1;0;2;4.3;316.09375;191.25
2;0;2;4.0;315.739583333;189.0
3;0;2;3.7;315.53125;190.25
4;0;2;3.4;315.385416667;189.25
5;0;2;2.9;315.197916667;191.75
6;0;2;2.7;314.979166667;255.0
7;0;2;2.0;315.0;306.5
8;0;2;2.2;315.145833333;375.5
9;0;2;2.2;315.15625;427.5
10;0;2;2.1;314.46875;468.0
11;0;2;2.4;315.072916667;483.25
12;0;2;3.0;315.197916667;484.5
13;0;2;3.5;316.0;479.0
14;0;2;3.8;316.96875;479.25
15;0;2;4.2;317.052083333;462.75
16;0;2;4.0;317.46875;419.25
17;0;2;3.8;318.0;372.0
18;0;2;3.8;317.864583333;364.5
19;0;2;3.8;319.177083333;317.25
20;0;2;3.9;320.625;252.5
21;0;2;4.1;321.21875;224.5
22;0;2;4.0;321.34375;203.75
23;0;2;4.0;321.40625;193.75
0;0;2;4.0;321.375;190.0
1;0;2;3.8;321.260416667;184.0
2;0;2;3.5;320.958333333;183.5
3;0;2;3.4;320.729166667;182.5
4;0;2;3.2;320.40625;182.75
5;0;2;3.0;320.135416667;186.25
6;0;2;2.9;319.90625;247.25
7;0;2;2.9;319.583333333;293.0
8;0;2;3.1;319.020833333;354.5
9;0;2;3.1;318.145833333;436.25
10;0;2;3.1;318.510416667;461.5
11;0;2;3.8;318.239583333;491.0
12;0;2;4.2;318.5625;491.5
13;0;2;4.6;318.854166667;478.75
14;0;2;4.6;318.84375;468.0
15;0;2;4.3;318.375;443.75
16;0;2;4.1;317.583333333;392.5
17;0;2;3.5;316.46875;337.75
18;0;2;3.5;315.041666667;303.5
19;0;2;3.6;312.5;271.25
20;0;2;3.6;310.583333333;251.0
21;0;2;3.6;310.520833333;225.25
22;0;2;3.5;310.552083333;187.5
23;0;2;4.0;309.875;182.25
0;1;2;3.8;309.395833333;186.0
1;1;2;4.1;309.229166667;186.75
2;1;2;3.9;309.34375;185.25
3;1;2;3.5;309.416666667;177.25
4;1;2;2.7;309.197916667;174.5
5;1;2;0.9;308.854166667;176.0
6;1;2;0.2;308.427083333;184.5
7;1;2;0.8;305.8125;164.25
8;1;2;2.7;300.447916667;155.0
9;1;2;4.8;292.135416667;158.25
10;1;2;5.2;280.552083333;164.75
11;1;2;5.8;268.1875;165.25
12;1;2;6.8;254.614583333;164.75
13;1;2;7.3;241.0;157.5
14;1;2;7.4;227.614583333;160.25
15;1;2;7.9;214.791666667;158.5
16;1;2;6.9;202.90625;149.5
17;1;2;5.9;192.78125;161.75
18;1;2;5.9;185.447916667;168.25
19;1;2;5.4;179.8125;171.5
20;1;2;5.0;175.65625;166.25
21;1;2;4.9;172.125;154.5
22;1;2;4.7;169.177083333;151.5
23;1;2;3.9;167.677083333;151.25
0;1;2;3.8;166.385416667;152.5
1;1;2;1.9;164.989583333;151.75
2;1;2;1.1;163.53125;151.75
3;1;2;0.6;162.135416667;151.75
4;1;2;-0.4;161.072916667;148.25
5;1;2;-0.6;159.979166667;146.25
6;1;2;-0.4;158.739583333;146.0
7;1;2;0.6;157.135416667;142.75
8;1;2;2.5;156.239583333;142.5
9;1;2;3.2;155.71875;141.25
10;1;2;4.8;155.010416667;158.25
11;1;2;5.7;154.739583333;179.5
12;1;2;6.0;155.333333333;186.5
13;1;2;7.0;156.239583333;188.25
14;1;2;6.5;157.520833333;185.5
15;1;2;6.2;158.572916667;185.75
16;1;2;5.8;159.708333333;185.25
17;1;2;4.8;161.197916667;194.25
18;1;2;3.8;162.552083333;202.75
19;1;2;3.3;163.989583333;209.5
20;1;2;3.1;165.572916667;202.75
21;1;2;2.7;167.09375;198.25
22;1;2;2.3;168.916666667;193.25
23;1;2;2.0;170.65625;188.75
0;0;2;1.8;172.21875;189.5
1;0;2;0.7;173.760416667;185.5
2;0;2;0.7;175.166666667;184.25
3;0;2;0.3;176.520833333;184.25
4;0;2;0.1;177.875;180.0
5;0;2;-1.1;179.197916667;188.25
6;0;2;-1.5;180.947916667;239.0
7;0;2;-1.7;184.822916667;280.0
8;0;2;-1.3;190.541666667;372.25
9;0;2;-1.1;200.114583333;443.25
10;0;2;-0.5;212.697916667;465.5
11;0;2;-0.2;225.5;462.75
12;0;2;-0.1;237.302083333;490.5
13;0;2;-0.2;249.96875;475.0
14;0;2;-0.1;261.916666667;477.25
15;0;2;-0.9;274.072916667;443.0
16;0;2;-0.9;284.791666667;396.0
17;0;2;-1.1;293.572916667;359.75
18;0;2;-1.1;300.46875;334.5
19;0;2;-1.4;305.958333333;303.5
20;0;2;-1.5;309.875;258.75
21;0;2;-1.8;312.208333333;228.25
22;0;2;-1.9;313.458333333;212.0
23;0;2;-2.2;314.239583333;204.5
0;0;2;-2.2;314.895833333;198.5
1;0;2;-2.2;315.270833333;191.25
2;0;2;-2.8;315.510416667;190.75
3;0;2;-3.1;315.78125;187.25
4;0;2;-2.6;315.90625;187.5
5;0;2;-2.6;316.21875;190.5
6;0;2;-2.6;316.3125;247.5
7;0;2;-2.8;316.666666667;286.75
8;0;2;-2.3;316.947916667;362.0
9;0;2;-2.0;316.520833333;423.75
10;0;2;-1.4;315.708333333;431.25
11;0;2;-1.5;314.28125;447.5
12;0;2;-1.4;313.645833333;464.25
13;0;2;-0.8;312.552083333;458.0
14;0;2;-0.7;311.84375;458.25
15;0;2;-0.4;311.052083333;435.75
16;0;2;-0.4;310.75;410.5
17;0;2;-0.6;311.354166667;374.75
18;0;2;-0.8;311.979166667;330.25
19;0;2;-1.1;311.802083333;275.5
20;0;2;-1.2;310.635416667;230.0
21;0;2;-1.2;309.4375;212.5
22;0;2;-1.6;308.78125;198.75
23;0;2;-1.8;308.229166667;188.25
0;0;2;-1.9;307.552083333;186.25
1;0;2;-2.3;307.041666667;180.5
2;0;2;-2.4;306.59375;181.25
3;0;2;-2.6;306.197916667;181.25
4;0;2;-3.4;305.947916667;181.5
5;0;2;-3.9;305.697916667;187.75
6;0;2;-5.4;305.583333333;236.25
7;0;2;-5.4;305.114583333;278.5
8;0;2;-5.0;304.770833333;352.75
9;0;2;-4.0;304.385416667;391.75
10;0;2;-3.3;303.052083333;402.75
11;0;2;-2.2;301.864583333;404.25
12;0;2;-1.3;300.0625;414.0
13;0;2;-1.3;297.96875;411.75
14;0;2;-0.6;296.041666667;395.25
15;0;2;-0.5;293.416666667;402.75
16;0;2;-0.8;292.041666667;358.0
17;0;2;-1.4;289.854166667;336.0
18;0;2;-1.6;288.239583333;323.0
19;0;2;-2.4;287.9375;257.75
20;0;2;-3.4;287.197916667;226.0
21;0;2;-3.9;287.03125;206.75
22;0;2;-4.4;286.791666667;195.5
23;0;2;-6.0;286.65625;187.5
0;0;2;-6.4;286.625;182.25
1;0;2;-7.0;286.458333333;176.0
2;0;2;-7.2;286.270833333;174.0
3;0;2;-7.2;285.96875;174.75
4;0;2;-6.6;285.697916667;175.75
5;0;2;-6.9;285.458333333;183.25
6;0;2;-7.0;285.270833333;222.75
7;0;2;-5.4;284.708333333;268.5
8;0;2;-4.4;284.291666667;347.5
9;0;2;-3.1;284.072916667;403.25
10;0;2;-1.6;284.552083333;404.5
11;0;2;-0.1;284.625;402.5
12;0;2;0.0;284.552083333;425.0
13;0;2;1.2;285.010416667;418.25
14;0;2;1.4;285.28125;415.75
15;0;2;1.4;286.135416667;382.0
16;0;2;0.9;285.270833333;356.25
17;0;2;-0.2;285.197916667;338.25
18;0;2;-1.6;285.291666667;342.75
19;0;2;-2.9;286.114583333;295.0
20;0;2;-4.1;287.666666667;248.75
21;0;2;-4.8;288.614583333;221.75
22;0;2;-5.7;289.239583333;201.75
23;0;2;-6.3;289.5;194.0
0;0;2;-6.6;289.770833333;189.0
1;0;2;-6.8;290.052083333;184.0
2;0;2;-7.2;290.385416667;179.5
3;0;2;-7.4;290.614583333;180.5
4;0;2;-7.6;290.854166667;180.75
5;0;2;-7.9;291.0625;186.0
6;0;2;-8.2;291.177083333;243.25
7;0;2;-6.7;292.03125;264.75
8;0;2;-2.4;291.875;353.75
9;0;2;-1.1;292.135416667;394.25
10;0;2;0.5;291.760416667;411.75
11;0;2;1.2;292.0625;445.5
12;0;2;1.8;293.854166667;441.75
13;0;2;1.8;294.552083333;429.25
14;0;2;2.4;295.010416667;392.0
15;0;2;1.8;294.020833333;352.0
16;0;2;0.8;292.770833333;332.5
17;0;2;-0.3;291.78125;310.5
18;0;2;-0.9;290.625;285.5
19;0;2;-0.5;288.239583333;248.0
20;0;2;-0.3;286.28125;223.0
21;0;2;-0.3;285.208333333;216.0
22;0;2;-0.4;284.96875;202.5
23;0;2;-1.1;285.0;192.0
0;1;2;-1.4;284.916666667;192.25
1;1;2;-1.6;285.052083333;190.25
2;1;2;-1.3;285.3125;184.25
3;1;2;-1.4;285.510416667;181.25
4;1;2;-1.4;285.541666667;176.75
5;1;2;-1.4;285.375;177.0
6;1;2;-1.4;285.0;180.75
7;1;2;-1.4;282.395833333;173.25
8;1;2;-1.3;278.583333333;180.75
9;1;2;-0.5;271.375;201.25
10;1;2;-0.4;263.333333333;207.5
11;1;2;-0.2;254.822916667;205.0
12;1;2;0.5;244.802083333;196.75
13;1;2;1.6;234.59375;192.25
14;1;2;1.5;224.71875;190.5
15;1;2;1.5;216.322916667;190.25
16;1;2;1.1;209.583333333;188.25
17;1;2;-0.2;203.572916667;189.25
18;1;2;-1.3;198.520833333;199.25
19;1;2;-2.6;194.927083333;194.25
20;1;2;-3.1;192.6875;192.0
21;1;2;-3.9;191.395833333;187.75
22;1;2;-3.7;190.21875;180.5
23;1;2;-3.1;189.302083333;180.5
0;1;2;-2.6;188.822916667;182.25
1;1;2;-2.2;188.40625;184.5
2;1;2;-2.2;188.166666667;185.25
3;1;2;-2.0;188.208333333;182.0
4;1;2;-2.0;188.239583333;176.5
5;1;2;-2.1;188.229166667;175.25
6;1;2;-2.1;188.15625;175.75
7;1;2;-2.0;187.947916667;170.5
8;1;2;-1.8;187.833333333;170.75
9;1;2;-1.7;187.416666667;170.75
10;1;2;-1.0;186.145833333;175.75
11;1;2;-0.8;184.822916667;183.75
12;1;2;-0.8;183.9375;189.25
13;1;2;-0.7;183.625;193.75
14;1;2;-0.3;183.6875;192.5
15;1;2;-0.5;183.770833333;195.75
16;1;2;-0.7;184.0;199.0
