Sat;Praznik;Mjesec;Temperatura;ProsjekU24h;Potrosnja
0;0;3;7.5;194.597826087;NaN
1;0;3;6.4;194.681818182;NaN
2;0;3;6.1;194.666666667;NaN
3;0;3;6.5;194.666666667;NaN
4;0;3;10.5;194.5625;NaN
5;0;3;9.7;194.644736842;NaN
6;0;3;9.6;195.222222222;NaN
7;0;3;9.7;195.794117647;NaN
8;0;3;10.0;196.84375;NaN
9;0;3;10.9;197.766666667;NaN
10;0;3;11.5;198.642857143;NaN
11;0;3;11.5;199.057692308;NaN
12;0;3;12.0;199.270833333;NaN
13;0;3;12.3;199.0;NaN
14;0;3;11.8;199.425;NaN
15;0;3;11.7;198.916666667;NaN
16;0;3;11.3;198.625;NaN
17;0;3;11.2;198.107142857;NaN
18;0;3;10.3;198.75;NaN
19;0;3;9.8;199.75;NaN
20;0;3;9.6;198.375;NaN
21;0;3;9.5;195.333333333;NaN
22;0;3;9.6;191.375;NaN
23;0;3;9.9;187.5;NaN
0;0;3;9.4;NaN;NaN
1;0;3;9.0;NaN;NaN
2;0;3;8.3;NaN;NaN
3;0;3;8.0;NaN;NaN
4;0;3;6.7;NaN;NaN
5;0;3;6.1;NaN;NaN
6;0;3;6.3;NaN;NaN
7;0;3;8.9;NaN;NaN
8;0;3;10.7;NaN;NaN
9;0;3;13.2;NaN;NaN
10;0;3;14.9;NaN;389.5
11;0;3;14.9;389.5;387.5
12;0;3;15.1;388.5;389.5
13;0;3;15.0;388.833333333;391.0
14;0;3;14.9;389.375;401.75
15;0;3;14.9;391.85;414.5
16;0;3;15.2;395.625;375.75
17;0;3;13.9;392.785714286;297.25
18;0;3;10.7;380.84375;252.25
19;0;3;8.8;366.555555556;245.0
20;0;3;7.6;354.4;238.75
21;0;3;6.7;343.886363636;221.25
22;0;3;6.4;333.666666667;204.75
23;0;3;5.6;323.75;198.75
0;0;3;4.9;314.821428571;191.25
1;0;3;4.7;306.583333333;190.75
2;0;3;3.7;299.34375;191.5
3;0;3;3.0;293.0;190.666666667
4;0;3;3.0;288.676056338;197.0
5;0;3;2.8;283.786666667;192.0
6;0;3;4.1;279.139240506;245.75
7;0;3;6.8;277.530120482;273.0
8;0;3;9.9;277.32183908;328.75
9;0;3;13.2;279.582417582;382.25
10;0;3;14.2;283.905263158;415.25
11;0;3;15.9;284.989473684;407.25
12;0;3;16.5;285.821052632;390.0
13;0;3;17.4;285.842105263;383.5
14;0;3;17.3;285.526315789;376.5
15;0;3;17.2;284.463157895;377.0
16;0;3;16.7;282.884210526;326.0
17;0;3;15.4;280.789473684;282.0
18;0;3;12.6;280.147368421;260.25
19;0;3;9.3;280.484210526;249.25
20;0;3;8.4;280.663157895;241.0
21;0;3;7.4;280.757894737;222.75
22;0;3;6.8;280.821052632;208.0
23;0;3;6.5;280.957894737;203.25
0;0;3;5.7;281.147368421;206.0
1;0;3;5.8;281.768421053;196.75
2;0;3;4.9;282.021052632;193.25
3;0;3;5.0;282.094736842;193.0
4;0;3;4.0;281.239583333;193.75
5;0;3;3.7;281.104166667;201.5
6;0;3;5.3;281.5;253.5
7;0;3;10.1;281.822916667;281.75
8;0;3;13.2;282.1875;342.5
9;0;3;15.2;282.760416667;395.75
10;0;3;17.0;283.322916667;434.5
11;0;3;18.1;284.125;489.5
12;0;3;18.8;287.552083333;493.25
13;0;3;19.1;291.854166667;497.0
14;0;3;19.2;296.583333333;436.0
15;0;3;18.9;299.0625;368.25
16;0;3;18.8;298.697916667;319.25
17;0;3;17.8;298.416666667;279.75
18;0;3;14.2;298.322916667;264.75
19;0;3;11.7;298.510416667;243.0
20;0;3;9.8;298.25;242.25
21;0;3;9.0;298.302083333;229.5
22;0;3;8.7;298.583333333;212.75
23;0;3;8.4;298.78125;208.0
0;0;4;7.4;298.979166667;NaN
1;0;4;7.1;303.02173913;NaN
2;0;4;5.9;307.852272727;NaN
3;0;4;6.0;313.30952381;NaN
4;0;4;6.0;319.325;NaN
5;0;4;6.8;325.934210526;NaN
6;0;4;8.2;332.847222222;NaN
7;0;4;9.5;337.514705882;NaN
8;0;4;13.1;341.0;NaN
9;0;4;14.9;340.9;NaN
10;0;4;16.9;336.982142857;NaN
11;0;4;18.3;329.480769231;NaN
12;0;4;19.6;316.145833333;NaN
13;0;4;19.7;300.045454545;NaN
14;0;4;19.7;280.35;NaN
15;0;4;19.7;263.055555556;NaN
16;0;4;19.5;249.90625;NaN
17;0;4;18.6;240.0;NaN
18;0;4;18.1;233.375;NaN
19;0;4;14.3;227.1;NaN
20;0;4;13.7;223.125;NaN
21;0;4;13.6;216.75;NaN
22;0;4;12.8;210.375;NaN
23;0;4;11.2;208.0;NaN
0;1;4;10.0;NaN;NaN
1;1;4;8.6;NaN;NaN
2;1;4;8.4;NaN;NaN
3;1;4;7.9;NaN;NaN
4;1;4;7.7;NaN;NaN
5;1;4;7.3;NaN;NaN
6;1;4;8.9;NaN;NaN
7;1;4;11.6;NaN;NaN
8;1;4;14.8;NaN;NaN
9;1;4;18.4;NaN;NaN
10;1;4;19.4;NaN;NaN
11;1;4;20.4;NaN;NaN
12;1;4;20.4;NaN;NaN
13;1;4;21.0;NaN;NaN
14;1;4;21.3;NaN;NaN
15;1;4;21.3;NaN;NaN
16;1;4;20.5;NaN;NaN
17;1;4;19.4;NaN;NaN
18;1;4;15.9;NaN;NaN
19;1;4;14.0;NaN;NaN
20;1;4;12.2;NaN;NaN
21;1;4;11.4;NaN;NaN
22;1;4;10.9;NaN;NaN
23;1;4;10.4;NaN;NaN
0;1;4;10.3;NaN;NaN
1;1;4;9.8;NaN;NaN
2;1;4;9.2;NaN;NaN
3;1;4;9.2;NaN;NaN
4;1;4;8.5;NaN;NaN
5;1;4;8.1;NaN;NaN
6;1;4;8.8;NaN;NaN
7;1;4;13.2;NaN;NaN
8;1;4;15.6;NaN;NaN
9;1;4;16.6;NaN;NaN
10;1;4;18.3;NaN;NaN
11;1;4;19.8;NaN;NaN
12;1;4;20.9;NaN;NaN
13;1;4;21.5;NaN;NaN
14;1;4;21.8;NaN;NaN
15;1;4;21.8;NaN;NaN
16;1;4;21.3;NaN;NaN
17;1;4;20.3;NaN;NaN
18;1;4;18.4;NaN;NaN
19;1;4;14.6;NaN;NaN
20;1;4;13.3;NaN;NaN
21;1;4;12.4;NaN;NaN
22;1;4;12.1;NaN;NaN
23;1;4;11.8;NaN;NaN
0;0;4;11.7;NaN;NaN
1;0;4;10.0;NaN;NaN
2;0;4;9.8;NaN;NaN
3;0;4;9.0;NaN;NaN
4;0;4;9.4;NaN;NaN
5;0;4;10.0;NaN;NaN
6;0;4;11.0;NaN;NaN
7;0;4;14.0;NaN;NaN
8;0;4;15.8;NaN;NaN
9;0;4;17.8;NaN;NaN
10;0;4;18.9;NaN;NaN
11;0;4;20.2;NaN;NaN
12;0;4;21.7;NaN;NaN
13;0;4;22.5;NaN;NaN
14;0;4;23.0;NaN;NaN
15;0;4;23.0;NaN;NaN
16;0;4;22.5;NaN;NaN
17;0;4;17.5;NaN;NaN
18;0;4;15.6;NaN;NaN
19;0;4;12.9;NaN;NaN
20;0;4;11.8;NaN;NaN
21;0;4;10.8;NaN;NaN
22;0;4;10.8;NaN;NaN
23;0;4;10.8;NaN;NaN
0;0;4;10.6;NaN;NaN
1;0;4;10.5;NaN;NaN
2;0;4;10.3;NaN;NaN
3;0;4;9.9;NaN;NaN
4;0;4;9.9;NaN;NaN
5;0;4;9.0;NaN;NaN
6;0;4;9.0;NaN;NaN
7;0;4;9.9;NaN;NaN
8;0;4;11.1;NaN;NaN
9;0;4;12.7;NaN;NaN
10;0;4;13.8;NaN;NaN
11;0;4;14.5;NaN;NaN
12;0;4;14.8;NaN;NaN
13;0;4;15.6;NaN;NaN
14;0;4;16.1;NaN;NaN
15;0;4;14.6;NaN;NaN
16;0;4;14.0;NaN;NaN
17;0;4;14.5;NaN;NaN
18;0;4;12.5;NaN;NaN
19;0;4;9.7;NaN;NaN
20;0;4;7.8;NaN;NaN
21;0;4;6.9;NaN;NaN
22;0;4;6.9;NaN;NaN
23;0;4;6.5;NaN;NaN
0;0;4;6.5;NaN;NaN
1;0;4;6.3;NaN;NaN
2;0;4;5.7;NaN;NaN
3;0;4;5.6;NaN;NaN
4;0;4;5.0;NaN;NaN
5;0;4;5.3;NaN;NaN
6;0;4;7.1;NaN;NaN
7;0;4;12.1;NaN;NaN
8;0;4;14.8;NaN;NaN
9;0;4;15.6;NaN;NaN
10;0;4;15.6;NaN;NaN
11;0;4;16.5;NaN;NaN
12;0;4;16.9;NaN;NaN
13;0;4;17.4;NaN;NaN
14;0;4;18.2;NaN;NaN
15;0;4;18.3;NaN;NaN
16;0;4;17.5;NaN;NaN
17;0;4;16.8;NaN;NaN
18;0;4;14.0;NaN;NaN
19;0;4;12.1;NaN;NaN
20;0;4;11.6;NaN;NaN
21;0;4;10.0;NaN;NaN
22;0;4;9.5;NaN;NaN
23;0;4;9.0;NaN;NaN
0;0;4;8.9;NaN;NaN
1;0;4;8.2;NaN;NaN
2;0;4;8.3;NaN;NaN
3;0;4;8.0;NaN;NaN
4;0;4;8.2;NaN;NaN
5;0;4;8.2;NaN;NaN
6;0;4;10.0;NaN;NaN
7;0;4;13.1;NaN;NaN
8;0;4;16.6;NaN;NaN
9;0;4;19.4;NaN;NaN
10;0;4;21.5;NaN;NaN
11;0;4;23.8;NaN;NaN
12;0;4;24.8;NaN;NaN
13;0;4;25.6;NaN;NaN
14;0;4;26.4;NaN;NaN
15;0;4;25.6;NaN;NaN
16;0;4;25.7;NaN;NaN
17;0;4;25.3;NaN;NaN
18;0;4;21.8;NaN;NaN
19;0;4;21.6;NaN;NaN
20;0;4;22.0;NaN;NaN
21;0;4;23.1;NaN;NaN
22;0;4;22.4;NaN;NaN
23;0;4;21.4;NaN;NaN
0;0;4;18.8;NaN;NaN
1;0;4;15.8;NaN;NaN
2;0;4;15.6;NaN;NaN
3;0;4;15.7;NaN;NaN
4;0;4;17.4;NaN;NaN
5;0;4;15.3;NaN;NaN
6;0;4;14.8;NaN;NaN
7;0;4;15.5;NaN;NaN
8;0;4;16.5;NaN;NaN
9;0;4;16.5;NaN;NaN
10;0;4;16.6;NaN;NaN
11;0;4;17.7;NaN;NaN
12;0;4;18.5;NaN;NaN
13;0;4;19.3;NaN;NaN
14;0;4;19.9;NaN;NaN
15;0;4;20.4;NaN;NaN
16;0;4;20.4;NaN;NaN
17;0;4;20.1;NaN;NaN
18;0;4;18.3;NaN;NaN
19;0;4;14.5;NaN;NaN
20;0;4;13.3;NaN;NaN
21;0;4;11.3;NaN;NaN
22;0;4;11.5;NaN;NaN
23;0;4;13.9;NaN;NaN
0;1;4;13.1;NaN;NaN
1;1;4;14.2;NaN;NaN
2;1;4;12.1;NaN;NaN
3;1;4;11.0;NaN;NaN
4;1;4;11.5;NaN;NaN
5;1;4;11.5;NaN;NaN
6;1;4;13.6;NaN;NaN
7;1;4;14.3;NaN;NaN
8;1;4;17.0;NaN;NaN
9;1;4;19.8;NaN;NaN
10;1;4;21.2;NaN;NaN
11;1;4;22.5;NaN;NaN
12;1;4;23.2;NaN;NaN
13;1;4;22.3;NaN;NaN
14;1;4;22.2;NaN;NaN
15;1;4;21.3;NaN;NaN
16;1;4;21.3;NaN;NaN
17;1;4;20.0;NaN;NaN
18;1;4;17.6;NaN;NaN
19;1;4;14.2;NaN;NaN
20;1;4;14.1;NaN;NaN
21;1;4;11.6;NaN;NaN
22;1;4;11.8;NaN;NaN
23;1;4;10.5;NaN;NaN
0;1;4;7.7;NaN;NaN
1;1;4;8.0;NaN;NaN
2;1;4;6.3;NaN;NaN
3;1;4;5.7;NaN;NaN
4;1;4;5.2;NaN;NaN
5;1;4;5.4;NaN;NaN
6;1;4;7.6;NaN;NaN
7;1;4;12.3;NaN;NaN
8;1;4;13.6;NaN;NaN
9;1;4;13.8;NaN;NaN
10;1;4;14.8;NaN;NaN
11;1;4;15.5;NaN;NaN
12;1;4;16.4;NaN;NaN
13;1;4;17.2;NaN;NaN
14;1;4;18.4;NaN;NaN
15;1;4;19.0;NaN;NaN
16;1;4;18.7;NaN;NaN
17;1;4;17.1;NaN;NaN
18;1;4;14.7;NaN;NaN
19;1;4;11.9;NaN;NaN
20;1;4;10.4;NaN;NaN
21;1;4;9.0;NaN;NaN
22;1;4;8.2;NaN;NaN
23;1;4;7.7;NaN;NaN
0;0;4;7.8;NaN;NaN
1;0;4;7.0;NaN;NaN
2;0;4;6.8;NaN;NaN
3;0;4;6.5;NaN;NaN
4;0;4;6.0;NaN;NaN
5;0;4;6.7;NaN;NaN
6;0;4;11.1;NaN;NaN
7;0;4;13.0;NaN;NaN
8;0;4;14.9;NaN;NaN
9;0;4;16.8;NaN;NaN
10;0;4;16.7;NaN;NaN
11;0;4;17.3;NaN;NaN
12;0;4;18.4;NaN;NaN
13;0;4;18.7;NaN;NaN
14;0;4;18.4;NaN;NaN
15;0;4;18.6;NaN;NaN
16;0;4;18.3;NaN;NaN
17;0;4;17.5;NaN;NaN
18;0;4;15.8;NaN;NaN
19;0;4;13.0;NaN;NaN
20;0;4;11.6;NaN;NaN
21;0;4;10.6;NaN;NaN
22;0;4;10.2;NaN;NaN
23;0;4;9.9;NaN;NaN
0;0;4;9.9;NaN;NaN
1;0;4;9.2;NaN;NaN
2;0;4;8.2;NaN;NaN
3;0;4;7.7;NaN;NaN
4;0;4;7.2;NaN;NaN
5;0;4;7.0;NaN;NaN
6;0;4;11.7;NaN;NaN
7;0;4;16.5;NaN;NaN
8;0;4;19.2;NaN;NaN
9;0;4;21.5;NaN;NaN
10;0;4;23.1;NaN;NaN
11;0;4;23.8;NaN;NaN
12;0;4;24.3;NaN;NaN
13;0;4;25.3;NaN;NaN
14;0;4;24.2;NaN;NaN
15;0;4;23.2;NaN;NaN
16;0;4;22.2;NaN;NaN
17;0;4;19.4;NaN;NaN
18;0;4;10.9;NaN;NaN
19;0;4;8.9;NaN;NaN
20;0;4;8.2;NaN;NaN
21;0;4;7.8;NaN;NaN
22;0;4;7.9;NaN;NaN
23;0;4;7.8;NaN;NaN
0;0;4;7.4;NaN;NaN
1;0;4;6.7;NaN;NaN
2;0;4;6.7;NaN;NaN
3;0;4;6.8;NaN;NaN
4;0;4;6.8;NaN;NaN
5;0;4;6.2;NaN;NaN
6;0;4;6.4;NaN;NaN
7;0;4;7.9;NaN;NaN
8;0;4;10.7;NaN;NaN
9;0;4;11.7;NaN;NaN
10;0;4;12.5;NaN;NaN
11;0;4;13.1;NaN;NaN
12;0;4;13.0;NaN;NaN
13;0;4;11.2;NaN;NaN
14;0;4;14.1;NaN;NaN
15;0;4;13.0;NaN;NaN
16;0;4;12.0;NaN;NaN
17;0;4;11.5;NaN;NaN
18;0;4;9.7;NaN;NaN
19;0;4;6.7;NaN;NaN
20;0;4;5.5;NaN;NaN
21;0;4;4.6;NaN;NaN
22;0;4;3.9;NaN;NaN
23;0;4;3.7;NaN;NaN
0;0;4;4.7;NaN;NaN
1;0;4;6.4;NaN;NaN
2;0;4;7.7;NaN;NaN
3;0;4;5.9;NaN;NaN
4;0;4;3.7;NaN;NaN
5;0;4;3.2;NaN;NaN
6;0;4;5.3;NaN;NaN
7;0;4;7.1;NaN;NaN
8;0;4;10.1;NaN;NaN
9;0;4;13.1;NaN;NaN
10;0;4;13.1;NaN;NaN
11;0;4;13.9;NaN;NaN
12;0;4;14.1;NaN;NaN
13;0;4;14.9;NaN;NaN
14;0;4;14.2;NaN;NaN
15;0;4;13.6;NaN;NaN
16;0;4;12.5;NaN;NaN
17;0;4;11.6;NaN;NaN
18;0;4;10.6;NaN;NaN
19;0;4;9.9;NaN;NaN
20;0;4;8.5;NaN;NaN
21;0;4;6.2;NaN;NaN
22;0;4;6.2;NaN;NaN
23;0;4;6.1;NaN;NaN
0;0;4;7.6;NaN;NaN
1;0;4;7.0;NaN;NaN
2;0;4;5.8;NaN;NaN
3;0;4;5.6;NaN;NaN
4;0;4;5.3;NaN;NaN
5;0;4;5.8;NaN;NaN
6;0;4;8.2;NaN;NaN
7;0;4;9.1;NaN;NaN
8;0;4;11.2;NaN;NaN
9;0;4;12.1;NaN;NaN
10;0;4;12.0;NaN;NaN
11;0;4;12.2;NaN;NaN
12;0;4;12.6;NaN;NaN
13;0;4;12.3;NaN;NaN
14;0;4;13.0;NaN;NaN
15;0;4;13.8;NaN;NaN
16;0;4;12.6;NaN;NaN
17;0;4;11.9;NaN;NaN
18;0;4;10.9;NaN;NaN
19;0;4;9.6;NaN;NaN
20;0;4;8.7;NaN;NaN
21;0;4;7.0;NaN;NaN
22;0;4;7.1;NaN;NaN
23;0;4;7.3;NaN;NaN
0;1;4;7.3;NaN;NaN
1;1;4;8.4;NaN;NaN
2;1;4;8.9;NaN;NaN
3;1;4;8.7;NaN;NaN
4;1;4;8.9;NaN;NaN
5;1;4;9.0;NaN;NaN
6;1;4;9.0;NaN;NaN
7;1;4;9.3;NaN;NaN
8;1;4;10.5;NaN;NaN
9;1;4;9.8;NaN;NaN
10;1;4;9.7;NaN;NaN
11;1;4;10.6;NaN;NaN
12;1;4;12.7;NaN;NaN
13;1;4;13.5;NaN;NaN
14;1;4;14.0;NaN;170.333333333
15;1;4;13.3;170.333333333;172.75
16;1;4;12.0;171.714285714;163.25
17;1;4;11.7;168.636363636;163.75
18;1;4;11.5;167.333333333;167.25
19;1;4;10.4;167.315789474;174.25
20;1;4;9.1;168.52173913;177.5
21;1;4;9.2;169.851851852;175.75
22;1;4;9.1;170.612903226;164.75
23;1;4;9.3;169.942857143;157.75
0;1;4;9.4;168.692307692;151.0
1;1;4;9.1;167.046511628;144.25
2;1;4;8.6;165.106382979;147.75
3;1;4;7.0;163.745098039;147.75
4;1;4;5.9;162.581818182;148.0
5;1;4;5.7;161.593220339;147.0
6;1;4;9.3;160.666666667;158.25
7;1;4;10.5;160.52238806;154.25
8;1;4;12.7;160.169014085;154.0
9;1;4;13.8;159.84;156.0
10;1;4;14.7;159.64556962;156.25
11;1;4;14.4;159.481927711;156.25
12;1;4;14.2;159.333333333;156.75
13;1;4;15.6;159.21978022;157.25
14;1;4;14.4;159.136842105;158.25
15;1;4;14.0;158.75;160.75
16;1;4;14.5;158.25;152.5
17;1;4;14.2;157.802083333;151.5
18;1;4;12.5;157.291666667;156.0
19;1;4;8.8;156.822916667;158.75
20;1;4;8.2;156.177083333;162.25
21;1;4;7.6;155.541666667;159.5
22;1;4;6.3;154.864583333;149.75
23;1;4;5.9;154.239583333;148.5
0;0;4;5.9;153.854166667;146.25
1;0;4;5.8;153.65625;143.75
2;0;4;5.3;153.635416667;141.5
3;0;4;4.1;153.375;142.5
4;0;4;4.0;153.15625;142.0
5;0;4;4.1;152.90625;146.25
6;0;4;7.2;152.875;203.25
7;0;4;10.2;154.75;239.5
8;0;4;14.3;158.302083333;324.75
9;0;4;15.4;165.416666667;390.5
10;0;4;16.8;175.1875;401.75
11;0;4;16.0;185.416666667;411.25
12;0;4;17.2;196.041666667;419.0
13;0;4;16.6;206.96875;411.75
14;0;4;16.9;217.572916667;413.0
15;0;4;17.6;228.1875;381.5
16;0;4;17.3;237.385416667;312.25
17;0;4;15.6;244.041666667;252.25
18;0;4;12.2;248.239583333;238.0
19;0;4;9.6;251.65625;215.75
20;0;4;8.6;254.03125;192.75
21;0;4;7.7;255.302083333;183.25
22;0;4;8.8;256.291666667;172.25
23;0;4;9.4;257.229166667;164.25
0;0;4;9.0;257.885416667;158.75
1;0;4;8.6;258.40625;154.25
2;0;4;7.3;258.84375;151.75
3;0;4;7.0;259.270833333;151.25
4;0;4;6.1;259.635416667;152.25
5;0;4;5.4;260.0625;160.5
6;0;4;8.4;260.65625;204.75
7;0;4;11.5;260.71875;254.5
8;0;4;15.3;261.34375;329.25
9;0;4;17.5;261.53125;374.75
10;0;4;18.1;260.875;391.25
11;0;4;18.5;260.4375;408.5
12;0;4;19.0;260.322916667;440.0
13;0;4;18.6;261.197916667;428.75
14;0;4;18.4;261.90625;422.75
15;0;4;18.2;262.3125;380.0
16;0;4;18.2;262.25;335.0
17;0;4;17.1;263.197916667;301.5
18;0;4;14.2;265.25;268.0
19;0;4;10.7;266.5;214.75
20;0;4;10.3;266.458333333;198.5
21;0;4;9.5;266.697916667;184.0
22;0;4;8.9;266.729166667;175.0
23;0;4;7.8;266.84375;171.0
0;0;4;7.4;267.125;168.0
1;0;4;6.6;267.510416667;160.5
2;0;4;5.8;267.770833333;157.0
3;0;4;5.3;267.989583333;156.25
4;0;4;5.1;268.197916667;157.0
5;0;4;5.4;268.395833333;165.0
6;0;4;8.6;268.583333333;208.0
7;0;4;11.9;268.71875;243.75
8;0;4;14.7;268.270833333;339.75
9;0;4;17.2;268.708333333;389.5
10;0;4;18.7;269.322916667;407.0
11;0;4;19.8;269.979166667;396.5
12;0;4;20.5;269.479166667;411.5
13;0;4;21.2;268.291666667;388.5
14;0;4;21.0;266.614583333;398.0
15;0;4;21.1;265.583333333;371.0
16;0;4;20.6;265.208333333;332.5
17;0;4;19.8;265.104166667;291.0
18;0;4;16.3;264.666666667;245.25
19;0;4;13.6;263.71875;227.5
20;0;4;12.2;264.25;221.0
21;0;4;11.4;265.1875;201.25
22;0;4;10.5;265.90625;180.25
23;0;4;9.5;266.125;170.25
0;0;4;8.7;266.09375;162.75
1;0;4;7.8;265.875;158.25
2;0;4;7.6;265.78125;152.5
3;0;4;6.8;265.59375;150.5
4;0;4;6.1;265.354166667;149.75
5;0;4;6.7;265.052083333;157.0
6;0;4;10.3;264.71875;211.0
7;0;4;12.8;264.84375;244.5
8;0;4;15.1;264.875;319.5
9;0;4;17.9;264.03125;365.0
10;0;4;20.0;263.010416667;382.0
11;0;4;21.7;261.96875;424.0
12;0;4;22.8;263.114583333;428.0
13;0;4;23.5;263.802083333;413.0
14;0;4;23.6;264.822916667;393.75
15;0;4;23.7;264.645833333;358.0
16;0;4;23.7;264.104166667;312.5
17;0;4;22.8;263.270833333;280.25
18;0;4;21.6;262.822916667;261.75
19;0;4;14.8;263.510416667;235.75
20;0;4;12.8;263.854166667;217.5
21;0;4;11.1;263.708333333;200.25
22;0;4;10.2;263.666666667;179.25
23;0;4;9.8;263.625;170.0
0;0;4;9.1;263.614583333;160.25
1;0;4;8.6;263.510416667;153.5
2;0;4;7.9;263.3125;151.5
3;0;4;7.4;263.270833333;151.75
4;0;4;7.1;263.322916667;151.0
5;0;4;7.5;263.375;153.5
6;0;4;10.8;263.229166667;187.25
7;0;4;14.2;262.239583333;241.0
8;0;4;17.9;262.09375;281.25
9;0;4;19.4;260.5;340.25
10;0;4;20.9;259.46875;336.0
11;0;4;22.0;257.552083333;343.5
12;0;4;22.4;254.197916667;342.5
13;0;4;22.9;250.635416667;322.75
14;0;4;23.0;246.875;303.5
15;0;4;23.5;243.114583333;278.5
16;0;4;23.3;239.802083333;232.0
17;0;4;22.2;236.447916667;184.0
18;0;4;18.0;232.4375;173.5
19;0;4;15.0;228.760416667;164.5
20;0;4;13.4;225.791666667;165.25
21;0;4;13.2;223.614583333;162.75
22;0;4;11.9;222.052083333;156.5
23;0;4;10.5;221.104166667;152.5
0;1;4;10.0;220.375;151.75
1;1;4;10.0;220.020833333;152.5
2;1;4;9.1;219.979166667;146.25
3;1;4;8.3;219.760416667;145.5
4;1;4;8.2;219.5;145.25
5;1;4;8.5;219.260416667;144.75
6;1;4;10.6;218.895833333;149.0
7;1;4;14.6;217.302083333;151.0
8;1;4;18.1;213.552083333;153.25
9;1;4;20.4;208.21875;155.25
10;1;4;21.8;200.510416667;152.25
11;1;4;22.6;192.854166667;153.75
12;1;4;22.3;184.947916667;158.0
13;1;4;23.3;177.260416667;163.5
14;1;4;23.7;170.625;156.5
15;1;4;23.2;164.5;154.0
16;1;4;23.3;159.3125;151.5
17;1;4;21.9;155.958333333;151.25
18;1;4;20.8;154.59375;152.5
19;1;4;19.9;153.71875;150.75
20;1;4;19.6;153.145833333;155.5
21;1;4;19.2;152.739583333;154.75
22;1;4;18.3;152.40625;146.5
23;1;4;16.9;151.989583333;144.25
0;1;4;15.5;151.645833333;143.25
1;1;4;14.6;151.291666667;142.0
2;1;4;15.1;150.854166667;143.0
3;1;4;14.1;150.71875;141.0
4;1;4;12.9;150.53125;141.25
5;1;4;12.4;150.364583333;139.75
6;1;4;15.3;150.15625;136.5
7;1;4;17.2;149.635416667;136.25
8;1;4;19.4;149.020833333;137.75
9;1;4;20.3;148.375;140.25
10;1;4;22.0;147.75;142.25
11;1;4;22.9;147.333333333;142.75
12;1;4;23.4;146.875;143.75
13;1;4;23.7;146.28125;145.0
14;1;4;23.6;145.510416667;144.75
15;1;4;23.3;145.020833333;145.5
16;1;4;22.5;144.666666667;147.75
17;1;4;21.5;144.510416667;152.75
18;1;4;20.7;144.572916667;151.0
19;1;4;18.0;144.510416667;151.25
20;1;4;15.4;144.53125;159.0
21;1;4;15.0;144.677083333;158.75
22;1;4;14.4;144.84375;153.0
23;1;4;14.2;145.114583333;150.0
0;1;4;13.2;145.354166667;148.75
1;1;4;11.8;145.583333333;148.0
2;1;4;10.9;145.833333333;143.25
3;1;4;11.3;145.84375;142.5
4;1;4;11.9;145.90625;139.0
5;1;4;11.8;145.8125;136.0
6;1;4;12.8;145.65625;141.25
7;1;4;14.2;145.854166667;143.5
8;1;4;14.6;146.15625;146.0
9;1;4;17.8;146.5;148.75
10;1;4;19.2;146.854166667;153.0
11;1;4;20.2;147.302083333;155.0
12;1;4;21.0;147.8125;157.0
13;1;4;21.1;148.364583333;162.25
14;1;4;21.7;149.083333333;160.75
15;1;4;21.6;149.75;157.0
16;1;4;21.1;150.229166667;157.75
17;1;4;20.4;150.645833333;159.5
18;1;4;18.2;150.927083333;160.75
19;1;4;15.9;151.333333333;161.75
20;1;4;16.0;151.770833333;163.0
21;1;4;14.9;151.9375;160.75
22;1;4;14.8;152.020833333;158.75
23;1;4;14.7;152.260416667;157.75
0;0;4;13.9;152.583333333;153.0
1;0;4;14.1;152.760416667;143.25
2;0;4;13.7;152.5625;141.75
3;0;4;13.1;152.5;140.25
4;0;4;12.9;152.40625;139.75
5;0;4;12.9;152.4375;143.5
6;0;4;12.9;152.75;196.75
7;0;4;12.2;155.0625;238.25
8;0;4;12.4;159.010416667;346.5
9;0;4;12.9;167.364583333;410.25
10;0;4;13.7;178.260416667;423.75
11;0;4;13.8;189.541666667;434.5
12;0;4;14.0;201.1875;434.75
13;0;4;14.6;212.760416667;428.0
14;0;4;14.7;223.833333333;420.75
15;0;4;13.5;234.666666667;394.0
16;0;4;13.3;244.541666667;356.5
17;0;4;13.9;252.822916667;312.25
18;0;4;14.0;259.1875;291.0
19;0;4;14.2;264.614583333;248.5
20;0;4;14.1;268.229166667;193.75
21;0;4;14.0;269.510416667;183.0
22;0;4;13.2;270.4375;160.5
23;0;4;13.1;270.510416667;156.75
0;0;4;12.6;270.46875;158.5
1;0;4;12.5;270.697916667;149.5
2;0;4;12.6;270.958333333;150.25
3;0;4;12.3;271.3125;150.25
4;0;4;12.3;271.729166667;149.25
5;0;4;12.6;272.125;150.0
6;0;4;13.6;272.395833333;209.75
7;0;4;14.8;272.9375;235.5
8;0;4;15.0;272.822916667;310.0
9;0;4;16.3;271.302083333;374.75
10;0;4;16.7;269.822916667;402.25
11;0;4;16.3;268.927083333;413.75
12;0;4;16.8;268.0625;416.0
13;0;4;16.9;267.28125;418.5
14;0;4;16.4;266.885416667;409.5
15;0;4;16.3;266.416666667;408.5
16;0;4;16.7;267.020833333;367.25
17;0;4;15.9;267.46875;320.0
18;0;4;15.6;267.791666667;287.5
19;0;4;15.5;267.645833333;254.75
20;0;4;15.0;267.90625;207.25
21;0;4;14.8;268.46875;187.25
22;0;4;13.8;268.645833333;168.25
23;0;4;13.6;268.96875;163.75
