RadniDan;Mjesec;PrijasnjaPotrosnja;Potrosnja
0;7;19246;19359
1;7;23931;24249
1;7;26543;26736
1;7;24745;24870
1;7;23588;23849
1;7;24597;24888
0;7;18877;18841
0;7;17067;17254
1;7;21513;21863
1;7;24955;25302
1;7;26743;26885
1;7;19827;19852
1;7;20280;20371
0;7;17934;18011
0;7;16594;16551
1;8;20669;20971
1;8;23600;23884
1;8;24442;24695
1;8;24087;24422
1;8;25802;25983
0;8;18832;18904
0;8;18593;18815
1;8;24348;24452
1;8;23240;23352
1;8;24381;24624
1;8;25107;25276
1;8;24026;24205
0;8;23927;24016
0;8;22688;22233
1;8;19540;19297
1;8;19522;19428
1;8;20909;21063
1;8;19039;19114
1;8;19098;18858
0;8;17544;17562
0;8;20034;20513
1;8;21890;21990
1;8;19799;19747
1;8;18744;18594
1;8;18779;18885
1;8;19502;19659
0;8;17723;17732
0;8;17806;17741
1;8;22959;22983
1;8;21199;21175
1;8;22689;22647
1;9;21616;21749
1;9;20820;21046
0;9;16891;16858
0;9;15722;15681
0;9;15482;15478
1;9;18560;18644
1;9;19036;19250
1;9;19799;19990
1;9;18265;18185
0;9;15132;15043
0;9;14359;14383
1;9;20103;20614
1;9;21659;22010
1;9;21905;22195
1;9;20833;20751
1;9;19163;18987
0;9;16944;16904
0;9;15904;15863
1;9;19033;19191
1;9;18988;18893
1;9;18566;18712
1;9;19241;19347
1;9;19211;19162
0;9;14428;14246
0;9;13962;13874
1;9;17767;17679
1;9;17391;17308
1;9;16724;16657
1;9;17344;17114
1;9;15807;15629
0;10;14069;13852
0;10;14125;14109
1;10;17107;17101
1;10;17585;17611
1;10;17765;17792
1;10;18205;18203
1;10;18970;18687
0;10;17125;16797
0;10;14111;13949
0;10;15878;15694
1;10;16526;16352
1;10;16436;16302
1;10;16588;16388
1;10;16641;16451
0;10;15257;15016
0;10;14046;13922
1;10;16164;16035
1;10;15413;15980
1;10;16161;16016
1;10;15877;15685
1;10;15805;15529
0;10;14898;14703
0;10;14477;14312
1;10;16459;16348
1;10;17088;16900
1;10;16326;16161
1;10;16264;16172
1;10;16325;16050
0;10;15036;14815
0;10;13632;13475
1;10;15972;15828
1;11;16010;15883
1;11;15913;15743
1;11;16048;15772
1;11;15782;15594
0;11;13785;13573
0;11;14108;13986
1;11;15803;15712
1;11;15784;15593
1;11;16207;16274
1;11;16016;15770
0;11;15783;15572
0;11;14014;13785
0;11;13572;13418
1;11;15832;15583
1;11;16675;16558
1;11;16466;16320
1;11;15879;15804
1;11;16355;16144
0;11;14706;14461
0;11;13942;13771
1;11;16031;15926
1;11;17316;17192
1;11;17393;17205
0;11;14853;13940
1;11;15592;15417
0;11;15692;15605
0;11;14944;14890
1;11;16918;16761
1;11;16352;16207
1;11;16739;16655
1;12;16266;16229
1;12;16736;16695
0;12;15664;15489
0;12;16543;16478
1;12;17515;17451
1;12;17455;17349
1;12;17929;17742
1;12;17590;17406
1;12;19013;18677
0;12;15358;15316
0;12;15040;14945
1;12;17247;17174
1;12;18126;18044
1;12;18638;18453
1;12;18246;18105
1;12;18376;18020
0;12;15514;15346
0;12;15630;15418
1;12;17878;17744
1;12;17788;17657
1;12;17856;17734
1;12;17696;17506
1;12;16015;15830
0;12;14738;14552
0;12;13763;13472
0;12;15486;15366
1;12;16789;16539
1;12;16799;16625
1;12;17052;16909
1;12;16086;15883
0;12;16123;16075
