RadniDan;Mjesec;PrijasnjaPotrosnja;Potrosnja
0;12;16712;16668
1;12;17960;17790
1;12;18296;18088
1;12;17399;17168
1;12;16592;16303
0;12;16044;15780
0;1;14003;13800
0;1;15258;15207
1;1;16312;16224
1;1;16553;16517
1;1;17704;17731
1;1;18807;18742
1;1;16907;16797
0;1;17106;16946
0;1;15608;15458
1;1;17575;17377
1;1;17349;17334
1;1;18111;18025
1;1;17213;17134
1;1;17107;17143
0;1;16160;15852
0;1;16514;16385
0;1;18455;18287
1;1;19631;19498
1;1;19773;19707
1;1;18209;18123
1;1;19461;19252
0;1;18945;18836
0;1;18291;18115
1;1;19217;19012
1;1;18416;18232
1;1;19495;19399
1;1;19069;18911
1;1;19262;18930
0;1;17119;16566
0;1;15704;15387
1;1;17789;17588
1;2;17701;17402
1;2;17589;17314
1;2;17569;17412
1;2;17499;17261
0;2;15105;14654
0;2;14809;14543
1;2;16549;16336
1;2;16865;16712
1;2;16388;16222
1;2;17721;17601
1;2;17321;17116
0;2;15729;15352
0;2;14989;14713
1;2;17493;17415
1;2;16190;16025
1;2;16395;16343
1;2;16846;16707
1;2;17351;17189
0;2;16527;16019
0;2;15511;15161
0;2;18237;18010
1;2;17483;17253
1;2;17028;16892
1;2;17601;17403
1;2;17493;17291
0;2;15870;15479
0;2;15440;15123
1;2;17622;17501
1;3;17949;17836
1;3;17397;17262
1;3;17582;17400
1;3;17382;17198
0;3;15549;15106
0;3;15017;14910
1;3;16632;16429
1;3;17529;17619
1;3;18451;18236
1;3;17629;17458
1;3;17730;17676
0;3;16618;16257
0;3;14902;14620
1;3;16837;16673
1;3;16640;16456
1;3;16561;16401
1;3;16506;16378
1;3;16240;16066
0;3;14655;14228
0;3;14562;14373
1;3;16685;16600
1;3;16044;15905
1;3;16576;16561
1;3;17080;16945
1;3;15820;15574
0;3;14596;14208
0;3;13728;13179
1;3;17650;17584
1;3;16608;16524
1;3;15837;15755
1;3;15751;15643
1;4;15864;15698
0;4;15994;15671
0;4;14378;14250
1;4;16306;16159
1;4;15769;15767
1;4;15668;15581
1;4;15773;15729
1;4;15685;15578
0;4;13821;13451
0;4;13346;13094
1;4;15642;15562
1;4;15869;15766
1;4;15802;15647
1;4;15626;15552
1;4;15617;15491
0;4;13710;13321
0;4;13215;12964
1;4;15575;15538
1;4;15840;15882
1;4;16560;16640
1;4;15611;15455
1;4;15428;15334
0;4;14802;14595
0;4;13918;13627
1;4;15926;15810
1;4;15720;15665
1;4;16353;16347
1;4;15949;15872
1;4;15605;15556
0;4;14601;14470
0;5;14058;13751
1;5;15683;15643
1;5;15616;15575
1;5;15558;15559
1;5;15669;15642
1;5;15528;15471
0;5;14779;14481
0;5;13629;13341
1;5;15980;15916
1;5;15940;15996
1;5;16226;16360
1;5;15781;15770
1;5;15424;15360
0;5;13856;13627
0;5;13715;13571
1;5;16015;15977
1;5;15889;15881
1;5;15769;15749
1;5;15747;15769
1;5;15673;15618
0;5;13780;13562
0;5;13693;13480
1;5;16093;16057
1;5;16473;16449
1;5;16606;16567
1;5;16302;16235
1;5;15934;15876
0;5;13933;13679
0;5;13344;13134
0;5;13833;13614
1;5;16465;16440
1;6;16273;16395
1;6;16619;16768
1;6;16964;17126
0;6;15617;15536
0;6;16666;16776
1;6;18228;18435
1;6;20194;20573
1;6;20652;21185
1;6;21382;21708
1;6;21013;21378
0;6;20789;21014
0;6;20374;20603
1;6;24128;24590
1;6;22837;22777
1;6;17049;16997
1;6;16654;16689
1;6;17086;17199
0;6;14955;14775
0;6;14001;13849
1;6;17667;17921
1;6;18968;19315
1;6;18494;18619
1;6;17625;18634
1;6;19526;19957
0;6;20826;21262
0;6;21975;22287
1;6;23899;24282
1;6;21993;22112
1;6;23384;23558
1;6;21255;21615
1;7;19763;19972
0;7;17362;17320
0;7;15494;15515
0;7;15774;15832
1;7;20266;20901
1;7;20108;20183
1;7;17500;17525
1;7;17295;17160
0;7;15576;15540
0;7;16754;17168
1;7;23086;23673
1;7;20926;21406
1;7;19569;19783
1;7;21515;21985
1;7;23069;23465
0;7;20330;20522
0;7;19026;19246
1;7;23336;23931
1;7;25917;26543
1;7;24416;24745
1;7;23128;23588
1;7;24084;24597
0;7;18929;18877
0;7;16837;17067
1;7;21122;21513
1;7;24388;24955
1;7;26391;26743
1;7;19638;19827
1;7;20028;20280
0;7;17784;17934
0;7;16528;16594
1;8;20070;20669
1;8;23130;23600
1;8;23817;24442
1;8;23573;24087
1;8;25254;25802
0;8;18756;18832
0;8;18273;18593
1;8;23785;24348
1;8;22876;23240
1;8;23812;24381
1;8;24518;25107
1;8;23489;24026
0;8;23676;23927
0;8;22325;22688
1;8;19631;19540
1;8;19318;19522
1;8;20521;20909
1;8;18808;19039
1;8;18990;19098
0;8;17549;17544
0;8;19514;20034
1;8;21568;21890
1;8;19530;19799
1;8;18766;18744
1;8;18534;18779
1;8;19186;19502
0;8;17667;17723
0;8;17747;17806
1;8;22705;22959
1;8;21170;21199
1;8;22468;22689
1;9;21345;21616
1;9;20458;20820
0;9;16896;16891
0;9;15716;15722
0;9;15506;15482
1;9;18269;18560
1;9;18651;19036
1;9;19354;19799
1;9;18205;18265
0;9;15259;15132
0;9;14327;14359
1;9;19426;20103
1;9;21148;21659
1;9;21345;21905
1;9;20707;20833
1;9;19204;19163
0;9;16967;16944
0;9;15844;15904
1;9;18664;19033
1;9;18870;18988
1;9;18222;18566
1;9;18948;19241
1;9;18989;19211
0;9;14660;14428
0;9;14033;13962
1;9;17731;17767
1;9;17288;17391
1;9;16622;16724
1;9;17419;17344
1;9;15825;15807
0;10;14241;14069
0;10;14112;14125
1;10;16955;17107
1;10;17332;17585
1;10;17481;17765
1;10;18057;18205
1;10;18963;18970
0;10;17386;17125
0;10;14248;14111
0;10;16078;15878
1;10;16531;16526
1;10;16497;16436
1;10;16650;16588
1;10;16712;16641
0;10;15494;15257
0;10;14181;14046
1;10;16198;16164
1;10;16867;15413
1;10;16135;16161
1;10;15880;15877
1;10;15921;15805
0;10;15094;14898
0;10;14637;14477
1;10;16474;16459
1;10;17078;17088
1;10;16401;16326
1;10;16321;16264
1;10;16421;16325
0;10;15301;15036
0;10;13849;13632
1;10;15979;15972
1;11;16104;16010
1;11;15962;15913
1;11;15969;16048
1;11;15822;15782
0;11;14032;13785
0;11;14217;14108
1;11;15785;15803
1;11;15826;15784
1;11;16166;16207
1;11;16085;16016
0;11;15939;15783
0;11;14373;14014
0;11;13720;13572
1;11;15890;15832
1;11;16726;16675
1;11;16417;16466
1;11;15927;15879
1;11;16459;16355
0;11;15065;14706
0;11;14133;13942
1;11;16109;16031
1;11;17298;17316
1;11;17494;17393
0;11;15965;14853
1;11;15881;15592
0;11;15874;15692
0;11;15016;14944
1;11;16932;16918
1;11;16428;16352
1;11;16744;16739
1;12;16272;16266
1;12;16796;16736
0;12;15943;15664
0;12;16638;16543
1;12;17592;17515
1;12;17527;17455
1;12;17860;17929
1;12;17790;17590
1;12;19301;19013
0;12;15607;15358
0;12;15279;15040
1;12;17319;17247
1;12;18177;18126
1;12;18813;18638
1;12;18461;18246
1;12;18671;18376
0;12;15798;15514
0;12;15925;15630
1;12;17964;17878
1;12;17918;17788
1;12;18028;17856
1;12;17875;17696
1;12;16303;16015
0;12;15022;14738
0;12;14147;13763
0;12;15691;15486
1;12;17010;16789
1;12;16978;16799
1;12;17145;17052
1;12;16327;16086
0;12;16382;16123
