RadniDan;Mjesec;PrijasnjaPotrosnja;Potrosnja
0;12;12066;11987
1;12;12636;12636
1;12;13834;13847
1;12;12786;12688
1;12;11937;11870
0;12;11912;11781
0;1;10941;10665
0;1;11215;11151
1;1;11027;10950
1;1;11019;10996
1;1;11419;11410
1;1;12506;12509
1;1;12067;12026
0;1;12102;11967
0;1;11961;11832
1;1;11716;11708
1;1;12033;12027
1;1;12294;12300
1;1;11931;11881
1;1;11108;10989
0;1;12100;12050
0;1;12449;12360
0;1;12744;12746
1;1;14124;14195
1;1;15063;15069
1;1;13566;13544
1;1;14138;14218
0;1;15243;15134
0;1;13891;13814
1;1;14671;14715
1;1;13933;13930
1;1;13473;13462
1;1;14135;14175
1;1;15064;15089
0;1;14531;14476
0;1;12797;12685
1;1;12751;12836
1;2;13587;13667
1;2;13423;13476
1;2;13079;13126
1;2;12371;12324
0;2;12153;12060
0;2;11577;11468
1;2;11647;11696
1;2;11830;11845
1;2;11628;11616
1;2;11468;11422
1;2;12368;12377
0;2;12398;12283
0;2;11832;11725
1;2;12234;12303
1;2;11878;11783
1;2;11538;11531
1;2;11829;11853
1;2;12394;12421
0;2;13281;13235
0;2;12713;12611
0;2;12404;12439
1;2;12419;12430
1;2;12204;12167
1;2;12940;12993
1;2;13049;13030
0;2;12977;12936
0;2;12378;12331
1;2;12540;12590
1;3;12580;12580
1;3;12408;12434
1;3;12858;12896
1;3;13257;13329
0;3;12793;12743
0;3;11875;11808
1;3;11462;11482
1;3;11362;11334
1;3;13608;13705
1;3;13675;13688
1;3;13228;13232
0;3;12155;12024
0;3;11942;11860
1;3;11993;12086
1;3;12213;12260
1;3;12041;12057
1;3;12079;12110
1;3;11959;11974
0;3;11718;11652
0;3;11355;11306
1;3;11065;11091
1;3;11730;11731
1;3;11306;11295
1;3;11870;11878
1;3;11724;11687
0;3;11393;11345
0;3;11084;10990
1;3;10743;10775
1;3;11262;11232
1;3;11135;11109
1;3;11002;11008
1;4;10833;10778
0;4;10613;10503
0;4;10564;10281
1;4;10584;10620
1;4;10969;10939
1;4;10451;10408
1;4;10240;10167
1;4;10312;10219
0;4;10209;10133
0;4;10073;9974
1;4;9792;9803
1;4;10674;10682
1;4;10758;10740
1;4;10609;10578
1;4;10632;10599
0;4;10558;10487
0;4;10033;9937
1;4;9727;9710
1;4;10141;10103
1;4;10095;9988
1;4;10237;10177
1;4;10210;10170
0;4;10014;9896
0;4;9830;9679
1;4;9927;9900
