RadniDan;Mjesec;PrijasnjaPotrosnja;Potrosnja
0;12;16923;18275
1;12;17709;19141
1;12;18052;19410
1;12;17059;18268
1;12;16066;17388
0;12;15525;16754
0;1;13732;15009
0;1;15554;17016
1;1;16356;17652
1;1;16567;17755
1;1;17699;18856
1;1;18567;19516
1;1;16612;17647
0;1;16777;17614
0;1;15545;16795
1;1;17049;17987
1;1;17480;18624
1;1;17902;18847
1;1;17076;17983
1;1;17093;17860
0;1;15756;16598
0;1;16563;17564
0;1;18164;19075
1;1;19360;20290
1;1;19382;20207
1;1;18013;18884
1;1;19035;19778
0;1;18893;19706
0;1;17919;18701
1;1;18751;19528
1;1;17979;18715
1;1;19133;19780
1;1;18742;19447
1;1;18396;18911
0;1;16193;16822
0;1;15247;16095
1;1;17312;18035
1;2;17085;17715
1;2;17010;17593
1;2;17340;18040
1;2;16748;17028
0;2;14181;14611
0;2;14330;14969
1;2;16065;16578
1;2;16481;17012
1;2;16033;16487
1;2;17609;18176
1;2;16711;17002
0;2;15097;15461
0;2;14443;15060
1;2;17370;17903
1;2;15773;16119
1;2;16467;17241
1;2;16442;16861
1;2;16936;17350
0;2;15455;15804
0;2;14766;15277
0;2;17606;18018
1;2;16859;17235
1;2;16515;16876
1;2;17230;17703
1;2;16927;17159
0;2;15188;15507
0;2;14799;15269
1;2;17379;17841
1;3;17451;17710
1;3;17048;17423
1;3;17106;17457
1;3;16835;17008
0;3;14552;14776
0;3;14929;15305
1;3;16053;16473
1;3;17717;18174
1;3;17789;18028
1;3;17082;17395
1;3;17494;17761
0;3;15719;15901
0;3;14364;14759
1;3;16316;16583
1;3;16066;16275
1;3;16105;16317
1;3;16022;16209
1;3;15524;15615
0;3;13738;13894
0;3;14185;14559
1;3;16156;16400
1;3;15478;15583
1;3;16500;16964
1;3;16452;16484
1;3;15166;15343
0;3;13703;13927
0;3;12428;12558
1;3;17391;17706
1;3;16211;16325
1;3;15361;15455
1;3;15243;15340
1;4;15121;15083
0;4;15168;15281
0;4;14027;14244
1;4;15775;15826
1;4;15218;15088
1;4;15271;15235
1;4;15372;15403
1;4;15032;14856
0;4;12931;12912
0;4;12725;12849
1;4;15194;15229
1;4;15381;15517
1;4;15173;15123
1;4;15164;15110
1;4;14842;14652
0;4;12773;12726
0;4;12722;12699
1;4;15164;15138
1;4;15626;15546
1;4;16385;16281
1;4;15102;14981
1;4;14750;14604
0;4;14229;14346
0;4;13139;13198
1;4;15450;15532
1;4;15341;15278
1;4;16156;16327
1;4;15552;15453
1;4;15065;14913
0;4;14246;14400
0;5;13259;13290
1;5;15326;15448
1;5;15232;15185
1;5;15235;15278
1;5;15245;15111
1;5;15018;14905
0;5;14025;14062
0;5;13017;13146
1;5;15506;15462
1;5;15786;15694
1;5;16224;16197
1;5;15416;15329
1;5;15026;14891
0;5;13209;13233
0;5;13364;13580
1;5;15649;15591
1;5;15545;15495
1;5;15442;15453
1;5;15474;15401
1;5;15214;15068
0;5;13334;13416
0;5;13173;13338
1;5;15757;15877
1;5;16236;16349
1;5;16335;16512
1;5;15994;16072
1;5;15481;15345
0;5;13408;13432
0;5;12909;13020
0;5;13410;13609
1;5;16187;16162
1;6;16244;16185
1;6;16654;16590
1;6;16839;16577
0;6;15584;15742
0;6;16939;17184
1;6;18613;18597
1;6;20989;21088
1;6;22021;22202
1;6;22142;22202
1;6;21799;21797
0;6;20945;20816
0;6;20840;20866
1;6;25143;25231
1;6;21881;21572
1;6;16669;16710
1;6;16480;16463
1;6;16890;16746
0;6;14464;14436
0;6;13594;13686
1;6;18031;18040
1;6;19692;19840
1;6;18329;18414
1;6;18095;18004
1;6;20322;20349
0;6;21811;21945
0;6;22363;22385
1;6;24287;24094
1;6;21903;21849
1;6;22309;21703
1;6;21715;21585
1;7;20018;19937
0;7;17260;17345
0;7;15575;15677
0;7;16032;16265
1;7;21438;21568
1;7;19596;19396
1;7;17314;17206
1;7;16613;16508
0;7;15533;15700
0;7;17910;18441
1;7;24129;24255
1;7;21679;21457
1;7;19794;19826
1;7;22547;22575
1;7;23565;23405
0;7;20664;20692
0;7;19489;19678
1;7;24188;24121
1;7;26648;26293
1;7;24967;24983
1;7;24083;24126
1;7;24912;24821
0;7;18872;18884
0;7;17540;17928
1;7;22225;22689
1;7;25480;25555
1;7;26876;26645
1;7;19868;19847
1;7;20401;20380
0;7;18119;18241
0;7;16526;16653
1;8;21280;21406
1;8;24127;24268
1;8;24716;24671
1;8;24497;24468
1;8;25700;24658
0;8;19025;19161
0;8;18968;19295
1;8;24340;24146
1;8;23333;23294
1;8;24738;24721
1;8;25282;25201
1;8;24080;23797
0;8;24025;24065
0;8;21265;20726
1;8;19043;18924
1;8;19232;19241
1;8;21062;21039
1;8;19083;18998
1;8;18466;18133
0;8;17632;17778
0;8;20775;20948
1;8;22003;21926
1;8;19552;19313
1;8;18379;18260
1;8;18947;18891
1;8;19682;19636
0;8;17769;17781
0;8;17693;17852
1;8;22833;22635
1;8;21039;20976
1;8;22615;22697
1;9;21757;21653
1;9;21099;21031
0;9;16867;16909
0;9;15633;15740
0;9;15568;15832
1;9;18646;18595
1;9;19379;19428
1;9;20099;20069
1;9;18117;18037
0;9;15026;15080
0;9;14447;14748
1;9;21031;21337
1;9;22168;22149
1;9;22399;22425
1;9;20636;20671
1;9;18783;18644
0;9;16965;16986
0;9;15822;15981
1;9;19261;19252
1;9;18868;18984
1;9;18819;18911
1;9;19339;19278
1;9;19069;18874
0;9;14187;14281
0;9;13914;14175
1;9;17609;17752
1;9;17159;17027
1;9;16553;16514
1;9;16837;16730
1;9;15460;15378
0;10;13783;13864
0;10;14139;14426
1;10;17054;17078
1;10;17597;17569
1;10;17817;17803
1;10;18183;18130
1;10;18383;18265
0;10;16571;16649
0;10;13900;14142
0;10;15656;15936
1;10;16254;16467
1;10;16288;16550
1;10;16364;16543
1;10;16370;16505
0;10;14901;14984
0;10;13909;14224
1;10;15895;15987
1;10;16086;16172
1;10;15878;16000
1;10;15535;15629
1;10;15290;15257
0;10;14709;14989
0;10;14317;14649
1;10;16385;16703
1;10;16927;17301
1;10;16059;16232
1;10;16174;16470
1;10;15913;16071
0;10;14770;15128
0;10;13589;14490
1;10;15828;16468
1;11;15812;16620
1;11;15734;16497
1;11;15709;16463
1;11;15471;16143
0;11;13579;14446
0;11;14134;15136
1;11;15808;16661
1;11;15578;16498
1;11;16661;17775
1;11;15883;16889
0;11;15582;16519
0;11;13847;14941
0;11;13560;14878
1;11;15561;16608
1;11;16775;17757
1;11;16417;17415
1;11;15949;17067
1;11;16219;17387
0;11;14571;15947
0;11;13957;15356
1;11;16090;17462
1;11;17448;18322
1;11;17200;18266
0;11;13585;14193
1;11;15575;16903
0;11;15806;16878
0;11;15070;16582
1;11;16874;18098
1;11;16359;17626
1;11;16774;17718
1;12;16575;18014
1;12;16889;18177
0;12;15680;17163
0;12;16817;18160
1;12;17814;19414
1;12;17633;19188
1;12;18131;19668
1;12;17597;19059
1;12;18327;19152
0;12;15713;17287
0;12;15393;17294
1;12;17508;19075
1;12;18314;20029
1;12;18695;20225
1;12;18370;19937
1;12;17999;19209
0;12;15563;17180
0;12;15623;17337
1;12;17947;19582
1;12;17899;19506
1;12;18012;19521
1;12;17633;19157
1;12;15949;17518
0;12;14638;15875
0;12;13580;14544
0;12;15644;16901
1;12;16574;17944
1;12;16738;18029
1;12;17028;17966
1;12;15919;17161
