RadniDan;Mjesec;PrijasnjaPotrosnja;Potrosnja
0;12;16630;16923
1;12;17627;17709
1;12;17957;18052
1;12;17008;17059
1;12;16060;16066
0;12;15507;15525
0;1;13611;13732
0;1;15207;15554
1;1;16113;16356
1;1;16422;16567
1;1;17616;17699
1;1;18570;18567
1;1;16591;16612
0;1;16742;16777
0;1;15348;15545
1;1;16669;17049
1;1;17258;17480
1;1;17850;17902
1;1;16996;17076
1;1;17056;17093
0;1;15649;15756
0;1;16294;16563
0;1;18109;18164
1;1;19282;19360
1;1;19421;19382
1;1;17948;18013
1;1;19037;19035
0;1;18740;18893
0;1;17904;17919
1;1;18754;18751
1;1;17999;17979
1;1;19179;19133
1;1;18700;18742
1;1;18543;18396
0;1;16232;16193
0;1;15158;15247
1;1;17328;17312
1;2;17106;17085
1;2;17054;17010
1;2;17264;17340
1;2;16925;16748
0;2;14280;14181
0;2;14317;14330
1;2;16097;16065
1;2;16466;16481
1;2;16047;16033
1;2;17506;17609
1;2;16858;16711
0;2;15123;15097
0;2;14446;14443
1;2;17335;17370
1;2;16080;15773
1;2;16285;16467
1;2;16505;16442
1;2;16974;16936
0;2;15593;15455
0;2;14837;14766
0;2;17730;17606
1;2;17010;16859
1;2;16671;16515
1;2;17246;17230
1;2;17063;16927
0;2;15255;15188
0;2;14862;14799
1;2;17370;17379
1;3;17591;17451
1;3;17066;17048
1;3;17177;17106
1;3;16951;16835
0;3;14722;14552
0;3;14839;14929
1;3;16149;16053
1;3;17654;17717
1;3;17972;17789
1;3;17188;17082
1;3;17503;17494
0;3;15909;15719
0;3;14404;14364
1;3;16438;16316
1;3;16195;16066
1;3;16187;16105
1;3;16146;16022
1;3;15764;15524
0;3;13881;13738
0;3;14169;14185
1;3;16332;16156
1;3;15667;15478
1;3;16444;16500
1;3;16697;16452
1;3;15371;15166
0;3;13825;13703
0;3;12642;12428
1;3;17390;17391
1;3;16275;16211
1;3;15524;15361
1;3;15381;15243
1;4;15356;15121
0;4;15374;15168
0;4;14098;14027
1;4;15899;15775
1;4;15465;15218
1;4;15434;15271
1;4;15538;15372
1;4;15310;15032
0;4;13128;12931
0;4;12831;12725
1;4;15353;15194
1;4;15553;15381
1;4;15397;15173
1;4;15322;15164
1;4;15203;14842
0;4;12991;12773
0;4;12785;12722
1;4;15345;15164
1;4;15775;15626
1;4;16568;16385
1;4;15270;15102
1;4;15095;14750
0;4;14357;14229
0;4;13317;13139
1;4;15586;15450
1;4;15480;15341
1;4;16215;16156
1;4;15683;15552
1;4;15336;15065
0;4;14309;14246
0;5;13467;13259
1;5;15422;15326
1;5;15384;15232
1;5;15362;15235
1;5;15434;15245
1;5;15217;15018
0;5;14173;14025
0;5;13105;13017
1;5;15673;15506
1;5;15924;15786
1;5;16271;16224
1;5;15568;15416
1;5;15210;15026
0;5;13339;13209
0;5;13400;13364
1;5;15796;15649
1;5;15691;15545
1;5;15596;15442
1;5;15610;15474
1;5;15433;15214
0;5;13396;13334
0;5;13248;13173
1;5;15855;15757
1;5;16298;16236
1;5;16395;16335
1;5;16070;15994
1;5;15683;15481
0;5;13502;13408
0;5;12974;12909
0;5;13422;13410
1;5;16349;16187
1;6;16318;16244
1;6;16688;16654
1;6;17014;16839
0;6;15512;15584
0;6;16831;16939
1;6;18535;18613
1;6;20776;20989
1;6;21626;22021
1;6;21925;22142
1;6;21597;21799
0;6;21059;20945
0;6;20713;20840
1;6;24905;25143
1;6;22313;21881
1;6;16801;16669
1;6;16590;16480
1;6;17078;16890
0;6;14563;14464
0;6;13663;13594
1;6;17982;18031
1;6;19525;19692
1;6;18417;18329
1;6;18110;18095
1;6;20234;20322
0;6;21597;21811
0;6;22393;22363
1;6;24352;24287
1;6;22081;21903
1;6;23085;22309
1;6;21742;21715
1;7;20037;20018
0;7;17259;17260
0;7;15503;15575
0;7;15894;16032
1;7;21218;21438
1;7;19972;19596
1;7;17440;17314
1;7;16893;16613
0;7;15492;15533
0;7;17488;17910
1;7;23990;24129
1;7;21742;21679
1;7;19831;19794
1;7;22370;22547
1;7;23578;23565
0;7;20611;20664
0;7;19359;19489
1;7;24249;24188
1;7;26736;26648
1;7;24870;24967
1;7;23849;24083
1;7;24888;24912
0;7;18841;18872
0;7;17254;17540
1;7;21863;22225
1;7;25302;25480
1;7;26885;26876
1;7;19852;19868
1;7;20371;20401
0;7;18011;18119
0;7;16551;16526
1;8;20971;21280
1;8;23884;24127
1;8;24695;24716
1;8;24422;24497
1;8;25983;25700
0;8;18904;19025
0;8;18815;18968
1;8;24452;24340
1;8;23352;23333
1;8;24624;24738
1;8;25276;25282
1;8;24205;24080
0;8;24016;24025
0;8;22233;21265
1;8;19297;19043
1;8;19428;19232
1;8;21063;21062
1;8;19114;19083
1;8;18858;18466
0;8;17562;17632
0;8;20513;20775
1;8;21990;22003
1;8;19747;19552
1;8;18594;18379
1;8;18885;18947
1;8;19659;19682
0;8;17732;17769
0;8;17741;17693
1;8;22983;22833
1;8;21175;21039
1;8;22647;22615
1;9;21749;21757
1;9;21046;21099
0;9;16858;16867
0;9;15681;15633
0;9;15478;15568
1;9;18644;18646
1;9;19250;19379
1;9;19990;20099
1;9;18185;18117
0;9;15043;15026
0;9;14383;14447
1;9;20614;21031
1;9;22010;22168
1;9;22195;22399
1;9;20751;20636
1;9;18987;18783
0;9;16904;16965
0;9;15863;15822
1;9;19191;19261
1;9;18893;18868
1;9;18712;18819
1;9;19347;19339
1;9;19162;19069
0;9;14246;14187
0;9;13874;13914
1;9;17679;17609
1;9;17308;17159
1;9;16657;16553
1;9;17114;16837
1;9;15629;15460
0;10;13852;13783
0;10;14109;14139
1;10;17101;17054
1;10;17611;17597
1;10;17792;17817
1;10;18203;18183
1;10;18687;18383
0;10;16797;16571
0;10;13949;13900
0;10;15694;15656
1;10;16352;16254
1;10;16302;16288
1;10;16388;16364
1;10;16451;16370
0;10;15016;14901
0;10;13922;13909
1;10;16035;15895
1;10;15980;16086
1;10;16016;15878
1;10;15685;15535
1;10;15529;15290
0;10;14703;14709
0;10;14312;14317
1;10;16348;16385
1;10;16900;16927
