RadniDan;Mjesec;PrijasnjaPotrosnja;Potrosnja
1;10;16161;16059
1;10;16172;16174
1;10;16050;15913
0;10;14815;14770
0;10;13475;13589
1;10;15828;15828
1;11;15883;15812
1;11;15743;15734
1;11;15772;15709
1;11;15594;15471
0;11;13573;13579
0;11;13986;14134
1;11;15712;15808
1;11;15593;15578
1;11;16274;16661
1;11;15770;15883
0;11;15572;15582
0;11;13785;13847
0;11;13418;13560
1;11;15583;15561
1;11;16558;16775
1;11;16320;16417
1;11;15804;15949
1;11;16144;16219
0;11;14461;14571
0;11;13771;13957
1;11;15926;16090
1;11;17192;17448
1;11;17205;17200
0;11;13940;13585
1;11;15417;15575
0;11;15605;15806
0;11;14890;15070
1;11;16761;16874
1;11;16207;16359
1;11;16655;16774
1;12;16229;16575
1;12;16695;16889
0;12;15489;15680
0;12;16478;16817
1;12;17451;17814
1;12;17349;17633
1;12;17742;18131
1;12;17406;17597
1;12;18677;18327
0;12;15316;15713
0;12;14945;15393
1;12;17174;17508
1;12;18044;18314
1;12;18453;18695
1;12;18105;18370
1;12;18020;17999
0;12;15346;15563
0;12;15418;15623
1;12;17744;17947
1;12;17657;17899
1;12;17734;18012
1;12;17506;17633
1;12;15830;15949
0;12;14552;14638
0;12;13472;13580
0;12;15366;15644
1;12;16539;16574
1;12;16625;16738
1;12;16909;17028
1;12;15883;15919
0;12;16075;16467
