Podaci 15-minutnih optereæenja za: 23.6.2011.
 Vrijeme   Interval  P15(kW)  Q15(kVAr)
00:00:08,       0,     150,       9
00:00:22,       0,     149,       9
00:00:36,       0,     155,       9
00:00:49,       0,     155,      10
00:01:02,       0,     150,       9
00:01:17,       0,     151,       9
00:01:30,       0,     150,       9
00:01:43,       0,     148,       9
00:01:57,       0,     156,       8
00:02:10,       0,     156,       8
00:02:24,       0,     150,       9
00:02:37,       0,     150,       9
00:02:52,       0,     150,       7
00:03:05,       0,     150,       6
00:03:19,       0,     147,       7
00:03:32,       0,     145,       7
00:03:45,       0,     145,       7
00:03:58,       0,     144,       7
00:04:12,       0,     150,       7
00:04:26,       0,     148,       7
00:04:40,       0,     144,       7
00:04:53,       0,     144,       7
00:05:07,       0,     144,       7
00:05:20,       0,     144,       7
00:05:34,       0,     148,       7
00:05:47,       0,     152,       7
00:06:00,       0,     146,       8
00:06:14,       0,     146,       8
00:06:28,       0,     146,       8
00:06:42,       0,     149,       8
00:06:55,       0,     155,       8
00:07:09,       0,     152,       8
00:07:23,       0,     146,       7
00:07:36,       0,     148,       7
00:07:50,       0,     148,       7
00:08:03,       0,     148,       7
00:08:17,       0,     144,       6
00:08:30,       0,     143,       6
00:08:43,       0,     144,       6
00:08:57,       0,     145,       6
00:09:13,       0,     144,       5
00:09:26,       0,     146,       5
00:09:40,       0,     142,       5
00:09:53,       0,     142,       5
00:10:07,       0,     143,       5
00:10:21,       0,     145,       5
00:10:35,       0,     143,       5
00:10:48,       0,     148,       7
00:11:02,       0,     152,       7
00:11:15,       0,     154,       7
00:11:29,       0,     153,       7
00:11:43,       0,     155,       7
00:11:56,       0,     146,       7
00:12:10,       0,     147,       8
00:12:24,       0,     146,       8
00:12:37,       0,     145,       8
00:12:50,       0,     145,       8
00:13:04,       0,     151,       8
00:13:17,       0,     148,       8
00:13:30,       0,     147,       8
00:13:43,       0,     144,       8
00:13:57,       0,     145,       8
00:14:11,       0,     146,       7
00:14:25,       0,     146,       7
00:14:38,       0,     153,       7
00:14:52,       0,     153,       7
00:15:05,       1,     151,       7
00:15:18,       1,     152,       8
00:15:32,       1,     149,       9
00:15:46,       1,     147,       8
00:15:59,       1,     151,       8
00:16:13,       1,     150,       8
00:16:27,       1,     145,       8
00:16:41,       1,     148,       8
00:16:54,       1,     151,      11
00:17:07,       1,     149,      12
00:17:20,       1,     149,      12
00:17:34,       1,     148,      13
00:17:47,       1,     147,      12
00:18:00,       1,     150,      12
00:18:13,       1,     152,      12
00:18:27,       1,     150,      12
00:18:39,       1,     152,      12
00:18:53,       1,     153,      12
00:19:06,       1,     159,      12
00:19:20,       1,     155,      12
00:19:33,       1,     155,      12
00:19:46,       1,     152,      12
00:19:59,       1,     152,      12
00:20:12,       1,     152,      12
00:20:26,       1,     156,      12
00:20:39,       1,     160,      12
00:20:52,       1,     159,      12
00:21:05,       1,     157,      12
00:21:18,       1,     154,      12
00:21:32,       1,     155,      13
00:21:45,       1,     153,      13
00:21:58,       1,     150,      14
00:22:12,       1,     151,      14
00:22:25,       1,     155,      15
00:22:40,       1,     158,      14
00:22:53,       1,     154,      14
00:23:07,       1,     151,      14
00:23:20,       1,     152,      14
00:23:33,       1,     152,      14
00:23:46,       1,     150,      14
00:23:59,       1,     151,      14
00:24:12,       1,     154,      14
00:24:26,       1,     150,      13
00:24:40,       1,     148,      13
00:24:53,       1,     151,      13
00:25:06,       1,     148,      12
00:25:19,       1,     146,       9
00:25:32,       1,     147,       9
00:25:45,       1,     144,       8
00:25:58,       1,     142,       8
00:26:11,       1,     145,       8
00:26:26,       1,     150,       8
00:26:39,       1,     144,       8
00:26:52,       1,     144,       7
00:27:05,       1,     139,       6
00:27:19,       1,     142,       6
00:27:32,       1,     141,       7
00:27:45,       1,     143,       7
00:27:58,       1,     145,       8
00:28:13,       1,     142,       8
00:28:27,       1,     144,       8
00:28:40,       1,     141,       8
00:28:53,       1,     141,       8
00:29:06,       1,     142,       8
00:29:20,       1,     143,       8
00:29:33,       1,     142,       9
00:29:47,       1,     143,      10
00:30:00,       2,     154,      10
00:30:13,       2,     158,      10
00:30:26,       2,     149,      10
00:30:39,       2,     145,      10
00:30:52,       2,     143,      10
00:31:05,       2,     143,      10
00:31:20,       2,     144,      10
00:31:34,       2,     150,      10
00:31:47,       2,     148,      10
00:32:00,       2,     145,      10
00:32:13,       2,     143,      11
00:32:26,       2,     144,      11
00:32:39,       2,     146,      12
00:32:52,       2,     145,      12
00:33:05,       2,     146,      12
00:33:19,       2,     146,      12
00:33:32,       2,     147,      12
00:33:46,       2,     149,      12
00:33:59,       2,     152,      11
00:34:12,       2,     149,      12
00:34:25,       2,     148,      12
00:34:38,       2,     151,      12
00:34:51,       2,     151,      11
00:35:04,       2,     154,      11
00:35:19,       2,     154,      11
00:35:32,       2,     147,      11
00:35:45,       2,     148,      11
00:35:58,       2,     148,      11
00:36:11,       2,     148,      11
00:36:25,       2,     149,      11
00:36:38,       2,     149,      11
00:36:51,       2,     150,      11
00:37:05,       2,     152,      11
00:37:19,       2,     151,      11
00:37:32,       2,     152,      10
00:37:45,       2,     149,      10
00:37:59,       2,     149,      10
00:38:12,       2,     152,       9
00:38:25,       2,     149,       9
00:38:38,       2,     152,       8
